T[s],ecef_x[m],ecef_y[m],ecef_z[m],ecef_vx[m/s],ecef_vy[m/s],ecef_vz[m/s],lon[deg],lat[deg],alt[m],azimuth[deg],back_azimuth[deg],distance_2d[m],elevation[deg],distance_3d[m],East[m],North[m]
26.6,-3784137,2804512,4287998,-63,40,66,143.45699500098635,42.50585840570506,1189.1898568663746,127.79325452441904,-52.20640538446143,52.35237531883295,87.47926322300447,1190.3416681253298,41.37026912460281,-32.0822697775872
26.7,-3784147,2804517,4288004,-64,41,66,143.45701856604634,42.50583125403833,1201.361422254704,129.02310546794672,-50.97653851888185,55.744074202828706,87.34333823724454,1202.6540103831092,43.30713167531886,-35.09834974449749
27.0,-3784179,2804537,4288039,-65,41,68,143.4570548816232,42.505834722500914,1252.7417577980086,126.86520456270205,-53.13441488686718,57.86139096006455,87.35551319486521,1254.077291196471,46.29195626010833,-34.71304292979307
27.2,-3784173,2804534,4288036,-65,41,68,143.45704074276432,42.50585499451508,1245.8442172007635,125.72685477814304,-54.27277422451914,55.59164513128663,87.44506164384565,1247.0838963522006,45.12984951075783,-32.4611720604672
27.5,-3784206,2804554,4288069,-66,42,69,143.4570843008273,42.50584030659416,1296.4655041629449,124.9886715512279,-55.010928020725984,59.455647092560426,87.37426679674333,1297.828100117914,48.7099565833386,-34.092727975982754
27.6,-3784212,2804560,4288083,-67,43,70,143.45706912085237,42.505882158954186,1312.1122226761654,121.81377225001168,-58.18583757839987,55.85333129228541,87.56253366871402,1313.3004528715555,47.46226211367686,-29.443646029295074
28.0,-3784232,2804570,4288097,-68,43,71,143.45711624962672,42.50584112695708,1337.8066872255877,123.51793084145928,-56.481647143731266,61.574988132419556,87.36471731699926,1339.222987985574,51.3358712414577,-34.00158066014115
28.1,-3784241,2804578,4288107,-69,44,71,143.4571032525608,42.50583453949401,1353.4054908752441,124.64324800025886,-55.356338766650495,61.10024415260324,87.41510530088216,1354.7839911095673,50.26762998792796,-34.73334436682554
28.4,-3784272,2804596,4288140,-70,45,73,143.45715186932043,42.505836865098985,1401.9643140202388,122.42882839995065,-57.57072551819442,64.28881908428012,87.37446998289029,1403.4375618621193,54.2635060170192,-34.474978955645796
28.6,-3784270,2804597,4288133,-70,45,73,143.45712761102797,42.50579656995652,1396.489046158269,126.69327523264307,-53.30629507620205,65.18674611493736,87.32742890572256,1398.0096451416512,52.269717387535216,-38.95110413429252
28.9,-3784301,2804614,4288170,-72,45,75,143.4571859999267,42.505829056849784,1447.3115791231394,121.7696730095243,-58.22985784772075,67.12616764227937,87.34453038796403,1448.8673953976102,57.06875427770279,-35.342321196132175
29.0,-3784315,2804625,4288163,-72,46,74,143.4571798984103,42.5056743831839,1455.7023617429659,132.87731792288486,-47.12221705763994,77.19220858124022,86.96459292629348,1457.747578646488,56.56740169289498,-52.52395768946166
29.4,-3784330,2804633,4288202,-73,46,76,143.45721035742565,42.50583089786602,1494.44912682008,120.74599380535278,-59.25352059431923,68.73147685914458,87.36675512234568,1496.0288127454426,59.07072890921837,-35.137798698449515
29.5,-3784345,2804646,4288210,-74,47,76,143.45719195334425,42.50576362295577,1514.4450529627502,126.51295223803828,-53.48657459697226,71.61444757814466,87.29263780604342,1516.1373445520264,57.558133885791605,-42.610917914404496
29.8,-3784374,2804663,4288244,-75,48,78,143.45723585552503,42.50578597584661,1562.0560273556039,123.26660149150166,-56.732895680154186,73.15453042463355,87.31867135720951,1563.7680831631076,61.16649652488386,-40.127858459180274
