# T[s],P4[MPa]
-36.974,0.005
-36.964,0.005
-36.953,0.005
-36.945,0.005
-36.935,0.005
-36.923,0.005
-36.915,0.005
-36.904,0.005
-36.894,0.005
-36.882,0.005
-36.868,0.005
-36.861,0.005
-36.854,0.005
-36.845,0.005
-36.835,0.005
-36.824,0.005
-36.815,0.005
-36.804,0.005
-36.794,0.005
-36.783,0.005
-36.773,0.005
-36.765,0.005
-36.755,0.005
-36.745,0.005
-36.735,0.005
-36.724,0.005
-36.713,0.005
-36.700,0.005
-36.691,0.005
-36.684,0.005
-36.674,0.005
-36.663,0.005
-36.654,0.005
-36.644,0.005
-36.635,0.005
-36.624,0.005
-36.614,0.005
-36.605,0.005
-36.594,0.005
-36.585,0.005
-36.575,0.005
-36.563,0.005
-36.555,0.005
-36.545,0.005
-36.534,0.005
-36.524,0.005
-36.513,0.005
-36.505,0.005
-36.494,0.005
-36.485,0.005
-36.474,0.005
-36.464,0.005
-36.454,0.005
-36.444,0.005
-36.435,0.005
-36.425,0.005
-36.415,0.005
-36.403,0.005
-36.395,0.005
-36.385,0.005
-36.374,0.005
-36.364,0.005
-36.354,0.005
-36.343,0.005
-36.335,0.005
-36.325,0.005
-36.314,0.005
-36.305,0.005
-36.294,0.005
-36.285,0.005
-36.274,0.005
-36.264,0.005
-36.254,0.005
-36.245,0.005
-36.235,0.005
-36.225,0.005
-36.215,0.005
-36.204,0.005
-36.194,0.005
-36.184,0.005
-36.174,0.005
-36.163,0.005
-36.155,0.005
-36.144,0.005
-36.134,0.005
-36.124,0.005
-36.114,0.005
-36.104,0.005
-36.095,0.005
-36.085,0.005
-36.075,0.005
-36.065,0.005
-36.053,0.005
-36.045,0.005
-36.035,0.005
-36.024,0.005
-36.014,0.005
-36.005,0.005
-35.995,0.005
-35.984,0.005
-35.975,0.005
-35.964,0.005
-35.955,0.005
-35.944,0.005
-35.933,0.005
-35.924,0.005
-35.914,-0.002
-35.904,0.005
-35.895,0.005
-35.884,0.005
-35.875,0.005
-35.864,0.005
-35.855,0.005
-35.844,0.005
-35.835,0.005
-35.823,0.005
-35.814,0.005
-35.805,0.005
-35.794,0.005
-35.784,0.005
-35.774,0.005
-35.764,0.005
-35.755,0.005
-35.744,0.005
-35.735,0.005
-35.725,0.005
-35.715,0.005
-35.705,0.005
-35.694,0.005
-35.684,0.005
-35.674,0.005
-35.664,0.005
-35.654,0.005
-35.645,0.005
-35.635,0.005
-35.625,0.005
-35.614,0.005
-35.605,0.005
-35.594,0.005
-35.584,0.005
-35.573,0.005
-35.564,0.005
-35.555,0.005
-35.545,0.005
-35.535,0.005
-35.524,0.005
-35.515,0.005
-35.504,0.005
-35.494,0.005
-35.483,0.005
-35.474,0.005
-35.463,0.005
-35.455,0.005
-35.445,0.005
-35.435,0.005
-35.420,0.005
-35.410,0.005
-35.400,0.005
-35.394,0.005
-35.383,0.005
-35.375,0.005
-35.363,0.005
-35.353,0.005
-35.345,0.005
-35.334,0.005
-35.324,0.005
-35.314,0.005
-35.305,0.005
-35.295,0.005
-35.285,0.005
-35.275,0.005
-35.264,0.005
-35.254,0.005
-35.244,0.005
-35.234,0.005
-35.225,-0.002
-35.215,-0.002
-35.205,-0.002
-35.194,0.005
-35.185,0.005
-35.174,0.005
-35.164,0.005
-35.154,0.005
-35.144,0.005
-35.133,0.005
-35.125,0.005
-35.114,0.005
-35.105,0.005
-35.094,0.005
-35.085,0.005
-35.074,0.005
-35.063,0.005
-35.055,0.005
-35.045,0.005
-35.035,0.005
-35.025,0.005
-35.015,0.005
-35.004,0.005
-34.994,0.005
-34.984,0.005
-34.975,0.005
-34.963,0.005
-34.955,0.005
-34.945,0.005
-34.934,0.005
-34.924,0.005
-34.914,0.005
-34.904,0.005
-34.894,0.005
-34.884,0.005
-34.875,0.005
-34.865,0.005
-34.854,0.005
-34.845,0.005
-34.834,0.005
-34.824,0.005
-34.811,0.005
-34.797,0.005
-34.790,0.005
-34.783,0.005
-34.775,0.005
-34.763,0.005
-34.755,0.005
-34.744,0.005
-34.734,0.005
-34.724,0.005
-34.715,0.005
-34.705,0.005
-34.695,0.005
-34.685,0.005
-34.674,0.005
-34.664,0.005
-34.655,0.005
-34.644,0.005
-34.634,0.005
-34.623,0.005
-34.613,0.005
-34.605,0.005
-34.595,0.005
-34.585,0.005
-34.575,0.005
-34.564,0.005
-34.554,0.005
-34.545,0.005
-34.534,0.005
-34.525,0.005
-34.513,0.005
-34.501,0.005
-34.489,0.005
-34.484,0.005
-34.474,0.005
-34.464,0.005
-34.454,0.005
-34.445,0.005
-34.435,0.005
-34.425,0.005
-34.415,0.005
-34.404,0.005
-34.394,0.005
-34.384,0.011
-34.374,0.005
-34.364,0.005
-34.355,0.011
-34.345,0.005
-34.334,0.005
-34.325,0.005
-34.314,0.005
-34.304,0.005
-34.294,0.005
-34.285,0.005
-34.275,0.005
-34.263,0.011
-34.254,0.005
-34.245,0.005
-34.235,0.005
-34.225,0.005
-34.214,0.005
-34.204,0.005
-34.193,0.005
-34.185,0.005
-34.175,0.005
-34.163,0.005
-34.154,0.005
-34.145,0.005
-34.134,0.005
-34.122,0.005
-34.108,0.005
-34.102,0.005
-34.094,0.005
-34.083,0.005
-34.074,0.005
-34.063,0.005
-34.055,0.005
-34.044,0.005
-34.034,0.005
-34.024,0.005
-34.014,0.005
-34.005,0.005
-33.995,0.005
-33.984,0.005
-33.974,0.005
-33.964,0.005
-33.954,0.005
-33.943,0.005
-33.935,0.005
-33.925,0.005
-33.914,0.005
-33.895,0.005
-33.889,0.005
-33.884,0.005
-33.874,0.005
-33.863,0.005
-33.854,0.005
-33.845,0.005
-33.835,0.005
-33.825,0.005
-33.814,0.005
-33.805,0.005
-33.794,0.005
-33.784,0.005
-33.771,0.005
-33.758,0.005
-33.753,0.011
-33.744,0.005
-33.734,0.005
-33.725,0.005
-33.714,0.005
-33.704,0.005
-33.694,0.005
-33.684,0.005
-33.675,0.005
-33.665,0.005
-33.655,0.005
-33.640,0.005
-33.630,0.005
-33.624,0.011
-33.615,0.005
-33.604,0.005
-33.594,0.005
-33.583,0.005
-33.575,0.005
-33.564,0.005
-33.553,0.005
-33.544,0.005
-33.534,0.005
-33.524,0.005
-33.514,0.005
-33.505,0.005
-33.495,0.005
-33.484,0.005
-33.473,0.005
-33.464,0.005
-33.454,0.005
-33.444,0.005
-33.434,0.005
-33.424,0.005
-33.415,0.005
-33.405,0.005
-33.395,0.005
-33.385,0.005
-33.375,0.005
-33.364,0.005
-33.354,0.005
-33.344,0.005
-33.333,0.005
-33.323,0.005
-33.315,0.005
-33.305,0.005
-33.294,0.005
-33.285,0.005
-33.275,0.005
-33.264,0.005
-33.253,0.005
-33.245,0.005
-33.235,0.005
-33.224,0.005
-33.214,0.005
-33.204,0.005
-33.194,0.005
-33.185,0.005
-33.174,0.005
-33.164,0.005
-33.155,0.005
-33.145,0.005
-33.135,0.005
-33.124,0.005
-33.115,0.005
-33.104,0.005
-33.094,0.005
-33.084,0.005
-33.075,0.011
-33.065,0.005
-33.055,0.005
-33.045,0.005
-33.034,0.005
-33.025,0.005
-33.014,0.005
-33.004,0.005
-32.994,0.005
-32.983,0.005
-32.975,0.005
-32.964,0.005
-32.955,0.005
-32.945,0.005
-32.935,0.005
-32.924,0.005
-32.914,0.005
-32.905,0.005
-32.893,0.005
-32.885,0.005
-32.874,0.005
-32.864,0.005
-32.855,0.005
-32.845,0.005
-32.834,0.005
-32.825,0.005
-32.814,0.005
-32.805,0.005
-32.795,0.005
-32.785,0.005
-32.774,0.005
-32.764,0.005
-32.755,0.005
-32.744,0.005
-32.734,0.005
-32.723,0.005
-32.715,0.005
-32.703,0.005
-32.695,0.005
-32.684,0.005
-32.674,0.005
-32.664,0.005
-32.653,0.005
-32.644,0.005
-32.635,0.005
-32.623,0.005
-32.613,0.005
-32.605,0.005
-32.594,0.005
-32.585,0.005
-32.574,0.005
-32.563,0.005
-32.554,0.005
-32.543,0.005
-32.534,0.005
-32.525,0.005
-32.514,0.005
-32.505,0.005
-32.494,0.005
-32.483,0.005
-32.473,0.005
-32.464,0.005
-32.453,0.005
-32.445,0.005
-32.434,0.005
-32.425,0.005
-32.414,0.005
-32.404,0.005
-32.394,0.005
-32.384,0.005
-32.373,0.005
-32.363,0.005
-32.355,0.005
-32.343,0.005
-32.335,0.005
-32.323,0.005
-32.314,0.005
-32.303,0.005
-32.294,0.005
-32.283,0.005
-32.275,0.005
-32.263,0.005
-32.254,0.005
-32.244,0.005
-32.234,0.005
-32.225,0.005
-32.215,0.005
-32.205,0.005
-32.195,0.005
-32.185,0.005
-32.174,0.005
-32.164,0.011
-32.154,0.005
-32.144,0.005
-32.134,0.005
-32.123,0.005
-32.114,0.011
-32.105,0.005
-32.095,0.005
-32.085,0.005
-32.074,0.005
-32.064,0.005
-32.054,0.011
-32.045,0.005
-32.035,0.005
-32.025,0.005
-32.014,0.005
-32.005,0.005
-31.995,0.005
-31.984,0.005
-31.974,0.005
-31.964,0.005
-31.955,0.005
-31.944,0.005
-31.935,0.005
-31.925,0.005
-31.914,0.005
-31.903,0.005
-31.894,0.005
-31.884,0.005
-31.875,0.005
-31.864,0.005
-31.855,0.005
-31.845,0.011
-31.835,0.005
-31.825,0.011
-31.814,0.005
-31.804,0.005
-31.794,0.005
-31.785,0.005
-31.774,0.005
-31.765,0.005
-31.753,0.005
-31.745,0.005
-31.735,0.005
-31.724,0.005
-31.714,0.005
-31.705,0.005
-31.694,0.005
-31.683,0.005
-31.675,0.005
-31.664,0.005
-31.654,0.005
-31.643,0.005
-31.635,0.005
-31.624,0.005
-31.614,0.005
-31.605,0.005
-31.593,0.005
-31.585,0.005
-31.574,0.005
-31.564,0.005
-31.555,0.005
-31.544,0.005
-31.532,0.005
-31.518,0.005
-31.512,0.005
-31.504,0.005
-31.494,0.005
-31.484,0.005
-31.474,0.005
-31.464,0.005
-31.454,0.005
-31.445,0.005
-31.435,0.005
-31.423,0.005
-31.415,0.005
-31.405,0.005
-31.395,0.005
-31.385,0.005
-31.374,0.005
-31.364,0.005
-31.353,0.005
-31.344,0.005
-31.335,0.005
-31.324,0.005
-31.315,0.011
-31.304,0.005
-31.294,0.011
-31.284,0.005
-31.275,0.005
-31.264,0.005
-31.254,0.005
-31.243,0.005
-31.235,0.005
-31.225,0.011
-31.214,0.005
-31.205,0.005
-31.194,0.005
-31.184,0.005
-31.175,0.005
-31.164,0.005
-31.155,0.005
-31.144,0.005
-31.134,0.005
-31.125,0.005
-31.114,0.005
-31.105,0.005
-31.094,0.005
-31.085,0.005
-31.074,0.005
-31.064,0.005
-31.055,0.011
-31.044,0.005
-31.034,0.005
-31.024,0.005
-31.014,0.005
-31.004,0.005
-30.995,0.005
-30.985,0.005
-30.975,0.005
-30.964,0.005
-30.955,0.005
-30.944,0.005
-30.934,0.005
-30.924,0.005
-30.913,0.005
-30.905,0.005
-30.895,0.005
-30.885,0.005
-30.874,0.005
-30.864,0.005
-30.854,0.005
-30.844,0.005
-30.834,0.005
-30.823,0.005
-30.815,0.005
-30.803,0.005
-30.795,0.011
-30.785,0.011
-30.774,0.011
-30.764,0.005
-30.755,0.005
-30.745,0.005
-30.734,0.005
-30.725,0.005
-30.714,0.005
-30.704,0.005
-30.694,0.005
-30.684,0.005
-30.674,0.005
-30.664,0.005
-30.655,0.005
-30.645,0.005
-30.635,0.005
-30.625,0.005
-30.614,0.005
-30.604,0.005
-30.594,0.005
-30.584,0.005
-30.574,0.005
-30.563,0.005
-30.555,0.011
-30.545,0.005
-30.530,0.005
-30.519,0.005
-30.511,0.005
-30.504,0.005
-30.494,0.005
-30.484,0.005
-30.473,0.011
-30.464,0.005
-30.454,0.005
-30.445,0.005
-30.434,0.005
-30.424,0.005
-30.414,0.005
-30.405,0.005
-30.395,0.005
-30.383,0.005
-30.375,0.005
-30.364,0.005
-30.354,0.005
-30.344,0.005
-30.334,0.005
-30.324,0.005
-30.313,0.005
-30.305,0.005
-30.295,0.005
-30.284,0.005
-30.275,0.005
-30.264,0.005
-30.254,0.005
-30.244,0.011
-30.234,0.005
-30.225,0.011
-30.215,0.005
-30.205,0.005
-30.195,0.005
-30.184,0.005
-30.175,0.005
-30.164,0.005
-30.155,0.005
-30.143,0.005
-30.134,0.005
-30.125,0.005
-30.115,0.005
-30.104,0.005
-30.094,0.011
-30.084,0.005
-30.074,0.005
-30.064,0.005
-30.053,0.005
-30.045,0.005
-30.035,0.005
-30.023,0.005
-30.015,0.005
-30.004,0.005
-29.994,0.011
-29.985,0.005
-29.973,0.005
-29.965,0.005
-29.955,0.005
-29.945,0.005
-29.934,0.005
-29.924,0.005
-29.914,0.011
-29.902,0.005
-29.888,0.005
-29.881,0.005
-29.874,0.005
-29.865,0.005
-29.854,0.005
-29.844,0.005
-29.835,0.011
-29.824,0.005
-29.813,0.005
-29.803,0.005
-29.795,0.005
-29.783,0.005
-29.774,0.005
-29.764,0.005
-29.754,0.005
-29.743,0.005
-29.732,0.005
-29.720,0.005
-29.712,0.005
-29.703,0.005
-29.694,0.005
-29.685,0.005
-29.675,0.005
-29.664,0.005
-29.654,0.005
-29.645,0.005
-29.634,0.005
-29.625,0.005
-29.615,0.005
-29.605,0.005
-29.594,0.005
-29.585,0.005
-29.575,0.005
-29.564,0.005
-29.554,0.005
-29.545,0.005
-29.535,0.005
-29.520,0.005
-29.510,0.005
-29.501,0.005
-29.494,0.005
-29.484,0.005
-29.474,0.005
-29.463,0.005
-29.453,0.005
-29.445,0.005
-29.434,0.005
-29.425,0.005
-29.414,0.005
-29.404,0.005
-29.394,0.005
-29.384,0.005
-29.373,0.005
-29.364,0.005
-29.355,0.005
-29.345,0.005
-29.334,0.005
-29.324,0.005
-29.314,0.011
-29.304,0.005
-29.294,0.005
-29.284,0.005
-29.275,0.005
-29.265,0.005
-29.255,0.005
-29.245,0.005
-29.235,0.005
-29.225,0.005
-29.214,0.005
-29.204,0.005
-29.194,0.005
-29.185,0.005
-29.175,0.005
-29.164,0.005
-29.154,0.005
-29.144,0.005
-29.134,0.005
-29.124,0.005
-29.115,0.011
-29.103,0.005
-29.094,0.005
-29.084,0.005
-29.075,0.005
-29.064,0.011
-29.054,0.005
-29.044,0.011
-29.033,0.011
-29.023,0.005
-29.015,0.011
-29.005,0.011
-28.995,0.005
-28.984,0.005
-28.974,0.011
-28.964,0.011
-28.955,0.005
-28.943,0.005
-28.934,0.011
-28.925,0.005
-28.914,0.005
-28.905,0.005
-28.894,0.005
-28.885,0.005
-28.874,0.005
-28.863,0.005
-28.855,0.005
-28.845,0.005
-28.835,0.005
-28.825,0.005
-28.814,0.011
-28.805,0.005
-28.792,0.011
-28.778,0.005
-28.771,0.005
-28.764,0.005
-28.754,0.005
-28.745,0.005
-28.734,0.011
-28.723,0.005
-28.714,0.005
-28.704,0.011
-28.694,0.011
-28.685,0.005
-28.675,0.011
-28.663,0.005
-28.655,0.005
-28.644,0.005
-28.635,0.005
-28.624,0.005
-28.614,0.011
-28.603,0.011
-28.594,0.005
-28.585,0.005
-28.575,0.005
-28.564,0.011
-28.555,0.011
-28.544,0.005
-28.534,0.005
-28.524,0.005
-28.515,0.005
-28.504,0.005
-28.489,0.005
-28.479,0.005
-28.474,0.005
-28.464,0.005
-28.453,0.005
-28.444,0.005
-28.430,0.011
-28.420,0.005
-28.413,0.005
-28.404,0.005
-28.395,0.011
-28.385,0.011
-28.374,0.005
-28.364,0.005
-28.354,0.005
-28.345,0.005
-28.333,0.005
-28.323,0.005
-28.314,0.005
-28.305,0.005
-28.295,0.005
-28.285,0.005
-28.274,0.005
-28.264,0.005
-28.253,0.005
-28.245,0.005
-28.235,0.005
-28.224,0.005
-28.214,0.005
-28.205,0.005
-28.194,0.005
-28.184,0.005
-28.174,0.005
-28.164,0.011
-28.153,0.011
-28.145,0.005
-28.135,0.005
-28.124,0.005
-28.115,0.005
-28.104,0.005
-28.094,0.005
-28.083,0.005
-28.075,0.005
-28.065,0.005
-28.054,0.005
-28.045,0.005
-28.035,0.005
-28.025,0.005
-28.014,0.005
-28.004,0.005
-27.994,0.005
-27.983,0.005
-27.974,0.005
-27.964,0.005
-27.955,0.005
-27.944,0.005
-27.935,0.005
-27.924,0.005
-27.914,0.005
-27.905,0.005
-27.894,0.005
-27.885,0.005
-27.873,0.005
-27.864,0.005
-27.855,0.005
-27.840,0.005
-27.826,0.005
-27.815,0.005
-27.809,0.005
-27.805,0.005
-27.794,0.011
-27.783,0.005
-27.774,0.005
-27.763,0.005
-27.754,0.005
-27.745,0.005
-27.735,0.005
-27.725,0.005
-27.714,0.005
-27.705,0.005
-27.694,0.005
-27.685,0.005
-27.674,0.005
-27.664,0.005
-27.653,0.005
-27.644,0.005
-27.635,0.005
-27.625,0.005
-27.615,0.005
-27.604,0.005
-27.595,0.005
-27.581,0.005
-27.568,0.005
-27.561,0.005
-27.553,0.011
-27.543,0.005
-27.535,0.005
-27.524,0.005
-27.515,0.005
-27.504,0.005
-27.494,0.005
-27.485,0.005
-27.475,0.005
-27.465,0.005
-27.450,0.005
-27.438,0.005
-27.430,0.005
-27.424,0.005
-27.414,0.005
-27.404,0.005
-27.393,0.005
-27.385,0.005
-27.373,0.005
-27.364,0.005
-27.355,0.005
-27.344,0.005
-27.334,0.005
-27.324,0.005
-27.315,0.005
-27.305,0.005
-27.293,0.005
-27.285,0.005
-27.274,0.005
-27.264,0.005
-27.254,0.005
-27.244,0.005
-27.234,0.011
-27.225,0.005
-27.213,0.005
-27.205,0.005
-27.195,0.005
-27.185,0.005
-27.174,0.005
-27.164,0.005
-27.154,0.005
-27.144,0.005
-27.133,0.005
-27.125,0.005
-27.115,0.005
-27.105,0.005
-27.095,0.005
-27.085,0.005
-27.074,0.005
-27.064,0.005
-27.055,0.005
-27.044,0.005
-27.035,0.005
-27.025,0.005
-27.014,0.005
-27.004,0.005
-26.994,0.005
-26.984,0.005
-26.974,0.005
-26.964,0.005
-26.955,0.005
-26.943,0.005
-26.935,0.005
-26.925,0.005
-26.914,0.005
-26.904,0.005
-26.894,0.005
-26.884,0.005
-26.874,0.005
-26.863,0.005
-26.854,0.011
-26.845,0.005
-26.834,0.005
-26.825,0.011
-26.815,0.005
-26.804,0.005
-26.794,0.005
-26.785,0.005
-26.775,0.005
-26.761,0.005
-26.749,0.005
-26.743,0.005
-26.735,0.005
-26.724,0.005
-26.714,0.005
-26.704,0.005
-26.695,0.005
-26.685,0.005
-26.673,0.005
-26.660,0.005
-26.648,0.005
-26.643,0.005
-26.634,0.005
-26.625,0.005
-26.615,0.005
-26.605,0.005
-26.595,0.005
-26.583,0.005
-26.575,0.005
-26.564,0.005
-26.554,0.005
-26.544,0.005
-26.534,0.005
-26.523,0.005
-26.515,0.005
-26.505,0.005
-26.495,0.005
-26.483,0.005
-26.475,0.005
-26.464,0.011
-26.454,0.005
-26.443,0.005
-26.433,0.005
-26.425,0.005
-26.414,0.005
-26.404,0.005
-26.395,0.005
-26.385,0.005
-26.374,0.005
-26.364,0.005
-26.355,0.005
-26.344,0.005
-26.335,0.005
-26.323,0.005
-26.313,0.005
-26.304,0.005
-26.294,0.005
-26.284,0.005
-26.274,0.005
-26.265,0.005
-26.254,0.005
-26.245,0.005
-26.235,0.005
-26.225,0.005
-26.214,0.005
-26.204,0.005
-26.194,0.005
-26.185,0.011
-26.174,0.005
-26.163,0.005
-26.155,0.005
-26.144,0.005
-26.135,0.005
-26.124,0.011
-26.114,0.011
-26.104,0.011
-26.095,0.005
-26.083,0.005
-26.075,0.005
-26.064,0.005
-26.054,0.005
-26.042,0.011
-26.028,0.005
-26.018,0.005
-26.010,0.005
-26.005,0.011
-25.994,0.005
-25.984,0.011
-25.974,0.005
-25.963,0.005
-25.954,0.005
-25.944,0.011
-25.934,0.011
-25.925,0.005
-25.914,0.005
-25.905,0.011
-25.894,0.005
-25.885,0.005
-25.872,0.005
-25.859,0.011
-25.850,0.005
-25.844,0.005
-25.834,0.005
-25.825,0.011
-25.815,0.011
-25.805,0.005
-25.794,0.005
-25.783,0.005
-25.774,0.005
-25.763,0.005
-25.753,0.005
-25.745,0.011
-25.733,0.005
-25.725,0.005
-25.715,0.005
-25.705,0.005
-25.694,0.005
-25.682,0.005
-25.674,0.005
-25.663,0.005
-25.655,0.011
-25.643,0.011
-25.635,0.011
-25.624,0.005
-25.615,0.005
-25.602,0.005
-25.589,0.005
-25.581,0.005
-25.573,0.005
-25.565,0.005
-25.555,0.005
-25.544,0.005
-25.534,0.005
-25.524,0.005
-25.514,0.005
-25.503,0.005
-25.494,0.005
-25.483,0.005
-25.474,0.005
-25.463,0.005
-25.455,0.005
-25.444,0.005
-25.434,0.005
-25.424,0.005
-25.415,0.005
-25.405,0.005
-25.395,0.005
-25.385,0.005
-25.374,0.005
-25.364,0.005
-25.355,0.005
-25.344,0.005
-25.334,0.005
-25.324,0.005
-25.313,0.005
-25.304,0.005
-25.295,0.005
-25.285,0.005
-25.275,0.005
-25.264,0.005
-25.254,0.005
-25.244,0.005
-25.235,0.005
-25.225,0.005
-25.213,0.005
-25.203,0.005
-25.195,0.005
-25.185,0.005
-25.174,0.005
-25.163,0.005
-25.154,0.005
-25.144,0.005
-25.133,0.005
-25.123,0.005
-25.114,0.005
-25.104,0.005
-25.094,0.005
-25.084,0.011
-25.073,0.005
-25.063,0.005
-25.055,0.005
-25.044,0.005
-25.035,0.005
-25.025,0.005
-25.014,0.005
-25.004,0.005
-24.994,0.005
-24.983,0.005
-24.975,0.005
-24.963,0.005
-24.955,0.005
-24.945,0.005
-24.934,0.011
-24.925,0.005
-24.914,0.005
-24.904,0.005
-24.895,0.011
-24.884,0.011
-24.875,0.005
-24.864,0.011
-24.855,0.005
-24.844,0.005
-24.834,0.005
-24.824,0.005
-24.814,0.005
-24.805,0.005
-24.794,0.005
-24.784,0.005
-24.774,0.005
-24.763,0.005
-24.754,0.011
-24.744,0.005
-24.734,0.005
-24.723,0.005
-24.715,0.005
-24.705,0.005
-24.695,0.005
-24.685,0.005
-24.674,0.005
-24.664,0.005
-24.654,0.005
-24.644,0.005
-24.634,0.005
-24.625,0.005
-24.614,0.005
-24.605,0.005
-24.594,0.005
-24.583,0.005
-24.574,0.005
-24.564,0.005
-24.554,0.005
-24.543,0.005
-24.534,0.005
-24.523,0.005
-24.515,0.005
-24.504,0.005
-24.494,0.005
-24.484,0.005
-24.474,0.005
-24.464,0.005
-24.454,0.005
-24.443,0.011
-24.434,0.005
-24.423,0.005
-24.414,0.005
-24.404,0.005
-24.394,0.005
-24.384,0.005
-24.374,0.005
-24.363,0.005
-24.354,0.005
-24.345,0.011
-24.335,0.011
-24.323,0.005
-24.312,0.005
-24.299,0.005
-24.293,0.011
-24.285,0.005
-24.273,0.005
-24.264,0.005
-24.254,0.005
-24.244,0.005
-24.234,0.005
-24.224,0.005
-24.214,0.005
-24.203,0.005
-24.195,0.005
-24.185,0.005
-24.175,0.005
-24.164,0.005
-24.154,0.011
-24.144,0.011
-24.134,0.011
-24.124,0.005
-24.115,0.011
-24.105,0.011
-24.094,0.005
-24.084,0.005
-24.075,0.005
-24.064,0.005
-24.050,0.005
-24.039,0.005
-24.028,0.011
-24.024,0.005
-24.013,0.005
-24.004,0.011
-23.993,0.005
-23.984,0.005
-23.974,0.005
-23.964,0.005
-23.953,0.005
-23.945,0.005
-23.933,0.011
-23.925,0.005
-23.914,0.005
-23.904,0.011
-23.894,0.005
-23.884,0.005
-23.874,0.005
-23.863,0.005
-23.854,0.005
-23.845,0.005
-23.835,0.005
-23.823,0.005
-23.813,0.005
-23.804,0.005
-23.794,0.005
-23.784,0.005
-23.773,0.005
-23.765,0.005
-23.755,0.005
-23.744,0.005
-23.734,0.005
-23.724,0.005
-23.714,0.005
-23.704,0.005
-23.694,0.005
-23.683,0.005
-23.675,0.005
-23.660,0.005
-23.649,0.005
-23.644,0.011
-23.634,0.011
-23.624,0.005
-23.614,0.005
-23.604,0.005
-23.593,0.011
-23.584,0.011
-23.574,0.011
-23.562,0.005
-23.554,0.005
-23.544,0.005
-23.534,0.005
-23.523,0.005
-23.514,0.005
-23.504,0.005
-23.495,0.005
-23.483,0.005
-23.474,0.005
-23.464,0.011
-23.454,0.005
-23.444,0.005
-23.434,0.005
-23.424,0.011
-23.415,0.005
-23.403,0.005
-23.395,0.005
-23.384,0.011
-23.374,0.005
-23.364,0.005
-23.354,0.005
-23.344,0.005
-23.333,0.005
-23.323,0.005
-23.315,0.005
-23.303,0.005
-23.294,0.005
-23.284,0.005
-23.274,0.005
-23.263,0.011
-23.255,0.005
-23.243,0.005
-23.234,0.005
-23.223,0.005
-23.214,0.005
-23.204,0.005
-23.194,0.005
-23.184,0.005
-23.174,0.005
-23.163,0.005
-23.154,0.005
-23.145,0.005
-23.134,0.005
-23.124,0.005
-23.114,0.011
-23.104,0.005
-23.094,0.005
-23.085,0.005
-23.075,0.005
-23.063,0.005
-23.055,0.005
-23.044,0.005
-23.031,0.011
-23.018,0.011
-23.011,0.005
-23.003,0.011
-22.992,0.005
-22.985,0.005
-22.971,0.011
-22.959,0.005
-22.953,0.005
-22.944,0.011
-22.934,0.005
-22.925,0.011
-22.913,0.011
-22.905,0.005
-22.893,0.011
-22.883,0.011
-22.874,0.011
-22.864,0.011
-22.854,0.011
-22.844,0.005
-22.834,0.005
-22.825,0.011
-22.815,0.005
-22.803,0.011
-22.794,0.011
-22.784,0.011
-22.771,0.011
-22.760,0.005
-22.750,0.011
-22.744,0.011
-22.734,0.005
-22.725,0.005
-22.714,0.005
-22.705,0.005
-22.694,0.005
-22.684,0.011
-22.674,0.005
-22.663,0.005
-22.654,0.005
-22.645,0.005
-22.631,0.005
-22.618,0.011
-22.611,0.011
-22.604,0.005
-22.593,0.005
-22.584,0.005
