# T[s],P4[MPa]
-22.574,0.005
-22.563,0.011
-22.555,0.005
-22.545,0.011
-22.535,0.011
-22.524,0.011
-22.514,0.011
-22.501,0.011
-22.489,0.005
-22.477,0.011
-22.471,0.005
-22.463,0.005
-22.453,0.011
-22.444,0.011
-22.434,0.005
-22.424,0.005
-22.414,0.011
-22.405,0.005
-22.395,0.005
-22.385,0.005
-22.375,0.005
-22.364,0.005
-22.354,0.011
-22.344,0.005
-22.334,0.011
-22.323,0.005
-22.314,0.005
-22.305,0.005
-22.291,0.011
-22.279,0.011
-22.274,0.005
-22.264,0.005
-22.254,0.005
-22.244,0.005
-22.233,0.005
-22.224,0.005
-22.214,0.005
-22.204,0.005
-22.193,0.011
-22.183,0.005
-22.174,0.011
-22.164,0.005
-22.154,0.005
-22.145,0.005
-22.134,0.011
-22.125,0.011
-22.111,0.011
-22.098,0.005
-22.090,0.011
-22.083,0.011
-22.074,0.011
-22.064,0.011
-22.053,0.011
-22.045,0.005
-22.034,0.005
-22.024,0.011
-22.014,0.005
-22.004,0.005
-21.994,0.011
-21.984,0.005
-21.974,0.005
-21.964,0.005
-21.955,0.005
-21.945,0.005
-21.934,0.005
-21.923,0.011
-21.914,0.005
-21.904,0.011
-21.894,0.011
-21.884,0.005
-21.874,0.011
-21.862,0.011
-21.854,0.005
-21.844,0.005
-21.834,0.011
-21.824,0.005
-21.814,0.005
-21.804,0.011
-21.793,0.011
-21.785,0.005
-21.773,0.011
-21.762,0.011
-21.754,0.005
-21.744,0.005
-21.734,0.005
-21.724,0.011
-21.715,0.011
-21.703,0.011
-21.695,0.011
-21.679,0.011
-21.667,0.011
-21.660,0.005
-21.654,0.005
-21.644,0.011
-21.631,0.011
-21.622,0.011
-21.614,0.011
-21.603,0.005
-21.594,0.011
-21.583,0.011
-21.574,0.011
-21.563,0.011
-21.554,0.011
-21.544,0.005
-21.533,0.011
-21.523,0.011
-21.514,0.011
-21.505,0.011
-21.494,0.011
-21.484,0.011
-21.474,0.011
-21.463,0.011
-21.454,0.005
-21.443,0.005
-21.434,0.011
-21.425,0.011
-21.414,0.011
-21.404,0.011
-21.393,0.011
-21.384,0.005
-21.374,0.005
-21.364,0.005
-21.353,0.005
-21.344,0.011
-21.335,0.005
-21.324,0.011
-21.314,0.005
-21.304,0.005
-21.294,0.005
-21.284,0.005
-21.275,0.005
-21.263,0.005
-21.255,0.005
-21.243,0.005
-21.234,0.011
-21.224,0.011
-21.214,0.005
-21.205,0.005
-21.194,0.011
-21.185,0.005
-21.175,0.005
-21.163,0.005
-21.154,0.005
-21.144,0.005
-21.134,0.005
-21.124,0.005
-21.113,0.005
-21.105,0.011
-21.095,0.011
-21.084,0.005
-21.074,0.005
-21.064,0.005
-21.053,0.005
-21.044,0.005
-21.034,0.005
-21.024,0.005
-21.015,0.005
-21.003,0.005
-20.995,0.005
-20.985,0.005
-20.974,0.005
-20.964,0.005
-20.954,0.005
-20.943,0.005
-20.934,0.005
-20.925,0.005
-20.914,0.005
-20.905,0.005
-20.894,0.005
-20.884,0.005
-20.874,0.005
-20.864,0.005
-20.855,0.005
-20.843,0.005
-20.835,0.005
-20.824,0.005
-20.814,0.005
-20.804,0.005
-20.794,0.005
-20.784,0.005
-20.773,0.005
-20.764,0.005
-20.755,0.005
-20.743,0.005
-20.735,0.005
-20.724,0.005
-20.714,0.005
-20.704,0.005
-20.693,0.005
-20.684,0.005
-20.674,0.005
-20.663,0.005
-20.655,0.005
-20.644,0.005
-20.634,0.005
-20.624,0.005
-20.614,0.005
-20.604,0.005
-20.593,0.011
-20.583,0.011
-20.575,0.005
-20.562,0.005
-20.555,0.005
-20.544,0.005
-20.534,0.005
-20.524,0.005
-20.514,0.005
-20.504,0.005
-20.493,0.005
-20.483,0.005
-20.473,0.005
-20.463,0.005
-20.454,-0.002
-20.444,0.005
-20.434,0.005
-20.424,0.005
-20.414,0.005
-20.405,0.005
-20.395,0.005
-20.383,0.005
-20.374,0.005
-20.364,0.005
-20.354,0.005
-20.343,0.005
-20.333,0.005
-20.325,0.005
-20.315,0.005
-20.305,0.005
-20.294,0.005
-20.284,0.005
-20.274,0.005
-20.263,0.005
-20.253,0.005
-20.245,0.005
-20.233,0.005
-20.225,0.005
-20.214,0.005
-20.204,0.005
-20.194,0.005
-20.184,0.005
-20.174,0.005
-20.163,0.005
-20.153,0.005
-20.143,0.005
-20.133,0.005
-20.125,0.005
-20.114,0.005
-20.102,0.005
-20.094,0.005
-20.083,0.005
-20.074,0.005
-20.063,0.005
-20.054,0.005
-20.043,0.005
-20.034,0.005
-20.024,0.005
-20.014,0.005
-20.004,0.005
-19.993,0.005
-19.985,0.011
-19.975,0.011
-19.963,0.005
-19.955,0.005
-19.944,0.005
-19.934,0.005
-19.924,0.011
-19.914,0.011
-19.904,0.005
-19.895,0.005
-19.885,0.005
-19.875,0.005
-19.862,0.005
-19.854,0.005
-19.844,0.005
-19.834,0.005
-19.824,0.005
-19.813,0.005
-19.805,0.005
-19.789,0.005
-19.777,0.005
-19.772,0.005
-19.764,0.005
-19.750,0.005
-19.740,0.005
-19.729,-0.002
-19.723,-0.002
-19.714,0.005
-19.704,0.005
-19.694,0.005
-19.684,0.005
-19.674,0.005
-19.663,0.005
-19.654,0.005
-19.644,0.005
-19.634,0.005
-19.623,0.005
-19.615,0.005
-19.604,0.005
-19.592,0.005
-19.584,0.005
-19.574,0.005
-19.564,0.005
-19.554,0.005
-19.544,0.005
-19.534,0.005
-19.525,0.005
-19.514,0.005
-19.504,0.005
-19.494,0.005
-19.485,0.005
-19.473,0.005
-19.463,0.011
-19.455,0.011
-19.444,0.005
-19.434,0.005
-19.424,0.011
-19.414,0.011
-19.404,0.005
-19.394,0.005
-19.385,0.005
-19.374,0.005
-19.362,0.005
-19.354,0.005
-19.344,0.005
-19.334,0.011
-19.324,0.005
-19.314,0.005
-19.304,0.005
-19.293,0.011
-19.285,0.011
-19.275,0.011
-19.263,0.005
-19.254,0.011
-19.244,0.005
-19.234,0.011
-19.224,0.011
-19.213,0.005
-19.204,0.011
-19.195,0.005
-19.183,0.005
-19.174,0.005
-19.162,0.005
-19.154,0.005
-19.144,0.005
-19.134,0.005
-19.124,0.005
-19.114,0.005
-19.105,0.011
-19.089,0.005
-19.079,0.005
-19.073,0.005
-19.064,0.005
-19.054,0.005
-19.044,0.005
-19.035,0.005
-19.025,0.005
-19.014,0.005
-19.005,0.005
-18.994,0.005
-18.984,0.011
-18.970,0.005
-18.956,0.005
-18.948,0.005
-18.943,0.011
-18.933,0.005
-18.922,0.011
-18.913,0.011
-18.904,0.005
-18.894,0.005
-18.884,0.005
-18.874,0.005
-18.864,0.011
-18.853,0.011
-18.840,0.011
-18.828,0.005
-18.823,0.005
-18.814,0.005
-18.804,0.011
-18.794,0.011
-18.784,0.011
-18.774,0.005
-18.764,0.005
-18.755,0.011
-18.743,0.005
-18.734,0.005
-18.724,0.005
-18.714,0.005
-18.704,0.011
-18.693,0.005
-18.685,0.005
-18.669,0.005
-18.658,0.005
-18.653,0.011
-18.644,0.011
-18.634,0.005
-18.624,0.005
-18.614,0.011
-18.604,0.011
-18.594,0.011
-18.583,0.011
-18.575,0.005
-18.564,0.005
-18.554,0.005
-18.544,0.005
-18.534,0.005
-18.524,0.005
-18.513,0.005
-18.505,0.005
-18.493,0.005
-18.484,0.011
-18.474,0.005
-18.464,0.005
-18.454,0.005
-18.444,0.011
-18.434,0.011
-18.424,0.011
-18.415,0.011
-18.405,0.011
-18.393,0.005
-18.384,0.005
-18.374,0.005
-18.363,0.005
-18.353,0.005
-18.344,0.005
-18.333,0.005
-18.321,0.005
-18.309,0.005
-18.304,0.011
-18.294,0.011
-18.284,0.011
-18.273,0.005
-18.263,0.005
-18.255,0.005
-18.245,0.011
-18.231,0.011
-18.218,0.005
-18.213,0.011
-18.204,0.005
-18.194,0.005
-18.183,0.011
-18.174,0.005
-18.163,0.005
-18.155,0.005
-18.145,0.005
-18.134,0.005
-18.124,0.005
-18.114,0.005
-18.104,0.005
-18.094,0.005
-18.083,0.005
-18.074,0.005
-18.062,0.011
-18.053,0.005
-18.044,0.005
-18.034,0.005
-18.024,0.005
-18.014,0.005
-18.003,0.011
-17.993,0.005
-17.985,0.005
-17.974,0.005
-17.962,0.005
-17.954,0.005
-17.943,0.005
-17.933,0.005
-17.924,0.005
-17.913,0.005
-17.904,0.011
-17.893,0.005
-17.883,0.005
-17.874,0.005
-17.863,0.005
-17.854,0.011
-17.844,0.011
-17.833,0.011
-17.824,0.011
-17.815,0.011
-17.805,0.011
-17.794,0.011
-17.784,0.011
-17.773,0.011
-17.764,0.011
-17.754,0.011
-17.743,0.005
-17.734,0.005
-17.724,0.011
-17.711,0.005
-17.698,0.011
-17.690,0.011
-17.684,0.011
-17.673,0.005
-17.663,0.005
-17.655,0.011
-17.645,0.005
-17.631,0.005
-17.618,0.005
-17.610,0.005
-17.602,0.005
-17.594,0.005
-17.584,0.005
-17.574,0.005
-17.563,0.011
-17.555,0.005
-17.543,0.005
-17.533,0.011
-17.524,0.005
-17.514,0.011
-17.503,0.005
-17.493,0.005
-17.484,0.005
-17.473,0.005
-17.463,0.005
-17.454,0.005
-17.444,0.005
-17.434,0.005
-17.424,0.005
-17.414,0.005
-17.404,0.005
-17.393,0.011
-17.383,0.005
-17.375,0.011
-17.363,0.011
-17.354,0.011
-17.344,0.011
-17.334,0.011
-17.324,0.005
-17.314,0.011
-17.303,0.011
-17.293,0.011
-17.283,0.011
-17.274,0.011
-17.263,0.011
-17.254,0.011
-17.244,0.005
-17.233,0.005
-17.223,0.005
-17.213,0.005
-17.204,0.005
-17.193,0.011
-17.184,0.011
-17.174,0.005
-17.163,0.011
-17.153,0.005
-17.144,0.005
-17.133,0.005
-17.125,0.011
-17.113,0.005
-17.104,0.005
-17.094,0.005
-17.084,0.005
-17.074,0.005
-17.063,0.005
-17.055,0.005
-17.045,0.005
-17.034,0.005
-17.024,0.005
-17.014,0.005
-17.004,0.005
-16.994,0.005
-16.984,0.005
-16.973,0.011
-16.964,0.005
-16.954,0.005
-16.945,0.005
-16.934,0.005
-16.924,0.005
-16.914,0.005
-16.903,0.005
-16.893,0.005
-16.885,0.011
-16.874,0.011
-16.864,0.011
-16.854,0.005
-16.844,0.005
-16.834,0.005
-16.824,0.011
-16.814,0.005
-16.804,0.011
-16.793,0.011
-16.783,0.011
-16.772,0.011
-16.763,0.011
-16.754,0.005
-16.744,0.005
-16.733,0.011
-16.724,0.005
-16.715,0.005
-16.705,0.005
-16.695,0.011
-16.683,0.005
-16.674,0.005
-16.664,0.005
-16.654,0.005
-16.644,0.005
-16.634,0.005
-16.623,0.005
-16.613,0.005
-16.605,0.005
-16.592,0.005
-16.584,0.005
-16.573,0.005
-16.564,0.005
-16.553,0.005
-16.543,0.005
-16.535,0.005
-16.523,0.005
-16.509,0.005
-16.498,0.005
-16.493,0.005
-16.484,0.005
-16.474,0.011
-16.464,0.005
-16.455,0.005
-16.445,0.011
-16.431,0.005
-16.418,0.005
-16.413,0.005
-16.404,0.011
-16.394,0.011
-16.384,0.005
-16.374,0.005
-16.363,0.005
-16.355,0.005
-16.345,0.005
-16.334,0.005
-16.324,0.005
-16.312,0.005
-16.300,0.005
-16.291,0.005
-16.284,0.005
-16.274,0.005
-16.264,0.005
-16.255,0.005
-16.244,0.005
-16.234,0.005
-16.224,-0.002
-16.214,0.005
-16.204,0.005
-16.194,0.005
-16.183,0.005
-16.173,0.005
-16.164,0.005
-16.154,0.005
-16.144,0.005
-16.134,0.005
-16.123,0.005
-16.114,0.005
-16.105,0.005
-16.094,0.005
-16.084,0.005
-16.074,0.005
-16.064,0.005
-16.054,0.005
-16.043,0.011
-16.034,0.011
-16.023,0.005
-16.015,0.011
-16.003,0.005
-15.994,0.005
-15.984,0.005
-15.974,0.005
-15.963,0.005
-15.954,0.005
-15.944,0.005
-15.933,0.005
-15.925,0.005
-15.914,0.005
-15.904,0.005
-15.894,0.005
-15.884,0.011
-15.873,0.005
-15.863,0.005
-15.853,0.005
-15.843,0.005
-15.835,0.005
-15.823,0.005
-15.814,0.005
-15.804,0.005
-15.794,0.011
-15.784,0.005
-15.773,0.005
-15.763,0.005
-15.755,0.005
-15.744,0.005
-15.734,0.011
-15.724,0.005
-15.713,0.005
-15.704,0.005
-15.693,0.005
-15.684,0.005
-15.675,0.005
-15.663,0.005
-15.655,0.005
-15.644,0.005
-15.634,0.005
-15.624,0.005
-15.614,0.005
-15.604,0.005
-15.594,0.005
-15.585,0.005
-15.573,0.005
-15.564,0.005
-15.554,0.005
-15.544,0.005
-15.534,0.005
-15.523,0.005
-15.514,0.005
-15.503,0.005
-15.495,0.005
-15.485,0.005
-15.474,0.005
-15.463,0.005
-15.454,0.005
-15.444,0.005
-15.434,0.005
-15.424,0.005
-15.413,0.005
-15.403,0.005
-15.395,0.005
-15.383,0.005
-15.374,0.005
-15.363,0.005
-15.354,0.005
-15.343,0.005
-15.333,0.011
-15.325,0.005
-15.315,0.005
-15.304,0.011
-15.294,0.011
-15.284,0.005
-15.274,0.011
-15.264,0.005
-15.254,0.005
-15.243,0.005
-15.235,0.005
-15.225,0.005
-15.214,0.005
-15.204,0.005
-15.194,0.005
-15.184,0.005
-15.174,0.005
-15.165,0.011
-15.154,0.005
-15.144,0.005
-15.134,0.005
-15.123,0.005
-15.114,0.011
-15.104,0.005
-15.094,0.005
-15.083,0.011
-15.075,0.005
-15.064,0.005
-15.054,0.005
-15.044,0.011
-15.034,0.005
-15.024,0.005
-15.013,0.005
-15.004,0.005
-14.993,0.005
-14.985,0.005
-14.975,0.005
-14.962,0.005
-14.954,0.005
-14.944,0.005
-14.934,0.005
-14.923,0.011
-14.914,0.005
-14.905,0.005
-14.893,0.011
-14.884,0.011
-14.874,0.011
-14.863,0.011
-14.854,0.011
-14.844,0.011
-14.834,0.005
-14.823,0.005
-14.815,0.005
-14.805,0.005
-14.793,0.005
-14.784,0.005
-14.774,0.011
-14.763,0.011
-14.753,0.011
-14.743,0.011
-14.733,0.011
-14.725,0.005
-14.715,0.011
-14.705,0.005
-14.694,0.011
-14.684,0.005
-14.674,0.005
-14.663,0.005
-14.653,0.005
-14.643,0.011
-14.635,0.005
-14.623,0.005
-14.613,0.011
-14.600,0.005
-14.588,0.005
-14.580,0.011
-14.574,0.011
-14.563,0.011
-14.553,0.005
-14.543,0.005
-14.533,0.005
-14.524,0.005
-14.514,0.005
-14.503,0.005
-14.494,0.005
-14.484,0.005
-14.474,0.005
-14.463,0.011
-14.454,0.011
-14.443,0.005
-14.434,0.005
-14.424,0.005
-14.411,0.005
-14.397,0.005
-14.389,0.005
-14.383,0.005
-14.373,0.005
-14.363,0.005
-14.354,0.005
-14.344,0.005
-14.329,0.011
-14.320,0.005
-14.310,0.005
-14.303,0.005
-14.295,0.011
-14.280,0.005
-14.273,0.011
-14.264,0.005
-14.254,0.011
-14.244,0.011
-14.234,0.005
-14.224,0.011
-14.214,0.005
-14.205,0.005
-14.193,0.005
-14.183,0.005
-14.174,0.005
-14.162,0.005
-14.154,0.011
-14.144,0.011
-14.134,0.005
-14.125,0.005
-14.115,0.005
-14.105,0.011
-14.094,0.011
-14.084,0.011
-14.074,0.005
-14.063,0.005
-14.054,0.005
-14.043,0.005
-14.033,0.005
-14.025,0.005
-14.009,0.011
-13.997,0.011
-13.993,0.011
-13.984,0.011
-13.972,0.005
-13.960,0.011
-13.954,0.011
-13.944,0.011
-13.934,0.011
-13.923,0.011
-13.914,0.011
-13.904,0.011
-13.894,0.011
-13.884,0.011
-13.873,0.011
-13.863,0.011
-13.854,0.005
-13.844,0.005
-13.830,0.011
-13.818,0.011
-13.810,0.011
-13.804,0.011
-13.794,0.011
-13.784,0.011
-13.773,0.011
-13.763,0.005
-13.754,0.011
-13.743,0.011
-13.734,0.011
-13.724,0.005
-13.714,0.005
-13.703,0.005
-13.694,0.011
-13.685,0.011
-13.674,0.005
-13.663,0.005
-13.654,0.011
-13.644,0.005
-13.634,0.011
-13.624,0.005
-13.613,0.005
-13.605,0.005
-13.593,0.011
-13.584,0.011
-13.574,0.005
-13.564,0.005
-13.553,0.011
-13.544,0.005
-13.534,0.005
-13.523,0.005
-13.511,0.011
-13.495,0.011
-13.488,0.005
-13.484,0.005
-13.474,0.011
-13.463,0.011
-13.454,0.011
-13.444,0.005
-13.435,0.011
-13.421,0.005
-13.412,0.011
-13.404,0.011
-13.394,0.011
-13.383,0.011
-13.374,0.011
-13.364,0.011
-13.354,0.011
-13.343,0.005
-13.335,0.011
-13.324,0.011
-13.314,0.005
-13.304,0.011
-13.294,0.005
-13.284,0.011
-13.274,0.005
-13.265,0.005
-13.255,0.005
-13.243,0.005
-13.234,0.005
-13.224,0.005
-13.214,0.005
-13.204,0.005
-13.193,0.011
-13.184,0.011
-13.174,0.011
-13.163,0.005
-13.154,0.011
-13.144,0.005
-13.134,0.011
-13.124,0.011
-13.114,0.005
-13.104,0.011
-13.095,0.011
-13.083,0.011
-13.074,0.011
-13.064,0.011
-13.054,0.011
-13.044,0.011
-13.034,0.011
-13.024,0.011
-13.014,0.011
-13.004,0.005
-12.994,0.011
-12.984,0.011
-12.974,0.005
-12.963,0.011
-12.954,0.005
-12.944,0.011
-12.933,0.005
-12.923,0.011
-12.914,0.005
-12.905,0.005
-12.893,0.011
-12.884,0.005
-12.874,0.011
-12.863,0.011
-12.854,0.005
-12.844,0.011
-12.834,0.011
-12.823,0.005
-12.815,0.011
-12.803,0.005
-12.794,0.005
-12.784,0.005
-12.774,0.005
-12.763,0.005
-12.753,0.005
-12.745,0.005
-12.735,0.011
-12.723,0.011
-12.714,0.005
-12.704,0.005
-12.694,0.005
-12.684,0.005
-12.674,0.011
-12.663,0.005
-12.654,0.011
-12.643,0.011
-12.633,0.005
-12.624,0.005
-12.614,0.005
-12.604,0.005
-12.593,0.011
-12.584,0.005
-12.575,0.005
-12.564,0.005
-12.554,0.011
-12.544,0.011
-12.533,0.011
-12.524,0.011
-12.514,0.011
-12.503,0.011
-12.494,0.011
-12.483,0.011
-12.474,0.011
-12.464,0.011
-12.454,0.005
-12.444,0.011
-12.434,0.005
-12.423,0.011
-12.414,0.011
-12.403,0.005
-12.395,0.011
-12.385,0.011
-12.373,0.011
-12.364,0.011
-12.354,0.011
-12.344,0.011
-12.334,0.005
-12.324,0.005
-12.313,0.005
-12.303,0.005
-12.294,0.005
-12.284,0.005
-12.274,0.011
-12.264,0.005
-12.254,0.011
-12.244,0.011
-12.233,0.011
-12.223,0.011
-12.215,0.011
-12.203,0.011
-12.193,0.011
-12.184,0.011
-12.174,0.005
-12.163,0.011
-12.154,0.011
-12.143,0.011
-12.135,0.011
-12.120,0.011
-12.107,0.011
-12.101,0.005
-12.094,0.011
-12.084,0.011
-12.074,0.005
-12.063,0.005
-12.055,0.005
-12.041,0.005
-12.029,0.011
-12.023,0.011
-12.014,0.005
-12.004,0.005
-11.993,0.005
-11.983,0.005
-11.974,0.005
-11.964,0.011
-11.955,0.005
-11.944,0.011
-11.934,0.011
-11.924,0.011
-11.913,0.011
-11.904,0.011
-11.893,0.011
-11.884,0.011
-11.873,0.011
-11.862,0.011
-11.854,0.011
-11.844,0.011
-11.834,0.011
-11.824,0.005
-11.814,0.011
-11.804,0.011
-11.793,0.005
-11.782,0.011
-11.772,0.005
-11.764,0.005
-11.754,0.011
-11.744,0.011
-11.734,0.005
-11.724,0.005
-11.714,0.005
-11.705,0.005
-11.695,0.005
-11.683,0.005
-11.674,0.005
-11.659,0.005
-11.648,0.011
-11.639,0.005
-11.634,0.005
-11.624,0.011
-11.615,0.005
-11.603,0.011
-11.594,0.005
-11.584,0.005
-11.574,0.011
-11.563,0.011
-11.554,0.005
-11.544,0.011
-11.533,0.011
-11.525,0.005
-11.513,0.005
-11.504,0.005
-11.494,0.005
-11.484,0.011
-11.474,0.005
-11.464,0.011
-11.453,0.005
-11.445,0.011
-11.433,0.005
-11.424,0.005
-11.414,0.011
-11.403,0.011
-11.394,0.011
-11.384,0.005
-11.374,0.005
-11.363,0.005
-11.355,0.011
-11.343,0.011
-11.334,0.011
-11.324,0.011
-11.314,0.005
-11.304,0.005
-11.293,0.005
-11.285,0.005
-11.275,0.005
-11.263,0.011
-11.254,0.011
-11.244,0.005
-11.234,0.011
-11.224,0.011
-11.214,0.011
-11.204,0.011
-11.193,0.011
-11.185,0.011
-11.174,0.011
-11.164,0.005
-11.154,0.005
-11.144,0.005
-11.134,0.011
-11.123,0.011
-11.113,0.011
-11.103,0.011
-11.095,0.005
-11.084,0.011
-11.074,0.005
-11.063,0.011
-11.054,0.011
-11.044,0.011
-11.033,0.005
-11.025,0.011
-11.015,0.005
-11.003,0.005
-10.994,0.011
-10.984,0.011
-10.974,0.011
-10.963,0.011
-10.954,0.011
-10.945,0.011
-10.934,0.011
-10.925,0.011
-10.914,0.011
-10.904,0.005
-10.894,0.011
-10.884,0.011
-10.873,0.011
-10.863,0.005
-10.855,0.005
-10.841,0.005
-10.830,0.005
-10.823,0.005
-10.813,0.005
-10.804,0.005
-10.794,0.005
-10.784,0.011
-10.773,0.005
-10.763,0.005
-10.755,0.011
-10.740,0.011
-10.729,0.005
-10.724,0.005
-10.713,0.005
-10.704,0.011
-10.694,0.011
-10.683,0.011
-10.675,0.011
-10.663,0.005
-10.654,0.005
-10.644,0.005
-10.634,0.011
-10.624,0.011
-10.614,0.011
-10.604,0.005
-10.593,0.005
-10.583,0.005
-10.575,0.005
-10.562,0.005
-10.553,0.011
-10.544,0.011
-10.534,0.011
-10.523,0.005
-10.514,0.005
-10.504,0.005
-10.493,0.011
-10.484,0.005
-10.472,0.005
-10.464,0.005
-10.454,0.005
-10.443,0.011
-10.434,0.005
-10.425,0.005
-10.415,0.005
-10.405,0.011
-10.393,0.005
-10.384,0.011
-10.374,0.005
-10.364,0.005
-10.353,0.011
-10.344,0.011
-10.333,0.005
-10.325,0.011
-10.313,0.011
-10.304,0.011
-10.293,0.011
-10.284,0.011
-10.274,0.011
-10.263,0.005
-10.254,0.005
-10.245,0.011
-10.235,0.005
-10.223,0.011
-10.214,0.011
-10.204,0.005
-10.194,0.005
-10.184,0.005
-10.173,0.011
-10.163,0.011
-10.155,0.005
-10.144,0.011
-10.134,0.011
-10.124,0.011
-10.114,0.011
-10.104,0.011
-10.093,0.011
-10.084,0.005
-10.075,0.011
-10.063,0.005
-10.054,0.005
-10.044,0.011
-10.034,0.011
-10.024,0.005
-10.014,0.011
-10.003,0.011
-9.994,0.011
-9.984,0.011
-9.974,0.011
-9.963,0.011
-9.954,0.011
-9.944,0.011
-9.934,0.011
-9.924,0.005
-9.913,0.011
-9.904,0.011
-9.893,0.005
-9.884,0.005
-9.874,0.005
-9.863,0.005
-9.854,0.005
-9.843,0.011
-9.834,0.011
-9.825,0.005
-9.814,0.005
-9.805,0.011
-9.794,0.011
-9.784,0.011
-9.774,0.011
-9.763,0.011
-9.754,0.011
-9.743,0.005
-9.735,0.005
-9.725,0.011
-9.714,0.005
-9.703,0.011
-9.694,0.011
-9.684,0.011
-9.673,0.005
-9.663,0.011
-9.654,0.011
-9.645,0.011
-9.635,0.005
-9.624,0.005
-9.614,0.005
-9.604,0.005
-9.594,0.005
-9.584,0.005
-9.574,0.005
-9.563,0.005
-9.554,0.005
-9.543,0.005
-9.534,0.011
-9.524,0.005
-9.514,0.005
-9.504,0.005
-9.494,0.005
-9.483,0.005
-9.473,0.011
-9.464,0.011
-9.454,0.005
-9.444,0.005
-9.434,0.005
-9.424,0.011
-9.414,0.011
-9.404,0.005
-9.394,0.005
-9.385,0.005
-9.375,0.005
-9.364,0.005
-9.354,0.011
-9.344,0.005
-9.331,0.011
-9.318,0.005
-9.309,0.005
-9.303,0.005
-9.294,0.011
-9.285,0.005
-9.274,0.011
-9.264,0.005
-9.254,0.005
-9.244,0.011
-9.233,0.011
-9.224,0.005
-9.215,0.011
-9.203,0.005
-9.194,0.005
-9.184,0.011
-9.174,0.011
-9.164,0.011
-9.154,0.011
-9.144,0.011
-9.133,0.011
-9.119,0.011
-9.109,0.011
-9.103,0.011
-9.093,0.011
-9.084,0.011
-9.073,0.011
-9.058,0.011
-9.050,0.005
-9.044,0.011
-9.034,0.005
-9.024,0.011
-9.014,0.011
-9.004,0.011
-8.994,0.011
-8.983,0.005
-8.974,0.011
-8.964,0.011
-8.955,0.011
-8.945,0.011
-8.934,0.005
-8.924,0.011
-8.914,0.011
-8.902,0.011
-8.888,0.005
-8.881,0.005
-8.873,0.011
-8.863,0.011
-8.853,0.005
-8.843,0.011
-8.833,0.005
-8.820,0.011
-8.811,0.011
-8.804,0.011
-8.794,0.011
-8.783,0.011
-8.775,0.011
-8.763,0.011
-8.754,0.005
-8.744,0.011
-8.731,0.011
-8.720,0.011
-8.712,0.005
-8.704,0.011
-8.695,0.011
-8.683,0.011
-8.673,0.011
-8.663,0.011
-8.654,0.011
-8.644,0.005
-8.634,0.011
-8.624,0.011
-8.614,0.005
-8.603,0.011
-8.594,0.011
-8.584,0.011
-8.574,0.011
-8.563,0.011
-8.554,0.011
-8.543,0.011
-8.534,0.011
-8.523,0.011
-8.515,0.011
-8.504,0.011
-8.494,0.011
-8.484,0.011
-8.473,0.011
-8.464,0.005
-8.454,0.005
-8.445,0.011
-8.435,0.011
-8.425,0.005
-8.414,0.005
-8.404,0.005
-8.394,0.005
-8.384,0.005
-8.374,0.005
-8.363,0.005
-8.354,0.005
-8.344,0.005
-8.334,0.005
-8.324,0.011
-8.314,0.005
-8.304,0.011
-8.294,0.005
-8.284,0.011
-8.274,0.005
-8.264,0.005
-8.255,0.011
-8.243,0.005
-8.234,0.011
-8.224,0.005
-8.214,0.005
-8.204,0.011
-8.194,0.005
-8.185,0.011
-8.175,0.011
-8.164,0.005
-8.154,0.005
-8.144,0.011
-8.134,0.005
-8.124,0.011
-8.114,0.005
-8.103,0.005
-8.095,0.005
-8.085,0.011
-8.073,0.011
-8.064,0.011
-8.054,0.011
-8.044,0.011
-8.033,0.011
-8.024,0.005
-8.013,0.011
-8.005,0.011
-7.993,0.011
-7.984,0.011
-7.974,0.011
-7.962,0.011
-7.954,0.011
-7.944,0.011
-7.934,0.011
-7.925,0.011
-7.915,0.011
-7.904,0.011
-7.894,0.011
-7.884,0.011
-7.874,0.011
-7.864,0.011
-7.854,0.011
-7.844,0.011
-7.834,0.005
-7.825,0.011
-7.814,0.011
-7.804,0.011
-7.794,0.011
-7.784,0.011
-7.773,0.011
-7.763,0.011
-7.754,0.011
-7.745,0.011
-7.734,0.011
-7.723,0.011
-7.714,0.005
-7.704,0.005
-7.693,0.011
-7.684,0.011
-7.674,0.011
-7.663,0.011
-7.654,0.011
-7.644,0.011
-7.634,0.005
-7.624,0.011
-7.614,0.011
-7.604,0.011
-7.592,0.011
-7.585,0.005
-7.574,0.005
-7.564,0.011
-7.554,0.011
-7.544,0.011
-7.534,0.005
-7.524,0.005
-7.513,0.011
-7.504,0.005
-7.493,0.011
-7.484,0.011
-7.474,0.005
-7.463,0.011
-7.454,0.011
-7.444,0.011
-7.433,0.011
-7.423,0.011
-7.414,0.011
-7.405,0.011
-7.395,0.011
-7.383,0.005
-7.374,0.011
-7.362,0.011
-7.354,0.005
-7.343,0.011
-7.334,0.005
-7.323,0.011
-7.315,0.011
-7.304,0.011
-7.294,0.005
-7.284,0.011
-7.274,0.011
-7.263,0.011
-7.253,0.011
-7.243,0.011
-7.234,0.011
-7.225,0.005
-7.214,0.011
-7.204,0.005
-7.194,0.011
-7.184,0.011
-7.174,0.005
-7.163,0.005
-7.153,0.011
-7.145,0.011
-7.133,0.011
-7.124,0.005
-7.114,0.005
-7.104,0.005
-7.094,0.011
-7.084,0.005
-7.074,0.005
-7.063,0.005
-7.055,0.005
