# T[s],q1
-35.626,0.00036987
-35.615,0.00036708
-35.605,0.00035936
-35.595,0.00036243
-35.586,0.00035619
-35.576,0.00035906
-35.565,0.00035955
-35.556,0.00035417
-35.545,0.00036263
-35.536,0.00036714
-35.526,0.00036479
-35.515,0.00035697
-35.506,0.00035152
-35.494,0.00034368
-35.486,0.00033458
-35.476,0.00033522
-35.466,0.00033843
-35.456,0.00034008
-35.446,0.00033717
-35.437,0.00034142
-35.424,0.00033603
-35.412,0.00033877
-35.400,0.00034086
-35.394,0.00033540
-35.386,0.00033321
-35.376,0.00033509
-35.365,0.00034049
-35.356,0.00034591
-35.347,0.00035342
-35.335,0.00035346
-35.324,0.00035202
-35.315,0.00035571
-35.306,0.00036042
-35.295,0.00036290
-35.285,0.00035770
-35.275,0.00035784
-35.265,0.00036482
-35.255,0.00036183
-35.246,0.00036575
-35.236,0.00036887
-35.226,0.00036837
-35.215,0.00037355
-35.206,0.00037338
-35.195,0.00037434
-35.186,0.00037850
-35.175,0.00037864
-35.165,0.00038272
-35.156,0.00038230
-35.146,0.00038071
-35.136,0.00038117
-35.126,0.00037760
-35.116,0.00037616
-35.105,0.00037663
-35.097,0.00037721
-35.086,0.00037963
-35.076,0.00038102
-35.066,0.00038506
-35.055,0.00038770
-35.046,0.00039134
-35.035,0.00039776
-35.025,0.00040471
-35.017,0.00040869
-35.005,0.00040550
-34.996,0.00040374
-34.986,0.00040645
-34.975,0.00040853
-34.966,0.00041474
-34.956,0.00041815
-34.946,0.00042152
-34.935,0.00041725
-34.925,0.00041506
-34.917,0.00041537
-34.906,0.00041394
-34.896,0.00040790
-34.885,0.00040607
-34.876,0.00040247
-34.866,0.00040159
-34.855,0.00039524
-34.846,0.00039441
-34.837,0.00039564
-34.825,0.00040235
-34.811,0.00040125
-34.800,0.00040003
-34.790,0.00039379
-34.786,0.00039364
-34.776,0.00039418
-34.766,0.00039493
-34.755,0.00039364
-34.745,0.00040109
-34.736,0.00040670
-34.726,0.00040630
-34.716,0.00040757
-34.706,0.00040770
-34.696,0.00040856
-34.686,0.00041154
-34.675,0.00040971
-34.667,0.00041705
-34.657,0.00042329
-34.645,0.00042381
-34.635,0.00042252
-34.626,0.00042042
-34.616,0.00041687
-34.606,0.00041420
-34.595,0.00040995
-34.586,0.00040738
-34.577,0.00040987
-34.565,0.00040728
-34.555,0.00040777
-34.546,0.00040001
-34.536,0.00039783
-34.526,0.00039537
-34.516,0.00039533
-34.503,0.00039175
-34.489,0.00039261
-34.484,0.00038812
-34.475,0.00038657
-34.465,0.00038621
-34.454,0.00038337
-34.446,0.00038298
-34.435,0.00038116
-34.425,0.00037727
-34.415,0.00037678
-34.406,0.00037024
-34.396,0.00036565
-34.386,0.00036822
-34.374,0.00037118
-34.366,0.00036924
-34.356,0.00036810
-34.346,0.00036536
-34.335,0.00036306
-34.325,0.00036372
-34.315,0.00036513
-34.306,0.00037357
-34.296,0.00036549
-34.286,0.00036580
-34.275,0.00036695
-34.266,0.00036587
-34.256,0.00036016
-34.246,0.00036281
-34.237,0.00036142
-34.226,0.00036713
-34.216,0.00036017
-34.204,0.00036399
-34.196,0.00036867
-34.186,0.00037500
-34.176,0.00037689
-34.166,0.00037660
-34.156,0.00037351
-34.146,0.00037223
-34.135,0.00037473
-34.123,0.00037240
-34.112,0.00037476
-34.102,0.00037269
-34.095,0.00038224
-34.086,0.00038161
-34.076,0.00038795
-34.065,0.00039009
-34.055,0.00038955
-34.046,0.00038417
-34.035,0.00038563
-34.026,0.00038528
-34.015,0.00038719
-34.005,0.00039438
-33.995,0.00039814
-33.985,0.00040296
-33.977,0.00040942
-33.965,0.00040725
-33.955,0.00040656
-33.946,0.00041202
-33.936,0.00041109
-33.926,0.00040974
-33.914,0.00040804
-33.903,0.00041254
-33.889,0.00041050
-33.884,0.00041674
-33.874,0.00041905
-33.866,0.00041882
-33.854,0.00042400
-33.846,0.00042245
-33.836,0.00042356
-33.826,0.00043002
-33.815,0.00043090
-33.806,0.00043276
-33.795,0.00042875
-33.785,0.00042878
-33.774,0.00042830
-33.762,0.00042022
-33.756,0.00042100
-33.746,0.00041370
-33.736,0.00041517
-33.725,0.00041212
-33.717,0.00041484
-33.705,0.00041761
-33.696,0.00042470
-33.685,0.00042197
-33.676,0.00042321
-33.666,0.00042114
-33.655,0.00041890
-33.641,0.00041746
-33.631,0.00041659
-33.625,0.00041464
-33.615,0.00041437
-33.606,0.00042012
-33.596,0.00041752
-33.586,0.00041659
-33.576,0.00041982
-33.566,0.00042145
-33.555,0.00041671
-33.545,0.00041226
-33.535,0.00041872
-33.526,0.00041332
-33.516,0.00041461
-33.506,0.00041264
-33.496,0.00040743
-33.486,0.00040296
-33.476,0.00039706
-33.466,0.00039497
-33.455,0.00039220
-33.446,0.00038731
-33.436,0.00037907
-33.424,0.00037759
-33.416,0.00037312
-33.406,0.00037295
-33.396,0.00037263
-33.385,0.00037412
-33.375,0.00037002
-33.366,0.00036789
-33.356,0.00035950
-33.346,0.00035484
-33.336,0.00034711
-33.326,0.00034393
-33.315,0.00033596
-33.306,0.00033582
-33.295,0.00033900
-33.286,0.00033631
-33.276,0.00033492
-33.266,0.00033263
-33.256,0.00033278
-33.246,0.00032962
-33.235,0.00032732
-33.226,0.00032410
-33.215,0.00032839
-33.206,0.00032470
-33.195,0.00033147
-33.186,0.00032781
-33.176,0.00032637
-33.165,0.00032568
-33.156,0.00032772
-33.146,0.00033080
-33.136,0.00032847
-33.126,0.00033782
-33.115,0.00033471
-33.105,0.00033654
-33.094,0.00034031
-33.086,0.00034507
-33.076,0.00034379
-33.066,0.00034784
-33.055,0.00034785
-33.046,0.00035180
-33.036,0.00035351
-33.027,0.00035409
-33.014,0.00035846
-33.006,0.00036181
-32.996,0.00036000
-32.986,0.00035886
-32.976,0.00036045
-32.965,0.00036262
-32.955,0.00035814
-32.946,0.00035626
-32.935,0.00035464
-32.926,0.00035562
-32.916,0.00036063
-32.906,0.00035723
-32.896,0.00036040
-32.885,0.00036215
-32.876,0.00036612
-32.866,0.00037550
-32.857,0.00037885
-32.845,0.00038738
-32.834,0.00038705
-32.826,0.00038957
-32.816,0.00039443
-32.806,0.00039416
-32.796,0.00039316
-32.785,0.00039490
-32.775,0.00039424
-32.765,0.00039851
-32.756,0.00039799
-32.746,0.00039885
-32.736,0.00039743
-32.726,0.00040207
-32.716,0.00040533
-32.706,0.00040852
-32.695,0.00040487
-32.687,0.00040850
-32.675,0.00040867
-32.664,0.00041214
-32.655,0.00041609
-32.644,0.00042106
-32.636,0.00042398
-32.625,0.00042582
-32.616,0.00041919
-32.606,0.00041625
-32.595,0.00041283
-32.585,0.00040553
-32.575,0.00040289
-32.565,0.00040098
-32.555,0.00040147
-32.546,0.00040429
-32.536,0.00040068
-32.526,0.00039978
-32.516,0.00040141
-32.506,0.00039361
-32.495,0.00039530
-32.486,0.00039786
-32.475,0.00040041
-32.465,0.00040042
-32.455,0.00039345
-32.446,0.00039070
-32.436,0.00038573
-32.426,0.00038842
-32.416,0.00038330
-32.406,0.00038305
-32.395,0.00038580
-32.384,0.00038428
-32.376,0.00037621
-32.366,0.00037409
-32.356,0.00037487
-32.346,0.00037108
-32.335,0.00036347
-32.325,0.00036201
-32.315,0.00036267
-32.306,0.00036233
-32.295,0.00035748
-32.286,0.00035258
-32.276,0.00034702
-32.265,0.00034770
-32.255,0.00034302
-32.247,0.00033807
-32.236,0.00033322
-32.226,0.00032301
-32.216,0.00031564
-32.206,0.00031247
-32.196,0.00031003
-32.185,0.00030594
-32.176,0.00030754
-32.167,0.00030949
-32.155,0.00031018
-32.146,0.00030164
-32.134,0.00029573
-32.126,0.00030504
-32.115,0.00030454
-32.106,0.00029808
-32.096,0.00029734
-32.086,0.00029924
-32.077,0.00029723
-32.066,0.00030291
-32.056,0.00029933
-32.046,0.00030429
-32.035,0.00030305
-32.025,0.00030905
-32.016,0.00031349
-32.005,0.00031098
-31.995,0.00030658
-31.985,0.00030637
-31.976,0.00030462
-31.964,0.00030925
-31.956,0.00031175
-31.945,0.00030907
-31.935,0.00031341
-31.925,0.00031636
-31.916,0.00031567
-31.905,0.00031996
-31.895,0.00032001
-31.886,0.00032187
-31.876,0.00032577
-31.866,0.00032643
-31.855,0.00032681
-31.846,0.00033004
-31.836,0.00032901
-31.825,0.00032807
-31.815,0.00032790
-31.804,0.00033346
-31.796,0.00033820
-31.786,0.00033920
-31.776,0.00033839
-31.765,0.00034276
-31.756,0.00034394
-31.746,0.00034399
-31.737,0.00035384
-31.725,0.00035854
-31.715,0.00035858
-31.706,0.00035544
-31.695,0.00035565
-31.686,0.00036044
-31.676,0.00036590
-31.666,0.00037017
-31.655,0.00037469
-31.647,0.00037254
-31.635,0.00037384
-31.626,0.00037807
-31.614,0.00038175
-31.605,0.00038255
-31.596,0.00038269
-31.586,0.00037812
-31.575,0.00038240
-31.566,0.00038180
-31.555,0.00038629
-31.546,0.00039303
-31.534,0.00039167
-31.522,0.00039013
-31.512,0.00038980
-31.506,0.00038630
-31.496,0.00038625
-31.485,0.00038516
-31.475,0.00037593
-31.464,0.00037106
-31.456,0.00037063
-31.446,0.00037173
-31.436,0.00037072
-31.426,0.00037150
-31.416,0.00036535
-31.406,0.00036646
-31.395,0.00035676
-31.386,0.00035633
-31.375,0.00035836
-31.364,0.00035046
-31.356,0.00034514
-31.346,0.00035149
-31.336,0.00035268
-31.326,0.00035605
-31.316,0.00035443
-31.306,0.00035205
-31.295,0.00035377
-31.286,0.00036041
-31.276,0.00035787
-31.266,0.00035477
-31.255,0.00035436
-31.245,0.00035468
-31.236,0.00035583
-31.225,0.00035314
-31.217,0.00035702
-31.206,0.00035665
-31.196,0.00036078
-31.184,0.00035845
-31.176,0.00035619
-31.165,0.00035110
-31.155,0.00035099
-31.146,0.00035130
-31.137,0.00034727
-31.126,0.00034651
-31.116,0.00034348
-31.106,0.00034642
-31.095,0.00034602
-31.086,0.00034960
-31.076,0.00034814
-31.065,0.00034385
-31.056,0.00034762
-31.046,0.00034644
-31.034,0.00034889
-31.026,0.00034460
-31.016,0.00034888
-31.006,0.00035763
-30.996,0.00036026
-30.986,0.00036394
-30.975,0.00036688
-30.966,0.00036883
-30.957,0.00037604
-30.945,0.00037759
-30.935,0.00037805
-30.926,0.00037969
-30.916,0.00037969
-30.906,0.00038640
-30.895,0.00039013
-30.886,0.00039295
-30.875,0.00038844
-30.865,0.00039102
-30.855,0.00039472
-30.846,0.00039183
-30.836,0.00039415
-30.826,0.00040142
-30.815,0.00040693
-30.805,0.00040829
-30.795,0.00041042
-30.786,0.00041111
-30.775,0.00041015
-30.766,0.00041413
-30.755,0.00041403
-30.746,0.00041684
-30.736,0.00042104
-30.725,0.00042586
-30.715,0.00042947
-30.705,0.00042625
-30.696,0.00043067
-30.686,0.00043787
-30.676,0.00044427
-30.666,0.00044467
-30.656,0.00045251
-30.645,0.00045955
-30.636,0.00045867
-30.626,0.00045413
-30.615,0.00046914
-30.606,0.00047252
-30.594,0.00046942
-30.585,0.00046434
-30.576,0.00046452
-30.566,0.00046546
-30.556,0.00047020
-30.546,0.00047160
-30.531,0.00047287
-30.520,0.00047198
-30.511,0.00046924
-30.505,0.00047028
-30.495,0.00047201
-30.486,0.00046996
-30.476,0.00046786
-30.465,0.00046550
-30.456,0.00046024
-30.446,0.00045762
-30.435,0.00045084
-30.426,0.00045137
-30.414,0.00045326
-30.406,0.00045375
-30.396,0.00045982
-30.386,0.00045640
-30.375,0.00046152
-30.365,0.00045577
-30.355,0.00045305
-30.346,0.00045308
-30.336,0.00044728
-30.326,0.00045043
-30.316,0.00045183
-30.306,0.00045115
-30.296,0.00044589
-30.285,0.00044268
-30.275,0.00043919
-30.265,0.00044176
-30.256,0.00044214
-30.244,0.00043436
-30.236,0.00042582
-30.226,0.00042238
-30.216,0.00041772
-30.206,0.00041435
-30.196,0.00041210
-30.185,0.00040730
-30.175,0.00040218
-30.165,0.00039883
-30.156,0.00039503
-30.146,0.00039389
-30.136,0.00039017
-30.125,0.00039102
-30.116,0.00038770
-30.107,0.00038562
-30.095,0.00038163
-30.086,0.00037556
-30.075,0.00037858
-30.066,0.00037665
-30.056,0.00036517
-30.045,0.00036586
-30.035,0.00036588
-30.026,0.00036353
-30.015,0.00036199
-30.006,0.00036352
-29.996,0.00035918
-29.986,0.00035594
-29.976,0.00035290
-29.966,0.00035455
-29.955,0.00035356
-29.945,0.00035836
-29.937,0.00035799
-29.925,0.00035806
-29.916,0.00036331
-29.903,0.00036856
-29.891,0.00036978
-29.881,0.00037015
-29.876,0.00037385
-29.865,0.00036450
-29.856,0.00036924
-29.846,0.00037040
-29.835,0.00036910
-29.824,0.00036941
-29.815,0.00037976
-29.806,0.00038453
-29.796,0.00038513
-29.786,0.00038797
-29.774,0.00039148
-29.765,0.00039119
-29.757,0.00039268
-29.745,0.00039263
-29.734,0.00039027
-29.722,0.00039602
-29.712,0.00040565
-29.706,0.00041056
-29.696,0.00041002
-29.685,0.00041206
-29.676,0.00040825
-29.665,0.00041150
-29.656,0.00040796
-29.646,0.00041038
-29.636,0.00040885
-29.625,0.00040962
-29.616,0.00041019
-29.606,0.00041064
-29.595,0.00041505
-29.586,0.00041178
-29.577,0.00041394
-29.565,0.00041011
-29.556,0.00040509
-29.546,0.00040636
-29.535,0.00040883
-29.523,0.00040486
-29.510,0.00040702
-29.502,0.00041065
-29.494,0.00040206
-29.485,0.00040428
-29.475,0.00040682
-29.466,0.00041045
-29.456,0.00041104
-29.446,0.00040941
-29.436,0.00040753
-29.425,0.00040906
-29.416,0.00040999
-29.405,0.00040850
-29.395,0.00040044
-29.386,0.00039466
-29.376,0.00039672
-29.366,0.00039453
-29.355,0.00039554
-29.346,0.00039347
-29.336,0.00039173
-29.325,0.00038719
-29.315,0.00038661
-29.306,0.00038578
-29.296,0.00038229
-29.286,0.00037859
-29.276,0.00037361
-29.265,0.00037049
-29.255,0.00036691
-29.247,0.00035938
-29.235,0.00035248
-29.226,0.00034392
-29.215,0.00033929
-29.204,0.00032975
-29.196,0.00032491
-29.186,0.00032233
-29.175,0.00031997
-29.166,0.00031508
-29.157,0.00031532
-29.147,0.00031305
-29.135,0.00030880
-29.125,0.00029928
-29.116,0.00029588
-29.106,0.00028777
-29.096,0.00028346
-29.086,0.00028185
-29.075,0.00027907
-29.066,0.00027894
-29.055,0.00027603
-29.046,0.00027430
-29.036,0.00027129
-29.026,0.00027497
-29.016,0.00027422
-29.005,0.00027165
-28.995,0.00027201
-28.986,0.00027092
-28.977,0.00026635
-28.966,0.00026104
-28.956,0.00025668
-28.946,0.00025961
-28.936,0.00026788
-28.926,0.00027223
-28.916,0.00027093
-28.906,0.00027547
-28.897,0.00028040
-28.885,0.00028625
-28.874,0.00028535
-28.866,0.00029014
-28.856,0.00029515
-28.845,0.00029522
-28.836,0.00029275
-28.826,0.00029118
-28.815,0.00029155
-28.807,0.00029408
-28.794,0.00029765
-28.778,0.00030257
-28.773,0.00029771
-28.764,0.00030425
-28.756,0.00030744
-28.745,0.00030686
-28.735,0.00030844
-28.725,0.00031150
-28.715,0.00031473
-28.706,0.00032236
-28.695,0.00032852
-28.686,0.00032921
-28.675,0.00033780
-28.665,0.00033499
-28.656,0.00033892
-28.646,0.00034036
-28.635,0.00033886
-28.625,0.00034302
-28.615,0.00035024
-28.606,0.00035910
-28.596,0.00035609
-28.586,0.00036149
-28.575,0.00036095
-28.565,0.00036239
-28.555,0.00036730
-28.545,0.00036761
-28.535,0.00036805
-28.526,0.00037150
-28.515,0.00037250
-28.506,0.00037638
-28.491,0.00038020
-28.482,0.00038744
-28.475,0.00038710
-28.466,0.00039082
-28.455,0.00038768
-28.445,0.00038755
-28.432,0.00038908
-28.422,0.00038701
-28.414,0.00038340
-28.406,0.00038399
-28.396,0.00038272
-28.385,0.00038474
-28.377,0.00038766
-28.366,0.00038101
-28.356,0.00037789
-28.346,0.00036559
-28.336,0.00036288
-28.326,0.00036502
-28.316,0.00036604
-28.306,0.00036953
-28.297,0.00037384
-28.285,0.00036922
-28.276,0.00036638
-28.266,0.00036512
-28.256,0.00035891
-28.246,0.00035122
-28.235,0.00034453
-28.225,0.00033842
-28.215,0.00033658
-28.205,0.00033407
-28.196,0.00033472
-28.186,0.00032825
-28.175,0.00033031
-28.166,0.00032955
-28.156,0.00032957
-28.146,0.00032675
-28.136,0.00032246
-28.126,0.00031582
-28.115,0.00031354
-28.104,0.00030741
-28.096,0.00030287
-28.086,0.00029658
-28.076,0.00028904
-28.066,0.00028030
-28.054,0.00028109
-28.046,0.00028404
-28.037,0.00027686
-28.026,0.00027261
-28.016,0.00026445
-28.006,0.00025975
-27.996,0.00026130
-27.986,0.00025852
-27.976,0.00025538
-27.965,0.00025374
-27.956,0.00025439
-27.945,0.00025904
-27.935,0.00025476
-27.925,0.00025385
-27.915,0.00025278
-27.906,0.00025340
-27.895,0.00025473
-27.886,0.00025048
-27.876,0.00025337
-27.866,0.00026048
-27.857,0.00025614
-27.844,0.00025889
-27.827,0.00026382
-27.817,0.00026466
-27.811,0.00026400
-27.806,0.00026570
-27.795,0.00026747
-27.785,0.00027908
-27.777,0.00028750
-27.765,0.00029285
-27.755,0.00029167
-27.745,0.00029687
-27.736,0.00029900
-27.726,0.00030226
-27.716,0.00030909
-27.706,0.00031723
-27.695,0.00032149
-27.685,0.00032645
-27.676,0.00033490
-27.664,0.00033645
-27.655,0.00033821
-27.645,0.00034173
-27.636,0.00035188
-27.625,0.00035481
-27.615,0.00036083
-27.606,0.00036179
-27.595,0.00036450
-27.583,0.00037164
-27.571,0.00037650
-27.562,0.00038104
-27.555,0.00038692
-27.546,0.00038752
-27.535,0.00038616
-27.526,0.00039161
-27.517,0.00039269
-27.506,0.00038972
-27.496,0.00039391
-27.485,0.00039562
-27.476,0.00039886
-27.465,0.00040178
-27.451,0.00039918
-27.441,0.00040059
-27.432,0.00040397
-27.426,0.00040453
-27.415,0.00040288
-27.406,0.00040101
-27.396,0.00040820
-27.386,0.00041222
-27.376,0.00041071
-27.366,0.00040602
-27.356,0.00041198
-27.345,0.00041338
-27.335,0.00041704
-27.326,0.00041443
-27.316,0.00041211
-27.306,0.00040853
-27.296,0.00040843
-27.286,0.00040472
-27.276,0.00040153
-27.265,0.00039097
-27.257,0.00038876
-27.244,0.00038684
-27.235,0.00039082
-27.225,0.00038962
-27.216,0.00038604
-27.206,0.00039139
-27.195,0.00038726
-27.186,0.00037941
-27.177,0.00038192
-27.165,0.00037662
-27.156,0.00037803
-27.144,0.00037169
-27.136,0.00036519
-27.126,0.00036754
-27.116,0.00036744
-27.105,0.00036838
-27.097,0.00036009
-27.087,0.00035539
-27.076,0.00034867
-27.066,0.00034990
-27.056,0.00035087
-27.045,0.00035358
-27.036,0.00035146
-27.025,0.00035318
-27.015,0.00034813
-27.005,0.00034475
-26.997,0.00034638
-26.986,0.00034066
-26.974,0.00034150
-26.966,0.00034000
-26.956,0.00033641
-26.946,0.00033550
-26.936,0.00033492
-26.926,0.00032689
-26.915,0.00032938
-26.905,0.00032387
-26.896,0.00031947
-26.886,0.00032221
-26.876,0.00032050
-26.866,0.00032432
-26.856,0.00032362
-26.846,0.00032518
-26.835,0.00032601
-26.827,0.00033033
-26.816,0.00033076
-26.805,0.00033210
-26.796,0.00032908
-26.786,0.00032550
-26.775,0.00032885
-26.763,0.00033562
-26.749,0.00033740
-26.745,0.00033947
-26.735,0.00034065
-26.726,0.00034849
-26.716,0.00035371
-26.704,0.00036096
-26.696,0.00036538
-26.686,0.00036669
-26.676,0.00036531
-26.661,0.00036939
-26.650,0.00036635
-26.644,0.00037667
-26.636,0.00038467
-26.626,0.00038738
-26.615,0.00039059
-26.606,0.00039666
-26.596,0.00040067
-26.586,0.00040657
-26.575,0.00040915
-26.567,0.00041394
-26.555,0.00041810
-26.546,0.00041797
-26.536,0.00042360
-26.526,0.00042673
-26.515,0.00042546
-26.506,0.00042458
-26.497,0.00043389
-26.486,0.00043935
-26.475,0.00044159
-26.466,0.00044378
-26.455,0.00044958
-26.446,0.00045503
-26.436,0.00045996
-26.425,0.00046548
-26.415,0.00046794
-26.406,0.00047523
-26.397,0.00047753
-26.386,0.00047976
-26.376,0.00048246
-26.366,0.00048389
-26.356,0.00048556
-26.346,0.00048596
-26.336,0.00049172
-26.325,0.00049084
-26.315,0.00048555
-26.306,0.00048680
-26.296,0.00048291
-26.286,0.00048539
-26.276,0.00048127
-26.266,0.00048267
-26.256,0.00047904
-26.245,0.00047983
-26.236,0.00047832
-26.225,0.00047336
-26.215,0.00047374
-26.204,0.00046905
-26.194,0.00047127
-26.186,0.00047110
-26.175,0.00047188
-26.166,0.00046658
-26.155,0.00045980
-26.145,0.00046553
-26.137,0.00045873
-26.124,0.00045519
-26.115,0.00045228
-26.106,0.00045089
-26.095,0.00044725
-26.086,0.00044306
-26.075,0.00044114
-26.065,0.00044085
-26.057,0.00043850
-26.045,0.00043681
-26.031,0.00044160
-26.018,0.00043622
-26.010,0.00042886
-26.006,0.00042977
-25.996,0.00042819
-25.986,0.00043421
-25.977,0.00042908
-25.966,0.00042661
-25.955,0.00042560
-25.946,0.00042472
-25.935,0.00041596
-25.926,0.00041828
-25.916,0.00041869
-25.906,0.00041562
-25.895,0.00041572
-25.885,0.00041893
-25.875,0.00042138
-25.859,0.00042246
-25.851,0.00041731
-25.845,0.00042052
-25.836,0.00042675
-25.826,0.00042258
-25.815,0.00041828
-25.806,0.00041374
-25.795,0.00041394
-25.785,0.00040990
-25.774,0.00041713
-25.766,0.00041929
-25.756,0.00041985
-25.746,0.00041828
-25.736,0.00042380
-25.725,0.00042608
-25.716,0.00043148
-25.705,0.00043293
-25.696,0.00043779
-25.686,0.00044355
-25.676,0.00044585
-25.666,0.00044942
-25.656,0.00045202
-25.646,0.00045238
-25.635,0.00045440
-25.626,0.00046152
-25.617,0.00046359
-25.603,0.00046926
-25.591,0.00047354
-25.582,0.00047043
-25.576,0.00047511
-25.565,0.00048050
-25.555,0.00048410
-25.545,0.00048420
-25.536,0.00049117
-25.525,0.00049787
-25.516,0.00050245
-25.506,0.00050349
-25.496,0.00050757
-25.486,0.00051209
-25.475,0.00051568
-25.466,0.00051774
-25.455,0.00052373
-25.445,0.00053197
-25.436,0.00052979
-25.426,0.00053089
-25.416,0.00053781
-25.406,0.00053869
-25.396,0.00054448
-25.385,0.00055021
