# T[s],P0[MPa],P1[MPa],P2[MPa]
-2.165,26.101,2.530,2.743
-2.153,26.101,2.530,2.749
-2.143,26.101,2.530,2.749
-2.135,26.101,2.530,2.743
-2.125,26.076,2.530,2.749
-2.115,26.076,2.530,2.743
-2.104,26.076,2.530,2.743
-2.094,26.076,2.530,2.743
-2.083,26.076,2.530,2.743
-2.075,26.076,2.530,2.749
-2.065,26.076,2.530,2.749
-2.054,26.076,2.530,2.743
-2.043,26.076,2.530,2.743
-2.035,26.051,2.530,2.749
-2.025,26.076,2.530,2.743
-2.015,26.051,2.530,2.743
-2.004,26.051,2.530,2.749
-1.995,26.051,2.530,2.743
-1.985,26.051,2.530,2.743
-1.975,26.051,2.530,2.743
-1.964,26.051,2.530,2.743
-1.954,26.051,2.530,2.743
-1.945,26.051,2.530,2.743
-1.934,26.026,2.530,2.749
-1.926,26.026,2.530,2.749
-1.914,26.026,2.530,2.743
-1.905,26.026,2.530,2.743
-1.895,26.026,2.530,2.743
-1.885,26.026,2.530,2.743
-1.875,26.026,2.530,2.743
-1.865,26.026,2.530,2.743
-1.855,26.026,2.536,2.743
-1.844,26.026,2.530,2.743
-1.835,26.001,2.536,2.743
-1.825,26.026,2.530,2.743
-1.815,26.001,2.530,2.749
-1.801,26.001,2.536,2.749
-1.788,26.001,2.536,2.743
-1.781,26.001,2.536,2.743
-1.775,26.001,2.536,2.743
-1.764,26.001,2.536,2.743
-1.751,26.001,2.536,2.743
-1.744,25.976,2.536,2.743
-1.735,25.976,2.536,2.743
-1.725,25.976,2.536,2.743
-1.712,25.976,2.536,2.743
-1.705,25.976,2.536,2.743
-1.695,25.976,2.536,2.743
-1.685,25.976,2.536,2.743
-1.675,25.976,2.536,2.743
-1.664,25.951,2.536,2.743
-1.655,25.951,2.536,2.743
-1.645,25.951,2.536,2.743
-1.635,25.951,2.536,2.743
-1.625,25.951,2.536,2.743
-1.615,25.951,2.530,2.743
-1.604,25.951,2.536,2.743
-1.594,25.951,2.536,2.743
-1.586,25.925,2.536,2.743
-1.576,25.951,2.536,2.743
-1.564,25.925,2.536,2.743
-1.555,25.925,2.536,2.743
-1.545,25.925,2.536,2.743
-1.535,25.925,2.536,2.743
-1.524,25.925,2.542,2.737
-1.515,25.925,2.542,2.737
-1.505,25.925,2.536,2.737
-1.494,25.925,2.542,2.743
-1.485,25.925,2.536,2.743
-1.474,25.925,2.536,2.743
-1.465,25.925,2.542,2.743
-1.455,25.900,2.536,2.743
-1.445,25.900,2.536,2.737
-1.435,25.900,2.542,2.743
-1.424,25.900,2.542,2.743
-1.415,25.900,2.536,2.743
-1.405,25.900,2.542,2.737
-1.393,25.900,2.542,2.737
-1.385,25.900,2.542,2.743
-1.375,25.875,2.542,2.743
-1.365,25.875,2.542,2.743
-1.351,25.875,2.542,2.737
-1.338,25.875,2.542,2.743
-1.330,25.875,2.542,2.737
-1.325,25.875,2.536,2.737
-1.316,25.875,2.542,2.743
-1.305,25.875,2.542,2.737
-1.294,25.850,2.542,2.737
-1.283,25.850,2.542,2.743
-1.274,25.875,2.542,2.737
-1.263,25.850,2.542,2.737
-1.255,25.850,2.542,2.737
-1.244,25.850,2.542,2.737
-1.235,25.850,2.542,2.737
-1.225,25.850,2.542,2.737
-1.214,25.850,2.542,2.737
-1.205,25.850,2.542,2.743
-1.195,25.825,2.542,2.737
-1.185,25.825,2.542,2.737
-1.175,25.825,2.542,2.737
-1.164,25.825,2.542,2.743
-1.154,25.825,2.542,2.737
-1.144,25.825,2.542,2.743
-1.134,25.825,2.548,2.737
-1.125,25.825,2.548,2.743
-1.112,25.825,2.548,2.737
-1.099,25.825,2.542,2.737
-1.094,25.800,2.548,2.737
-1.085,25.800,2.548,2.737
-1.075,25.800,2.548,2.737
-1.064,25.800,2.542,2.737
-1.054,25.800,2.548,2.737
-1.043,25.800,2.548,2.737
-1.035,25.800,2.548,2.743
-1.025,25.800,2.548,2.737
-1.015,25.775,2.548,2.743
-1.004,25.775,2.548,2.737
-0.995,25.775,2.548,2.743
-0.985,25.775,2.548,2.743
-0.975,25.775,2.548,2.737
-0.963,25.775,2.548,2.737
-0.955,25.775,2.548,2.737
-0.943,25.775,2.548,2.737
-0.935,25.775,2.548,2.743
-0.925,25.775,2.548,2.737
-0.915,25.750,2.548,2.737
-0.904,25.750,2.548,2.737
-0.894,25.750,2.548,2.737
-0.885,25.750,2.548,2.743
-0.875,25.750,2.548,2.737
-0.863,25.750,2.548,2.737
-0.853,25.750,2.548,2.737
-0.845,25.750,2.548,2.737
-0.834,25.725,2.555,2.731
-0.825,25.725,2.548,2.731
-0.815,25.725,2.548,2.737
-0.805,25.725,2.548,2.731
-0.795,25.725,2.548,2.737
-0.783,25.725,2.548,2.737
-0.773,25.725,2.548,2.737
-0.763,25.700,2.555,2.743
-0.755,25.725,2.548,2.743
-0.744,25.700,2.548,2.737
-0.735,25.725,2.548,2.743
-0.726,25.700,2.548,2.743
-0.716,25.700,2.555,2.737
-0.704,25.700,2.555,2.737
-0.695,25.700,2.555,2.737
-0.685,25.700,2.555,2.743
-0.675,25.700,2.555,2.743
-0.665,25.700,2.555,2.743
-0.654,25.675,2.555,2.743
-0.644,25.675,2.555,2.737
-0.634,25.675,2.555,2.737
-0.625,25.675,2.555,2.743
-0.614,25.675,2.555,2.743
-0.605,25.675,2.555,2.743
-0.594,25.675,2.555,2.743
-0.585,25.675,2.555,2.743
-0.575,25.675,2.555,2.743
-0.565,25.649,2.555,2.743
-0.555,25.675,2.555,2.737
-0.544,25.649,2.555,2.737
-0.534,25.649,2.555,2.743
-0.525,25.649,2.555,2.737
-0.515,25.649,2.555,2.737
-0.505,25.649,2.555,2.737
-0.495,25.649,2.555,2.737
-0.485,25.649,2.555,2.743
-0.475,25.649,2.555,2.737
-0.464,25.624,2.555,2.737
-0.454,25.624,2.555,2.737
-0.443,25.624,2.555,2.737
-0.435,25.624,2.555,2.737
-0.425,25.624,2.555,2.737
-0.415,25.624,2.561,2.737
-0.404,25.624,2.555,2.737
-0.395,25.624,2.561,2.737
-0.384,25.599,2.555,2.737
-0.374,25.599,2.561,2.737
-0.365,25.599,2.555,2.737
-0.355,25.599,2.561,2.737
-0.345,25.599,2.561,2.737
-0.334,25.599,2.555,2.737
-0.324,25.599,2.555,2.737
-0.315,25.599,2.555,2.737
-0.305,25.599,2.555,2.737
-0.294,25.599,2.555,2.737
-0.284,25.599,2.555,2.737
-0.274,25.574,2.555,2.737
-0.265,25.574,2.561,2.737
-0.255,25.574,2.561,2.737
-0.244,25.574,2.555,2.737
-0.234,25.574,2.561,2.737
-0.225,25.574,2.561,2.737
-0.214,25.574,2.561,2.737
-0.204,25.574,2.561,2.737
-0.195,25.574,2.561,2.737
-0.185,25.574,2.561,2.737
-0.175,25.549,2.561,2.731
-0.165,25.549,2.561,2.731
-0.155,25.549,2.561,2.737
-0.145,25.549,2.555,2.737
-0.134,25.549,2.561,2.737
-0.125,25.549,2.561,2.737
-0.114,25.549,2.561,2.731
-0.104,25.549,2.561,2.737
-0.093,25.524,2.561,2.731
-0.085,25.549,2.561,2.737
-0.075,25.549,2.561,2.737
-0.065,25.524,2.567,2.737
-0.055,25.524,2.567,2.737
-0.045,25.524,2.561,2.737
-0.035,25.524,2.567,2.737
-0.026,25.524,2.561,2.731
-0.015,25.524,2.561,2.731
-0.005,25.499,2.567,2.737
0.005,25.499,2.561,2.737
0.015,25.499,2.561,2.737
0.025,25.499,2.561,2.737
0.035,25.499,2.561,2.731
0.046,25.499,2.567,2.737
0.056,25.499,2.561,2.737
0.066,25.499,2.567,2.737
0.075,25.499,2.567,2.737
0.085,25.499,2.567,2.731
0.095,25.499,2.567,2.737
0.106,25.474,2.567,2.731
0.116,25.474,2.561,2.731
0.125,25.474,2.567,2.731
0.136,25.474,2.567,2.737
0.146,25.474,2.567,2.737
0.155,25.474,2.567,2.731
0.165,25.474,2.567,2.731
0.175,25.474,2.567,2.731
0.185,25.449,2.567,2.731
0.195,25.474,2.567,2.737
0.205,25.449,2.567,2.731
0.216,25.449,2.567,2.731
0.226,25.449,2.567,2.731
0.236,25.449,2.567,2.731
0.245,25.449,2.567,2.731
0.255,25.449,2.567,2.731
0.265,25.449,2.567,2.731
0.275,25.449,2.567,2.731
0.286,25.449,2.567,2.731
0.296,25.424,2.567,2.731
0.306,25.424,2.567,2.731
0.315,25.449,2.567,2.731
0.325,25.424,2.567,2.731
0.337,25.424,2.567,2.731
0.346,25.424,2.573,2.731
0.357,25.424,2.567,2.731
0.365,25.424,2.567,2.731
0.375,25.424,2.567,2.731
0.385,25.399,2.567,2.731
0.395,25.424,2.567,2.731
0.407,25.399,2.567,2.731
0.415,25.399,2.567,2.731
0.425,25.399,2.567,2.731
0.436,25.399,2.561,2.731
0.445,25.399,2.555,2.731
0.455,25.399,2.555,2.731
0.465,25.399,2.555,2.731
0.478,25.399,2.548,2.731
0.489,25.399,2.548,2.731
0.500,25.399,2.542,2.731
0.507,25.373,2.542,2.731
0.515,25.373,2.536,2.731
0.526,25.373,2.530,2.731
0.536,25.373,2.523,2.731
0.545,25.373,2.517,2.724
0.555,25.373,2.511,2.731
0.566,25.373,2.504,2.731
0.574,25.373,2.498,2.724
0.585,25.373,2.492,2.724
0.595,25.373,2.486,2.724
0.610,25.348,2.479,2.724
0.620,25.348,2.467,2.731
0.626,25.348,2.461,2.731
0.635,25.348,2.454,2.724
0.646,25.323,2.442,2.724
0.656,25.348,2.436,2.724
0.665,25.323,2.423,2.724
0.675,25.323,2.417,2.724
0.686,25.323,2.410,2.724
0.695,25.323,2.404,2.724
0.710,25.323,2.398,2.731
0.721,25.323,2.385,2.724
0.726,25.323,2.379,2.724
0.737,25.298,2.373,2.724
0.745,25.298,2.367,2.724
0.756,25.298,2.354,2.724
0.765,25.298,2.354,2.731
0.775,25.298,2.348,2.731
0.785,25.298,2.342,2.731
0.795,25.273,2.342,2.731
0.810,25.298,2.335,2.731
0.820,25.273,2.329,2.731
0.825,25.273,2.329,2.731
0.836,25.273,2.323,2.731
0.845,25.273,2.323,2.731
0.855,25.273,2.316,2.731
0.865,25.273,2.310,2.737
0.875,25.273,2.310,2.737
0.885,25.273,2.304,2.737
0.896,25.248,2.304,2.737
0.906,25.248,2.298,2.737
0.915,25.248,2.298,2.737
0.926,25.248,2.291,2.743
0.935,25.248,2.291,2.737
0.945,25.223,2.285,2.743
0.959,25.223,2.285,2.743
0.971,25.223,2.285,2.743
0.976,25.223,2.279,2.737
0.986,25.223,2.273,2.743
0.995,25.223,2.273,2.743
1.006,25.223,2.273,2.749
1.016,25.223,2.266,2.749
1.026,25.223,2.266,2.749
1.035,25.223,2.266,2.749
1.045,25.223,2.260,2.749
1.057,25.198,2.260,2.749
1.065,25.198,2.254,2.749
1.075,25.198,2.254,2.749
1.086,25.198,2.254,2.749
1.094,25.198,2.248,2.749
1.106,25.198,2.248,2.756
1.115,25.173,2.248,2.756
1.126,25.173,2.241,2.756
1.137,25.173,2.235,2.756
1.145,25.173,2.241,2.756
1.156,25.173,2.235,2.756
1.165,25.173,2.235,2.756
1.175,25.173,2.229,2.762
1.185,25.173,2.229,2.756
1.195,25.148,2.229,2.762
1.205,25.148,2.229,2.762
1.215,25.148,2.222,2.762
1.225,25.148,2.222,2.762
1.236,25.148,2.222,2.762
1.247,25.148,2.216,2.762
1.260,25.148,2.216,2.762
1.269,25.123,2.216,2.768
1.276,25.123,2.216,2.762
1.286,25.123,2.210,2.762
1.295,25.123,2.210,2.762
1.306,25.123,2.210,2.762
1.315,25.123,2.210,2.768
1.325,25.123,2.204,2.768
1.336,25.123,2.204,2.768
1.346,25.097,2.204,2.768
1.356,25.097,2.204,2.768
1.365,25.097,2.197,2.768
1.375,25.097,2.197,2.774
1.385,25.097,2.197,2.774
1.395,25.072,2.197,2.774
1.406,25.072,2.191,2.774
1.416,25.072,2.191,2.774
1.425,25.072,2.191,2.774
1.436,25.072,2.191,2.774
1.447,25.072,2.191,2.774
1.456,25.072,2.191,2.774
1.465,25.072,2.185,2.781
1.479,25.072,2.191,2.781
1.492,25.072,2.185,2.781
1.499,25.047,2.185,2.781
1.506,25.047,2.179,2.781
1.515,25.047,2.179,2.781
1.526,25.047,2.179,2.781
1.536,25.047,2.179,2.781
1.546,25.047,2.179,2.781
1.559,25.047,2.172,2.781
1.573,25.022,2.179,2.781
1.579,25.022,2.172,2.781
1.586,25.022,2.172,2.787
1.595,25.022,2.172,2.787
1.606,25.022,2.172,2.787
1.616,25.022,2.172,2.787
1.626,25.022,2.166,2.793
1.635,25.022,2.166,2.793
1.645,24.997,2.166,2.787
1.656,24.997,2.166,2.793
1.666,24.997,2.166,2.793
1.676,24.997,2.166,2.787
1.687,24.997,2.166,2.793
1.701,24.997,2.160,2.793
1.712,24.997,2.166,2.793
1.717,24.972,2.160,2.793
1.725,24.972,2.166,2.793
1.735,24.972,2.160,2.793
1.746,24.972,2.160,2.793
1.756,24.972,2.160,2.800
1.765,24.972,2.154,2.800
1.775,24.972,2.154,2.800
1.786,24.972,2.154,2.800
1.795,24.947,2.160,2.800
1.805,24.947,2.154,2.800
1.815,24.947,2.154,2.800
1.825,24.947,2.154,2.800
1.835,24.947,2.154,2.800
1.846,24.922,2.154,2.800
1.856,24.947,2.154,2.800
1.865,24.922,2.154,2.800
1.875,24.922,2.147,2.806
1.885,24.922,2.147,2.806
1.895,24.922,2.147,2.806
1.906,24.897,2.147,2.800
1.915,24.897,2.147,2.806
1.925,24.897,2.147,2.806
1.935,24.897,2.147,2.806
1.945,24.897,2.147,2.806
1.956,24.897,2.147,2.806
1.966,24.897,2.147,2.806
1.976,24.897,2.147,2.806
1.985,24.897,2.141,2.800
1.996,24.897,2.141,2.806
2.006,24.872,2.147,2.806
2.016,24.872,2.147,2.806
2.026,24.872,2.147,2.806
2.036,24.872,2.147,2.812
2.045,24.872,2.141,2.812
2.055,24.847,2.141,2.812
2.065,24.847,2.141,2.812
2.075,24.847,2.141,2.812
2.085,24.847,2.141,2.812
2.095,24.847,2.147,2.812
2.106,24.847,2.135,2.812
2.116,24.847,2.141,2.812
2.125,24.821,2.141,2.812
2.135,24.821,2.141,2.818
2.145,24.821,2.141,2.818
2.156,24.821,2.141,2.818
2.165,24.821,2.141,2.818
2.175,24.821,2.135,2.818
2.185,24.821,2.135,2.818
2.195,24.821,2.135,2.818
2.206,24.821,2.135,2.818
2.216,24.821,2.135,2.818
2.226,24.821,2.135,2.818
2.237,24.796,2.135,2.818
2.245,24.796,2.135,2.818
2.255,24.796,2.135,2.818
2.266,24.796,2.135,2.818
2.276,24.796,2.135,2.825
2.285,24.771,2.135,2.818
2.295,24.796,2.128,2.825
2.307,24.796,2.135,2.825
2.316,24.771,2.128,2.825
2.325,24.771,2.135,2.825
2.337,24.771,2.135,2.825
2.346,24.771,2.135,2.825
2.355,24.771,2.135,2.825
2.365,24.746,2.128,2.831
2.375,24.746,2.128,2.825
2.386,24.771,2.128,2.831
2.396,24.746,2.128,2.831
2.407,24.746,2.135,2.831
2.415,24.746,2.128,2.831
2.425,24.746,2.128,2.831
2.437,24.746,2.128,2.831
2.446,24.746,2.128,2.831
2.457,24.721,2.128,2.831
2.465,24.721,2.128,2.831
2.476,24.721,2.128,2.831
2.486,24.721,2.128,2.831
2.496,24.721,2.128,2.831
2.506,24.721,2.128,2.831
2.515,24.721,2.128,2.831
2.525,24.721,2.128,2.831
2.537,24.696,2.128,2.831
2.546,24.696,2.128,2.837
2.557,24.696,2.128,2.831
2.566,24.696,2.128,2.837
2.576,24.696,2.122,2.837
2.585,24.696,2.122,2.837
2.597,24.671,2.128,2.837
2.605,24.696,2.122,2.837
2.615,24.671,2.122,2.837
2.625,24.671,2.122,2.837
2.636,24.671,2.122,2.837
2.646,24.671,2.122,2.837
2.657,24.671,2.122,2.837
2.666,24.671,2.122,2.837
2.675,24.671,2.122,2.843
2.685,24.671,2.122,2.837
2.695,24.671,2.122,2.837
2.705,24.646,2.122,2.837
2.715,24.646,2.122,2.837
2.725,24.646,2.122,2.837
2.736,24.646,2.116,2.843
2.745,24.646,2.122,2.843
2.757,24.646,2.122,2.843
2.765,24.646,2.122,2.843
2.775,24.621,2.122,2.843
2.785,24.621,2.122,2.843
2.796,24.621,2.122,2.843
2.806,24.621,2.122,2.843
2.814,24.621,2.122,2.843
2.827,24.621,2.116,2.843
2.835,24.596,2.116,2.843
2.845,24.596,2.122,2.843
2.855,24.621,2.122,2.843
2.865,24.596,2.122,2.843
2.875,24.596,2.122,2.843
2.885,24.596,2.122,2.843
2.896,24.596,2.122,2.850
2.906,24.596,2.116,2.843
2.915,24.596,2.116,2.850
2.927,24.596,2.116,2.850
2.935,24.571,2.116,2.850
2.945,24.571,2.116,2.850
2.957,24.571,2.116,2.850
2.965,24.571,2.116,2.850
2.976,24.571,2.116,2.850
2.987,24.571,2.122,2.850
2.996,24.571,2.116,2.850
3.005,24.545,2.116,2.850
3.015,24.545,2.122,2.850
3.025,24.545,2.116,2.850
3.035,24.545,2.116,2.850
3.045,24.545,2.122,2.850
3.055,24.545,2.116,2.850
3.065,24.520,2.122,2.850
3.074,24.520,2.116,2.856
3.087,24.520,2.116,2.856
3.095,24.520,2.116,2.856
3.106,24.520,2.116,2.856
3.115,24.520,2.116,2.856
3.125,24.520,2.116,2.856
3.136,24.520,2.116,2.856
3.146,24.495,2.116,2.856
3.156,24.520,2.116,2.856
3.165,24.495,2.116,2.856
3.175,24.495,2.116,2.856
3.185,24.495,2.116,2.856
3.195,24.495,2.116,2.856
3.210,24.495,2.116,2.856
3.222,24.470,2.116,2.856
3.230,24.470,2.116,2.856
3.236,24.470,2.116,2.862
3.245,24.470,2.116,2.856
3.255,24.470,2.110,2.862
3.265,24.470,2.116,2.856
3.275,24.470,2.110,2.862
3.285,24.470,2.110,2.856
3.296,24.470,2.116,2.856
3.306,24.445,2.116,2.862
3.316,24.445,2.116,2.862
3.326,24.445,2.116,2.862
3.335,24.445,2.116,2.862
3.345,24.445,2.110,2.862
3.355,24.445,2.116,2.862
3.365,24.420,2.116,2.856
3.375,24.420,2.116,2.862
3.385,24.420,2.116,2.862
3.395,24.420,2.116,2.862
3.406,24.420,2.116,2.862
3.414,24.420,2.116,2.862
3.426,24.420,2.116,2.862
3.435,24.420,2.116,2.862
3.445,24.420,2.116,2.862
3.455,24.395,2.110,2.862
3.466,24.395,2.110,2.862
3.476,24.395,2.116,2.862
3.485,24.395,2.116,2.862
3.495,24.395,2.116,2.862
3.506,24.395,2.116,2.868
3.515,24.395,2.116,2.868
3.525,24.395,2.116,2.868
3.535,24.370,2.116,2.868
3.545,24.370,2.116,2.868
3.557,24.370,2.110,2.868
3.565,24.370,2.110,2.868
3.575,24.370,2.110,2.868
3.585,24.370,2.110,2.868
3.596,24.370,2.116,2.868
3.607,24.345,2.110,2.868
3.615,24.345,2.116,2.868
3.625,24.345,2.110,2.868
3.635,24.345,2.110,2.868
3.646,24.345,2.110,2.868
3.657,24.345,2.116,2.868
3.665,24.345,2.110,2.868
3.676,24.345,2.110,2.868
3.686,24.320,2.110,2.868
3.696,24.320,2.110,2.868
3.707,24.320,2.110,2.868
3.715,24.320,2.110,2.868
3.726,24.320,2.110,2.868
3.735,24.320,2.116,2.868
3.746,24.320,2.110,2.868
3.756,24.320,2.110,2.868
3.766,24.320,2.116,2.868
3.775,24.320,2.116,2.875
3.785,24.295,2.116,2.868
3.797,24.295,2.116,2.868
3.805,24.295,2.110,2.868
3.815,24.295,2.116,2.875
3.828,24.295,2.116,2.875
3.840,24.295,2.110,2.875
3.850,24.295,2.110,2.875
3.856,24.295,2.110,2.875
3.866,24.295,2.110,2.875
3.875,24.270,2.110,2.875
3.885,24.270,2.116,2.875
3.895,24.270,2.110,2.875
3.906,24.270,2.110,2.875
3.916,24.270,2.110,2.875
3.925,24.270,2.116,2.875
3.936,24.244,2.110,2.875
3.945,24.244,2.110,2.875
3.955,24.244,2.110,2.875
3.969,24.244,2.110,2.875
3.980,24.244,2.110,2.875
3.986,24.244,2.110,2.875
3.995,24.244,2.110,2.875
4.006,24.244,2.110,2.875
4.016,24.244,2.110,2.875
4.026,24.219,2.110,2.875
4.037,24.219,2.110,2.875
4.045,24.219,2.110,2.875
4.055,24.219,2.110,2.875
4.065,24.219,2.110,2.875
4.075,24.219,2.110,2.875
4.085,24.219,2.110,2.881
4.095,24.219,2.110,2.875
4.106,24.194,2.116,2.875
4.116,24.194,2.116,2.875
4.125,24.194,2.110,2.875
4.135,24.194,2.110,2.875
4.146,24.194,2.110,2.875
4.155,24.194,2.110,2.875
4.166,24.194,2.116,2.881
4.175,24.169,2.110,2.875
4.185,24.169,2.110,2.875
4.200,24.169,2.110,2.875
4.213,24.169,2.110,2.875
4.221,24.169,2.116,2.875
4.227,24.169,2.110,2.875
4.237,24.169,2.110,2.881
4.246,24.169,2.110,2.881
4.256,24.169,2.116,2.875
4.266,24.144,2.110,2.881
4.274,24.144,2.110,2.881
4.285,24.144,2.110,2.875
4.295,24.144,2.116,2.881
4.306,24.144,2.116,2.881
4.317,24.144,2.116,2.881
4.325,24.144,2.110,2.881
4.335,24.144,2.110,2.881
4.347,24.144,2.110,2.881
4.360,24.144,2.116,2.881
4.368,24.119,2.110,2.881
4.376,24.119,2.110,2.881
4.386,24.119,2.110,2.881
4.395,24.119,2.110,2.881
4.405,24.119,2.110,2.881
4.415,24.119,2.110,2.887
4.425,24.119,2.110,2.881
4.435,24.119,2.110,2.881
4.445,24.119,2.116,2.887
4.456,24.119,2.110,2.881
4.466,24.094,2.116,2.881
4.475,24.094,2.116,2.887
4.485,24.094,2.110,2.887
4.499,24.094,2.116,2.887
4.511,24.094,2.110,2.881
4.516,24.069,2.116,2.887
4.526,24.069,2.110,2.887
4.536,24.069,2.110,2.881
4.546,24.069,2.110,2.881
4.555,24.069,2.110,2.887
4.565,24.069,2.110,2.887
4.575,24.044,2.110,2.887
4.585,24.044,2.116,2.887
4.595,24.044,2.116,2.881
4.606,24.044,2.110,2.887
4.616,24.044,2.110,2.887
4.626,24.044,2.110,2.887
4.635,24.044,2.110,2.887
4.646,24.019,2.110,2.887
4.655,24.019,2.110,2.887
4.665,24.019,2.110,2.887
4.676,24.019,2.110,2.887
4.686,24.019,2.110,2.887
4.696,24.019,2.116,2.887
4.706,24.019,2.116,2.887
4.715,24.019,2.110,2.887
4.725,24.019,2.116,2.887
4.737,23.994,2.110,2.887
4.745,23.994,2.110,2.887
4.755,23.994,2.110,2.887
4.766,23.994,2.116,2.887
4.776,23.994,2.116,2.887
4.786,23.994,2.116,2.887
4.796,23.994,2.110,2.887
4.807,23.994,2.116,2.887
4.815,23.994,2.110,2.887
4.825,23.994,2.116,2.887
4.835,23.968,2.110,2.887
4.845,23.968,2.110,2.887
4.856,23.968,2.116,2.887
4.865,23.968,2.110,2.893
4.875,23.968,2.110,2.887
4.886,23.968,2.110,2.887
4.895,23.968,2.116,2.893
4.905,23.968,2.110,2.893
4.915,23.943,2.110,2.893
4.925,23.943,2.110,2.893
4.936,23.943,2.116,2.893
4.947,23.943,2.110,2.893
4.962,23.943,2.116,2.893
4.968,23.943,2.116,2.893
4.976,23.943,2.116,2.893
4.986,23.918,2.116,2.893
4.995,23.918,2.110,2.893
5.007,23.918,2.116,2.893
5.015,23.918,2.110,2.893
5.025,23.918,2.110,2.893
5.036,23.918,2.116,2.893
5.045,23.918,2.116,2.893
5.056,23.918,2.116,2.900
5.066,23.918,2.116,2.893
5.076,23.918,2.116,2.893
5.085,23.893,2.116,2.900
5.095,23.918,2.116,2.900
5.106,23.893,2.116,2.900
5.116,23.893,2.110,2.893
5.126,23.893,2.116,2.900
5.136,23.893,2.116,2.893
5.146,23.893,2.116,2.893
5.156,23.893,2.116,2.900
5.165,23.893,2.116,2.900
5.175,23.868,2.116,2.900
5.185,23.868,2.116,2.900
5.195,23.868,2.116,2.893
5.205,23.868,2.110,2.900
5.216,23.868,2.110,2.900
5.225,23.868,2.110,2.893
5.237,23.868,2.116,2.900
5.246,23.843,2.110,2.900
5.256,23.843,2.110,2.900
5.266,23.868,2.116,2.900
5.275,23.843,2.116,2.900
5.286,23.843,2.116,2.900
5.295,23.843,2.110,2.900
5.306,23.843,2.110,2.900
5.316,23.843,2.110,2.900
5.326,23.843,2.110,2.900
5.336,23.818,2.110,2.900
5.346,23.818,2.110,2.900
5.355,23.818,2.110,2.900
5.365,23.818,2.110,2.900
5.375,23.818,2.110,2.900
5.384,23.818,2.110,2.900
5.395,23.818,2.116,2.900
5.407,23.818,2.110,2.900
5.415,23.818,2.110,2.900
5.425,23.818,2.110,2.900
5.435,23.793,2.110,2.900
5.445,23.793,2.110,2.906
5.456,23.793,2.116,2.900
5.466,23.793,2.110,2.900
5.476,23.793,2.110,2.900
5.485,23.793,2.110,2.900
5.496,23.793,2.116,2.900
5.505,23.793,2.110,2.900
5.515,23.793,2.116,2.906
5.525,23.768,2.116,2.906
5.535,23.768,2.116,2.900
5.545,23.768,2.116,2.906
5.555,23.768,2.116,2.906
5.566,23.768,2.110,2.906
5.577,23.768,2.110,2.906
5.585,23.768,2.110,2.906
5.595,23.768,2.110,2.906
5.606,23.743,2.116,2.906
5.615,23.743,2.110,2.906
5.626,23.743,2.110,2.906
5.635,23.743,2.110,2.900
5.646,23.743,2.110,2.906
5.656,23.743,2.110,2.900
5.665,23.743,2.110,2.906
5.675,23.718,2.116,2.906
5.685,23.718,2.116,2.906
5.695,23.718,2.110,2.906
5.706,23.718,2.110,2.900
5.715,23.718,2.116,2.906
5.726,23.718,2.116,2.906
5.736,23.718,2.116,2.906
5.747,23.718,2.110,2.900
5.755,23.718,2.110,2.906
5.765,23.718,2.110,2.906
5.775,23.718,2.110,2.906
5.785,23.692,2.110,2.906
5.795,23.692,2.116,2.906
5.806,23.692,2.110,2.906
5.815,23.692,2.116,2.906
5.825,23.692,2.110,2.906
5.836,23.692,2.110,2.906
5.845,23.692,2.110,2.900
5.855,23.692,2.110,2.906
5.866,23.667,2.110,2.906
5.875,23.667,2.110,2.906
5.885,23.667,2.110,2.906
5.895,23.667,2.116,2.906
5.906,23.667,2.116,2.906
5.915,23.667,2.110,2.906
5.926,23.642,2.116,2.906
5.937,23.642,2.110,2.906
5.945,23.642,2.116,2.906
5.956,23.642,2.116,2.906
5.965,23.642,2.116,2.906
5.975,23.617,2.116,2.906
5.985,23.617,2.116,2.906
5.995,23.642,2.110,2.906
6.006,23.617,2.110,2.906
6.016,23.617,2.116,2.906
6.025,23.617,2.116,2.906
6.040,23.617,2.116,2.906
6.051,23.617,2.116,2.906
6.057,23.617,2.116,2.906
6.066,23.617,2.116,2.906
6.075,23.617,2.116,2.906
6.086,23.617,2.110,2.906
6.097,23.617,2.116,2.906
6.105,23.592,2.116,2.906
6.115,23.592,2.110,2.906
6.125,23.592,2.110,2.906
6.136,23.592,2.110,2.906
6.145,23.567,2.110,2.906
6.156,23.592,2.116,2.912
6.166,23.567,2.110,2.906
6.176,23.567,2.116,2.906
6.185,23.567,2.116,2.912
6.197,23.567,2.116,2.906
6.205,23.592,2.116,2.906
6.215,23.592,2.110,2.906
6.230,23.567,2.116,2.906
6.241,23.567,2.116,2.906
6.246,23.542,2.116,2.912
6.256,23.542,2.116,2.912
6.267,23.542,2.116,2.912
6.277,23.542,2.110,2.912
6.286,23.542,2.116,2.912
6.295,23.542,2.116,2.906
6.305,23.542,2.116,2.906
6.317,23.517,2.116,2.912
6.325,23.542,2.110,2.912
6.336,23.542,2.116,2.912
6.346,23.517,2.116,2.912
6.355,23.517,2.110,2.912
6.366,23.517,2.116,2.906
6.375,23.517,2.116,2.912
6.385,23.517,2.110,2.912
6.396,23.517,2.116,2.906
6.406,23.517,2.116,2.906
6.415,23.517,2.116,2.912
