# T[s],P0[MPa],P1[MPa],P2[MPa]
-38.084,26.929,2.548,3.451
-38.075,26.929,2.548,3.451
-38.064,26.954,2.548,3.451
-38.055,26.954,2.548,3.451
-38.045,26.929,2.548,3.451
-38.035,26.929,2.548,3.451
-38.025,26.954,2.548,3.451
-38.014,26.929,2.548,3.451
-38.004,26.954,2.548,3.451
-37.996,26.929,2.548,3.451
-37.986,26.954,2.542,3.451
-37.975,26.929,2.548,3.451
-37.965,26.929,2.542,3.451
-37.955,26.954,2.548,3.451
-37.945,26.954,2.548,3.457
-37.935,26.929,2.548,3.451
-37.925,26.929,2.548,3.451
-37.915,26.929,2.548,3.451
-37.905,26.929,2.548,3.457
-37.894,26.929,2.548,3.457
-37.885,26.929,2.548,3.451
-37.874,26.929,2.548,3.451
-37.865,26.929,2.548,3.451
-37.854,26.929,2.548,3.451
-37.845,26.929,2.548,3.457
-37.834,26.954,2.548,3.451
-37.826,26.929,2.548,3.451
-37.816,26.954,2.548,3.451
-37.805,26.929,2.548,3.451
-37.795,26.954,2.548,3.451
-37.785,26.954,2.548,3.451
-37.775,26.929,2.548,3.451
-37.765,26.954,2.548,3.451
-37.754,26.929,2.548,3.451
-37.745,26.929,2.548,3.451
-37.736,26.954,2.548,3.451
-37.726,26.929,2.548,3.451
-37.715,26.929,2.548,3.451
-37.705,26.954,2.548,3.451
-37.695,26.929,2.548,3.451
-37.684,26.929,2.548,3.451
-37.674,26.929,2.548,3.451
-37.663,26.929,2.548,3.451
-37.650,26.929,2.548,3.451
-37.642,26.929,2.548,3.451
-37.634,26.929,2.548,3.451
-37.625,26.929,2.548,3.451
-37.615,26.954,2.548,3.451
-37.605,26.929,2.548,3.451
-37.595,26.929,2.555,3.451
-37.585,26.929,2.548,3.451
-37.575,26.929,2.548,3.451
-37.564,26.929,2.548,3.451
-37.554,26.929,2.548,3.451
-37.545,26.929,2.548,3.457
-37.535,26.929,2.548,3.451
-37.525,26.929,2.548,3.451
-37.515,26.929,2.548,3.451
-37.505,26.929,2.548,3.451
-37.495,26.954,2.548,3.451
-37.485,26.929,2.548,3.451
-37.474,26.954,2.548,3.451
-37.466,26.954,2.548,3.451
-37.454,26.929,2.548,3.451
-37.445,26.954,2.548,3.457
-37.435,26.954,2.548,3.457
-37.425,26.929,2.548,3.457
-37.415,26.929,2.548,3.451
-37.405,26.929,2.548,3.451
-37.395,26.929,2.548,3.451
-37.384,26.929,2.548,3.451
-37.375,26.954,2.548,3.451
-37.365,26.954,2.548,3.451
-37.355,26.929,2.548,3.451
-37.345,26.929,2.548,3.451
-37.335,26.929,2.548,3.451
-37.325,26.954,2.548,3.451
-37.314,26.929,2.548,3.451
-37.306,26.929,2.555,3.451
-37.295,26.929,2.548,3.451
-37.284,26.954,2.548,3.451
-37.275,26.929,2.548,3.451
-37.265,26.929,2.548,3.451
-37.255,26.929,2.548,3.451
-37.245,26.954,2.548,3.451
-37.234,26.929,2.548,3.451
-37.224,26.954,2.548,3.451
-37.215,26.954,2.548,3.451
-37.206,26.929,2.548,3.451
-37.195,26.929,2.555,3.451
-37.185,26.929,2.548,3.451
-37.175,26.929,2.555,3.451
-37.165,26.929,2.548,3.451
-37.155,26.929,2.555,3.451
-37.145,26.929,2.548,3.451
-37.131,26.929,2.548,3.451
-37.120,26.929,2.548,3.451
-37.112,26.929,2.548,3.451
-37.105,26.929,2.548,3.451
-37.095,26.954,2.548,3.451
-37.085,26.929,2.548,3.451
-37.075,26.929,2.548,3.451
-37.065,26.954,2.548,3.451
-37.054,26.954,2.548,3.451
-37.046,26.954,2.548,3.451
-37.035,26.929,2.548,3.457
-37.025,26.929,2.555,3.451
-37.015,26.954,2.548,3.457
-37.005,26.929,2.548,3.451
-36.995,26.954,2.548,3.451
-36.985,26.929,2.548,3.451
-36.974,26.929,2.548,3.451
-36.965,26.929,2.548,3.451
-36.955,26.954,2.548,3.451
-36.945,26.929,2.548,3.451
-36.935,26.929,2.548,3.451
-36.925,26.929,2.548,3.451
-36.915,26.929,2.542,3.451
-36.905,26.954,2.548,3.451
-36.894,26.929,2.548,3.451
-36.882,26.929,2.548,3.451
-36.871,26.954,2.548,3.451
-36.863,26.929,2.548,3.451
-36.854,26.929,2.548,3.457
-36.845,26.929,2.548,3.451
-36.835,26.929,2.548,3.451
-36.825,26.929,2.548,3.451
-36.815,26.929,2.548,3.451
-36.805,26.929,2.548,3.451
-36.794,26.929,2.548,3.457
-36.786,26.929,2.548,3.457
-36.776,26.929,2.548,3.457
-36.765,26.929,2.548,3.457
-36.755,26.929,2.548,3.457
-36.745,26.929,2.548,3.451
-36.735,26.929,2.548,3.457
-36.724,26.929,2.548,3.457
-36.713,26.929,2.548,3.457
-36.700,26.929,2.548,3.457
-36.692,26.929,2.548,3.451
-36.684,26.954,2.548,3.451
-36.675,26.929,2.548,3.451
-36.665,26.929,2.548,3.451
-36.654,26.929,2.548,3.451
-36.645,26.929,2.548,3.451
-36.635,26.929,2.555,3.451
-36.626,26.954,2.548,3.451
-36.615,26.929,2.555,3.451
-36.606,26.929,2.548,3.451
-36.594,26.929,2.548,3.451
-36.585,26.929,2.548,3.457
-36.575,26.929,2.548,3.451
-36.565,26.929,2.555,3.451
-36.555,26.929,2.548,3.451
-36.545,26.929,2.548,3.457
-36.534,26.954,2.548,3.451
-36.526,26.929,2.548,3.457
-36.515,26.954,2.548,3.451
-36.505,26.954,2.548,3.451
-36.495,26.929,2.548,3.457
-36.485,26.929,2.548,3.451
-36.475,26.929,2.555,3.457
-36.464,26.954,2.548,3.451
-36.455,26.929,2.548,3.457
-36.444,26.929,2.548,3.451
-36.436,26.929,2.548,3.451
-36.425,26.929,2.548,3.451
-36.415,26.929,2.548,3.451
-36.405,26.954,2.548,3.451
-36.395,26.929,2.548,3.451
-36.385,26.929,2.548,3.451
-36.375,26.929,2.548,3.451
-36.364,26.929,2.548,3.451
-36.354,26.929,2.548,3.457
-36.346,26.954,2.548,3.457
-36.335,26.929,2.548,3.457
-36.325,26.954,2.548,3.457
-36.315,26.929,2.555,3.457
-36.305,26.929,2.548,3.457
-36.294,26.954,2.548,3.457
-36.285,26.929,2.548,3.457
-36.274,26.929,2.548,3.457
-36.264,26.929,2.548,3.457
-36.255,26.929,2.555,3.451
-36.245,26.929,2.548,3.451
-36.235,26.929,2.555,3.457
-36.225,26.929,2.555,3.457
-36.215,26.929,2.555,3.457
-36.205,26.929,2.555,3.457
-36.195,26.929,2.548,3.457
-36.185,26.929,2.548,3.457
-36.175,26.929,2.548,3.457
-36.165,26.929,2.548,3.457
-36.155,26.929,2.548,3.451
-36.145,26.929,2.555,3.457
-36.134,26.929,2.548,3.457
-36.125,26.929,2.548,3.457
-36.114,26.929,2.548,3.451
-36.105,26.929,2.548,3.457
-36.096,26.929,2.548,3.457
-36.085,26.929,2.548,3.457
-36.075,26.929,2.548,3.457
-36.065,26.929,2.555,3.457
-36.053,26.929,2.555,3.457
-36.045,26.929,2.555,3.457
-36.035,26.929,2.555,3.457
-36.024,26.929,2.555,3.457
-36.015,26.929,2.555,3.457
-36.005,26.929,2.548,3.457
-35.995,26.929,2.548,3.457
-35.985,26.954,2.548,3.451
-35.975,26.929,2.548,3.457
-35.965,26.929,2.548,3.451
-35.955,26.929,2.555,3.451
-35.944,26.929,2.548,3.457
-35.935,26.929,2.548,3.457
-35.924,26.929,2.548,3.457
-35.914,26.929,2.555,3.457
-35.904,26.929,2.548,3.457
-35.895,26.929,2.548,3.457
-35.885,26.929,2.548,3.457
-35.875,26.929,2.548,3.457
-35.865,26.929,2.555,3.457
-35.855,26.929,2.548,3.451
-35.844,26.929,2.555,3.451
-35.835,26.929,2.548,3.457
-35.825,26.929,2.548,3.451
-35.814,26.929,2.548,3.457
-35.805,26.929,2.548,3.457
-35.795,26.929,2.555,3.457
-35.784,26.929,2.548,3.457
-35.775,26.929,2.548,3.457
-35.765,26.929,2.555,3.457
-35.756,26.929,2.548,3.457
-35.744,26.929,2.548,3.457
-35.735,26.929,2.555,3.457
-35.725,26.929,2.548,3.457
-35.715,26.929,2.548,3.457
-35.705,26.929,2.548,3.457
-35.694,26.929,2.555,3.457
-35.684,26.929,2.548,3.451
-35.675,26.929,2.548,3.457
-35.665,26.929,2.548,3.457
-35.654,26.954,2.548,3.457
-35.645,26.929,2.548,3.457
-35.635,26.929,2.548,3.457
-35.625,26.929,2.548,3.457
-35.615,26.929,2.555,3.457
-35.605,26.929,2.555,3.457
-35.595,26.929,2.555,3.457
-35.584,26.929,2.555,3.451
-35.575,26.929,2.555,3.457
-35.564,26.929,2.548,3.457
-35.555,26.929,2.555,3.451
-35.545,26.929,2.555,3.451
-35.535,26.929,2.555,3.451
-35.525,26.929,2.555,3.451
-35.515,26.929,2.555,3.457
-35.505,26.929,2.548,3.451
-35.494,26.929,2.548,3.451
-35.486,26.929,2.548,3.451
-35.474,26.929,2.548,3.451
-35.465,26.929,2.548,3.457
-35.455,26.929,2.548,3.457
-35.445,26.929,2.548,3.451
-35.435,26.929,2.548,3.451
-35.423,26.929,2.555,3.457
-35.412,26.929,2.555,3.457
-35.400,26.929,2.555,3.451
-35.394,26.929,2.555,3.457
-35.385,26.929,2.555,3.451
-35.375,26.929,2.555,3.457
-35.365,26.929,2.555,3.457
-35.355,26.929,2.555,3.457
-35.345,26.929,2.548,3.457
-35.335,26.929,2.548,3.457
-35.324,26.929,2.555,3.457
-35.314,26.929,2.548,3.457
-35.305,26.929,2.548,3.457
-35.295,26.929,2.548,3.457
-35.285,26.929,2.555,3.457
-35.275,26.929,2.555,3.451
-35.264,26.929,2.548,3.457
-35.254,26.929,2.555,3.457
-35.245,26.929,2.555,3.457
-35.235,26.929,2.555,3.457
-35.226,26.929,2.555,3.457
-35.215,26.929,2.555,3.451
-35.205,26.929,2.555,3.451
-35.195,26.929,2.555,3.457
-35.185,26.929,2.555,3.457
-35.174,26.929,2.555,3.457
-35.165,26.929,2.555,3.457
-35.155,26.929,2.555,3.451
-35.144,26.929,2.555,3.457
-35.135,26.929,2.555,3.457
-35.125,26.929,2.555,3.457
-35.115,26.929,2.555,3.457
-35.105,26.929,2.555,3.457
-35.094,26.929,2.555,3.457
-35.085,26.929,2.555,3.457
-35.075,26.929,2.555,3.457
-35.066,26.954,2.555,3.457
-35.055,26.929,2.555,3.457
-35.045,26.954,2.555,3.451
-35.035,26.954,2.555,3.457
-35.025,26.929,2.555,3.457
-35.015,26.929,2.555,3.451
-35.004,26.929,2.548,3.457
-34.995,26.929,2.548,3.451
-34.985,26.929,2.555,3.457
-34.975,26.929,2.555,3.457
-34.965,26.929,2.555,3.451
-34.955,26.954,2.555,3.457
-34.945,26.929,2.548,3.451
-34.935,26.929,2.555,3.451
-34.924,26.929,2.555,3.457
-34.915,26.929,2.555,3.457
-34.904,26.954,2.555,3.451
-34.894,26.929,2.555,3.451
-34.884,26.929,2.555,3.451
-34.875,26.929,2.555,3.451
-34.865,26.929,2.555,3.451
-34.854,26.929,2.555,3.451
-34.845,26.929,2.555,3.457
-34.834,26.929,2.555,3.451
-34.825,26.929,2.555,3.457
-34.811,26.954,2.555,3.457
-34.799,26.929,2.555,3.451
-34.790,26.929,2.555,3.457
-34.784,26.929,2.555,3.457
-34.775,26.929,2.555,3.457
-34.763,26.954,2.555,3.457
-34.755,26.954,2.555,3.457
-34.745,26.929,2.555,3.457
-34.734,26.954,2.555,3.457
-34.726,26.929,2.555,3.457
-34.716,26.929,2.548,3.457
-34.705,26.929,2.555,3.457
-34.695,26.929,2.555,3.457
-34.685,26.929,2.555,3.451
-34.675,26.929,2.555,3.457
-34.665,26.929,2.555,3.457
-34.655,26.929,2.555,3.457
-34.644,26.954,2.548,3.457
-34.635,26.954,2.555,3.457
-34.624,26.929,2.555,3.457
-34.615,26.954,2.555,3.457
-34.605,26.929,2.555,3.457
-34.595,26.954,2.555,3.457
-34.585,26.929,2.555,3.457
-34.575,26.929,2.555,3.457
-34.564,26.954,2.555,3.457
-34.555,26.954,2.555,3.457
-34.546,26.929,2.555,3.457
-34.534,26.929,2.555,3.451
-34.525,26.929,2.555,3.457
-34.515,26.929,2.555,3.451
-34.501,26.929,2.555,3.457
-34.489,26.929,2.555,3.457
-34.484,26.929,2.555,3.457
-34.474,26.929,2.555,3.457
-34.465,26.929,2.555,3.457
-34.454,26.929,2.555,3.457
-34.445,26.929,2.555,3.457
-34.435,26.954,2.555,3.457
-34.425,26.929,2.555,3.457
-34.415,26.929,2.555,3.457
-34.405,26.954,2.555,3.457
-34.395,26.929,2.555,3.457
-34.385,26.929,2.555,3.457
-34.374,26.954,2.555,3.457
-34.365,26.954,2.555,3.457
-34.355,26.954,2.555,3.457
-34.345,26.954,2.555,3.457
-34.335,26.954,2.555,3.457
-34.325,26.954,2.555,3.457
-34.314,26.954,2.555,3.451
-34.305,26.929,2.555,3.457
-34.295,26.954,2.555,3.457
-34.286,26.954,2.555,3.457
-34.275,26.954,2.555,3.457
-34.265,26.954,2.555,3.451
-34.255,26.954,2.555,3.457
-34.245,26.954,2.555,3.457
-34.235,26.929,2.555,3.457
-34.225,26.929,2.555,3.451
-34.214,26.929,2.555,3.451
-34.204,26.954,2.555,3.451
-34.196,26.954,2.555,3.451
-34.185,26.954,2.555,3.457
-34.175,26.929,2.555,3.451
-34.165,26.954,2.555,3.457
-34.154,26.929,2.555,3.457
-34.145,26.954,2.555,3.457
-34.135,26.929,2.555,3.457
-34.122,26.929,2.555,3.457
-34.108,26.929,2.555,3.457
-34.102,26.954,2.555,3.451
-34.094,26.954,2.555,3.457
-34.085,26.954,2.555,3.457
-34.075,26.929,2.555,3.457
-34.065,26.929,2.555,3.451
-34.055,26.954,2.555,3.457
-34.045,26.954,2.555,3.457
-34.035,26.929,2.555,3.457
-34.025,26.929,2.555,3.457
-34.014,26.929,2.555,3.457
-34.005,26.929,2.555,3.457
-33.995,26.929,2.555,3.457
-33.985,26.929,2.555,3.457
-33.975,26.929,2.555,3.457
-33.964,26.929,2.555,3.457
-33.955,26.929,2.555,3.457
-33.945,26.929,2.555,3.457
-33.936,26.929,2.555,3.457
-33.925,26.954,2.555,3.457
-33.914,26.929,2.555,3.457
-33.895,26.929,2.555,3.457
-33.889,26.929,2.555,3.457
-33.884,26.929,2.555,3.457
-33.874,26.929,2.561,3.457
-33.866,26.929,2.555,3.457
-33.854,26.929,2.555,3.457
-33.845,26.929,2.555,3.457
-33.835,26.929,2.555,3.457
-33.825,26.954,2.555,3.457
-33.815,26.954,2.555,3.457
-33.805,26.929,2.555,3.457
-33.795,26.929,2.555,3.457
-33.784,26.929,2.555,3.457
-33.772,26.929,2.555,3.457
-33.761,26.929,2.561,3.457
-33.754,26.929,2.555,3.457
-33.745,26.929,2.561,3.457
-33.734,26.929,2.561,3.457
-33.725,26.929,2.555,3.457
-33.715,26.929,2.555,3.457
-33.705,26.929,2.555,3.457
-33.694,26.929,2.555,3.457
-33.685,26.929,2.561,3.457
-33.675,26.929,2.555,3.457
-33.665,26.929,2.561,3.457
-33.655,26.954,2.555,3.457
-33.640,26.929,2.555,3.457
-33.630,26.929,2.555,3.344
-33.624,26.929,2.555,3.294
-33.615,26.929,2.555,3.294
-33.606,26.954,2.555,3.294
-33.595,26.954,2.555,3.294
-33.585,26.954,2.555,3.294
-33.575,26.929,2.555,3.294
-33.565,26.929,2.555,3.294
-33.555,26.929,2.555,3.294
-33.544,26.929,2.555,3.294
-33.535,26.929,2.555,3.294
-33.525,26.929,2.555,3.294
-33.516,26.929,2.555,3.301
-33.505,26.929,2.555,3.301
-33.495,26.954,2.555,3.301
-33.485,26.929,2.555,3.301
-33.475,26.929,2.555,3.301
-33.465,26.929,2.561,3.301
-33.454,26.929,2.555,3.294
-33.445,26.929,2.561,3.301
-33.434,26.929,2.555,3.301
-33.424,26.929,2.555,3.301
-33.415,26.929,2.555,3.301
-33.405,26.929,2.561,3.301
-33.395,26.929,2.561,3.301
-33.385,26.929,2.555,3.301
-33.375,26.929,2.555,3.301
-33.365,26.929,2.561,3.301
-33.355,26.929,2.555,3.301
-33.344,26.929,2.555,3.301
-33.333,26.929,2.555,3.301
-33.323,26.929,2.555,3.307
-33.315,26.929,2.555,3.301
-33.305,26.929,2.555,3.307
-33.295,26.954,2.555,3.301
-33.285,26.929,2.555,3.307
-33.275,26.929,2.555,3.307
-33.266,26.929,2.555,3.301
-33.253,26.929,2.555,3.301
-33.245,26.929,2.555,3.301
-33.235,26.929,2.561,3.307
-33.224,26.929,2.555,3.307
-33.215,26.929,2.555,3.307
-33.204,26.929,2.561,3.307
-33.195,26.929,2.561,3.307
-33.185,26.929,2.561,3.307
-33.175,26.929,2.561,3.307
-33.164,26.929,2.561,3.307
-33.155,26.929,2.561,3.307
-33.145,26.929,2.561,3.307
-33.135,26.929,2.561,3.307
-33.125,26.929,2.561,3.307
-33.115,26.929,2.555,3.307
-33.104,26.929,2.561,3.301
-33.094,26.929,2.561,3.307
-33.084,26.929,2.561,3.307
-33.076,26.929,2.555,3.307
-33.065,26.929,2.555,3.307
-33.055,26.929,2.555,3.307
-33.045,26.929,2.561,3.307
-33.034,26.929,2.555,3.307
-33.025,26.929,2.555,3.307
-33.014,26.929,2.555,3.307
-33.006,26.929,2.555,3.307
-32.994,26.929,2.555,3.307
-32.983,26.929,2.561,3.313
-32.975,26.929,2.561,3.307
-32.965,26.929,2.555,3.307
-32.955,26.929,2.561,3.307
-32.945,26.929,2.561,3.307
-32.935,26.929,2.561,3.307
-32.925,26.929,2.561,3.307
-32.915,26.929,2.561,3.307
-32.905,26.929,2.561,3.307
-32.893,26.929,2.561,3.307
-32.885,26.929,2.561,3.307
-32.874,26.929,2.561,3.313
-32.865,26.929,2.561,3.313
-32.855,26.929,2.555,3.313
-32.845,26.929,2.561,3.313
-32.834,26.929,2.561,3.307
-32.826,26.929,2.555,3.313
-32.814,26.929,2.561,3.313
-32.805,26.929,2.561,3.313
-32.795,26.929,2.561,3.313
-32.785,26.929,2.555,3.313
-32.774,26.929,2.561,3.313
-32.764,26.929,2.555,3.313
-32.755,26.929,2.561,3.313
-32.744,26.929,2.561,3.313
-32.734,26.929,2.561,3.313
-32.725,26.929,2.561,3.313
-32.715,26.929,2.561,3.313
-32.703,26.929,2.561,3.313
-32.695,26.929,2.561,3.313
-32.684,26.929,2.561,3.313
-32.674,26.929,2.561,3.313
-32.664,26.929,2.561,3.313
-32.654,26.929,2.561,3.307
-32.644,26.929,2.561,3.313
-32.635,26.929,2.561,3.313
-32.623,26.929,2.555,3.313
-32.614,26.929,2.561,3.313
-32.605,26.929,2.561,3.319
-32.594,26.929,2.561,3.319
-32.585,26.929,2.561,3.313
-32.575,26.929,2.561,3.313
-32.564,26.929,2.561,3.319
-32.554,26.929,2.561,3.313
-32.543,26.929,2.561,3.313
-32.534,26.929,2.561,3.313
-32.525,26.929,2.561,3.319
-32.514,26.929,2.561,3.313
-32.505,26.929,2.561,3.313
-32.495,26.929,2.561,3.313
-32.485,26.929,2.561,3.313
-32.474,26.929,2.561,3.319
-32.464,26.929,2.561,3.319
-32.453,26.929,2.561,3.319
-32.445,26.929,2.561,3.319
-32.434,26.929,2.561,3.319
-32.425,26.929,2.561,3.319
-32.414,26.929,2.561,3.319
-32.405,26.929,2.561,3.319
-32.394,26.929,2.561,3.319
-32.384,26.929,2.561,3.313
-32.373,26.929,2.561,3.319
-32.363,26.929,2.561,3.313
-32.355,26.929,2.561,3.319
-32.343,26.929,2.561,3.319
-32.335,26.929,2.561,3.319
-32.325,26.929,2.561,3.313
-32.315,26.929,2.561,3.313
-32.304,26.929,2.561,3.319
-32.294,26.929,2.561,3.319
-32.285,26.929,2.555,3.319
-32.275,26.929,2.561,3.319
-32.265,26.929,2.561,3.319
-32.254,26.929,2.561,3.319
-32.244,26.929,2.561,3.319
-32.234,26.929,2.561,3.319
-32.226,26.929,2.561,3.319
-32.215,26.929,2.561,3.319
-32.205,26.929,2.561,3.319
-32.195,26.929,2.561,3.319
-32.185,26.929,2.561,3.319
-32.174,26.929,2.561,3.319
-32.165,26.929,2.561,3.319
-32.155,26.929,2.567,3.319
-32.144,26.929,2.561,3.319
-32.134,26.929,2.561,3.319
-32.123,26.929,2.561,3.319
-32.114,26.929,2.561,3.319
-32.105,26.929,2.561,3.319
-32.095,26.929,2.561,3.319
-32.085,26.929,2.561,3.319
-32.074,26.929,2.561,3.319
-32.065,26.929,2.561,3.319
-32.054,26.929,2.561,3.319
-32.045,26.929,2.561,3.319
-32.035,26.929,2.561,3.319
-32.025,26.929,2.561,3.319
-32.014,26.929,2.561,3.319
-32.005,26.929,2.561,3.319
-31.995,26.929,2.561,3.313
-31.984,26.929,2.561,3.319
-31.975,26.929,2.561,3.319
-31.964,26.929,2.561,3.319
-31.955,26.929,2.561,3.319
-31.944,26.929,2.567,3.319
-31.935,26.929,2.561,3.319
-31.925,26.929,2.561,3.326
-31.914,26.929,2.561,3.319
-31.903,26.929,2.561,3.319
-31.895,26.929,2.561,3.319
-31.884,26.929,2.561,3.319
-31.875,26.929,2.561,3.319
-31.865,26.929,2.561,3.319
-31.855,26.929,2.561,3.319
-31.845,26.929,2.567,3.319
-31.835,26.929,2.561,3.319
-31.825,26.929,2.567,3.319
-31.814,26.929,2.567,3.319
-31.804,26.929,2.561,3.319
-31.794,26.929,2.561,3.319
-31.785,26.929,2.561,3.319
-31.774,26.929,2.561,3.319
-31.765,26.929,2.561,3.319
-31.753,26.929,2.561,3.319
-31.745,26.929,2.561,3.319
-31.735,26.929,2.561,3.319
-31.724,26.929,2.561,3.319
-31.715,26.929,2.561,3.319
-31.705,26.929,2.561,3.319
-31.694,26.929,2.567,3.326
-31.683,26.929,2.567,3.326
-31.675,26.929,2.567,3.319
-31.665,26.929,2.561,3.326
-31.654,26.929,2.561,3.319
-31.643,26.929,2.561,3.319
-31.635,26.929,2.561,3.326
-31.625,26.904,2.561,3.319
-31.614,26.929,2.561,3.326
-31.605,26.904,2.561,3.319
-31.593,26.929,2.561,3.326
-31.585,26.929,2.561,3.326
-31.575,26.929,2.561,3.326
-31.564,26.929,2.561,3.326
-31.555,26.929,2.561,3.326
-31.544,26.929,2.561,3.326
-31.532,26.904,2.561,3.326
-31.518,26.904,2.561,3.326
-31.512,26.929,2.567,3.319
-31.505,26.929,2.567,3.326
-31.494,26.929,2.567,3.319
-31.484,26.929,2.567,3.326
-31.474,26.929,2.561,3.326
-31.464,26.929,2.567,3.326
-31.455,26.904,2.567,3.326
-31.445,26.929,2.561,3.326
-31.435,26.929,2.567,3.326
-31.423,26.929,2.567,3.326
-31.415,26.929,2.567,3.326
-31.405,26.904,2.567,3.326
-31.395,26.929,2.567,3.326
-31.385,26.929,2.567,3.326
-31.375,26.904,2.567,3.326
-31.364,26.904,2.561,3.326
-31.353,26.904,2.567,3.326
-31.344,26.904,2.561,3.332
-31.335,26.904,2.561,3.326
-31.324,26.904,2.561,3.326
-31.315,26.904,2.561,3.326
-31.304,26.904,2.561,3.326
-31.295,26.929,2.561,3.326
-31.284,26.929,2.561,3.326
-31.275,26.904,2.561,3.326
-31.265,26.929,2.561,3.326
-31.254,26.904,2.561,3.326
-31.244,26.904,2.567,3.326
-31.235,26.904,2.561,3.326
-31.225,26.929,2.561,3.326
-31.214,26.929,2.561,3.326
-31.205,26.904,2.561,3.326
-31.194,26.904,2.567,3.326
-31.184,26.904,2.561,3.332
-31.175,26.904,2.567,3.326
-31.165,26.904,2.567,3.326
-31.155,26.929,2.561,3.326
-31.144,26.904,2.567,3.332
-31.134,26.929,2.567,3.326
-31.125,26.929,2.561,3.332
-31.115,26.904,2.561,3.326
-31.105,26.929,2.567,3.326
-31.094,26.904,2.567,3.326
-31.085,26.904,2.567,3.332
-31.074,26.904,2.561,3.332
-31.065,26.904,2.561,3.332
-31.055,26.929,2.561,3.326
-31.044,26.904,2.567,3.332
-31.034,26.904,2.567,3.332
-31.024,26.904,2.561,3.326
-31.014,26.904,2.561,3.332
-31.004,26.904,2.561,3.332
-30.995,26.904,2.567,3.332
-30.985,26.904,2.567,3.332
-30.975,26.904,2.561,3.332
-30.965,26.904,2.567,3.332
-30.955,26.904,2.567,3.332
-30.945,26.904,2.567,3.332
-30.934,26.904,2.567,3.326
-30.924,26.904,2.561,3.332
-30.913,26.904,2.561,3.332
-30.905,26.904,2.567,3.332
-30.895,26.904,2.567,3.332
-30.885,26.904,2.567,3.332
-30.874,26.904,2.561,3.326
-30.865,26.904,2.567,3.332
-30.854,26.904,2.561,3.332
-30.844,26.904,2.561,3.332
-30.834,26.904,2.561,3.332
-30.825,26.904,2.567,3.332
-30.815,26.904,2.561,3.332
-30.803,26.904,2.567,3.332
-30.795,26.904,2.567,3.332
-30.785,26.904,2.561,3.332
-30.774,26.904,2.567,3.332
-30.766,26.904,2.567,3.332
-30.755,26.904,2.567,3.332
-30.745,26.904,2.561,3.332
-30.734,26.904,2.567,3.332
-30.725,26.904,2.561,3.332
-30.714,26.904,2.567,3.332
-30.704,26.904,2.567,3.332
-30.694,26.904,2.567,3.332
-30.685,26.904,2.561,3.332
-30.674,26.904,2.561,3.332
-30.665,26.904,2.567,3.332
-30.655,26.904,2.567,3.332
-30.645,26.904,2.561,3.332
-30.635,26.904,2.567,3.332
-30.625,26.904,2.567,3.332
-30.614,26.904,2.567,3.332
-30.604,26.904,2.567,3.332
-30.594,26.904,2.567,3.332
-30.584,26.904,2.567,3.332
-30.574,26.904,2.567,3.332
-30.565,26.904,2.567,3.332
-30.555,26.904,2.567,3.332
-30.545,26.904,2.567,3.332
-30.530,26.904,2.567,3.332
-30.519,26.904,2.567,3.332
-30.511,26.904,2.567,3.332
-30.504,26.904,2.567,3.332
-30.494,26.904,2.567,3.332
-30.484,26.904,2.561,3.332
-30.474,26.904,2.567,3.332
-30.465,26.904,2.567,3.332
-30.454,26.904,2.567,3.332
-30.445,26.904,2.567,3.332
-30.434,26.904,2.567,3.332
-30.425,26.904,2.567,3.332
-30.414,26.904,2.567,3.332
-30.405,26.904,2.567,3.332
-30.395,26.904,2.567,3.332
-30.383,26.904,2.567,3.332
-30.375,26.904,2.567,3.338
-30.365,26.904,2.567,3.332
-30.354,26.904,2.567,3.332
-30.344,26.904,2.567,3.332
-30.335,26.904,2.567,3.332
-30.324,26.904,2.561,3.332
-30.313,26.904,2.567,3.332
-30.305,26.904,2.567,3.332
-30.295,26.904,2.567,3.332
-30.285,26.904,2.567,3.332
-30.275,26.904,2.567,3.332
-30.264,26.904,2.567,3.332
-30.254,26.904,2.567,3.332
-30.244,26.904,2.561,3.332
-30.234,26.904,2.561,3.332
-30.225,26.904,2.561,3.338
-30.215,26.904,2.567,3.332
-30.205,26.904,2.561,3.332
-30.195,26.904,2.567,3.332
-30.184,26.904,2.567,3.332
-30.175,26.904,2.567,3.332
-30.164,26.904,2.567,3.338
-30.155,26.904,2.567,3.332
-30.143,26.904,2.567,3.332
-30.135,26.904,2.567,3.338
-30.125,26.904,2.567,3.332
-30.115,26.904,2.567,3.332
-30.104,26.904,2.567,3.332
-30.095,26.904,2.567,3.332
-30.084,26.904,2.567,3.332
-30.075,26.904,2.567,3.338
-30.065,26.904,2.567,3.338
-30.054,26.904,2.567,3.344
-30.045,26.904,2.567,3.395
-30.035,26.904,2.567,3.426
-30.023,26.904,2.567,3.426
-30.015,26.904,2.567,3.432
-30.005,26.904,2.567,3.432
-29.995,26.904,2.561,3.432
-29.985,26.904,2.567,3.438
-29.975,26.904,2.567,3.432
-29.965,26.904,2.567,3.438
-29.955,26.904,2.567,3.432
-29.945,26.904,2.567,3.438
-29.934,26.904,2.567,3.438
-29.924,26.904,2.567,3.438
-29.914,26.904,2.567,3.438
-29.902,26.904,2.567,3.438
-29.888,26.904,2.567,3.438
-29.881,26.904,2.567,3.438
