# T[s],P3[MPa]
-12.090,2.852
-12.079,2.852
-12.069,2.852
-12.059,2.852
-12.046,2.852
-12.034,2.852
-12.025,2.852
-12.019,2.852
-12.009,2.852
-11.997,2.852
-11.989,2.852
-11.979,2.852
-11.969,2.852
-11.959,2.852
-11.949,2.852
-11.938,2.852
-11.928,2.852
-11.919,2.852
-11.909,2.852
-11.897,2.852
-11.889,2.852
-11.879,2.852
-11.869,2.852
-11.858,2.852
-11.848,2.852
-11.840,2.852
-11.830,2.852
-11.819,2.852
-11.809,2.852
-11.797,2.852
-11.789,2.852
-11.779,2.852
-11.769,2.852
-11.758,2.852
-11.749,2.852
-11.738,2.852
-11.729,2.852
-11.719,2.852
-11.709,2.852
-11.698,2.846
-11.689,2.852
-11.678,2.852
-11.670,2.852
-11.656,2.852
-11.642,2.852
-11.636,2.852
-11.628,2.852
-11.619,2.852
-11.608,2.852
-11.597,2.852
-11.589,2.852
-11.579,2.852
-11.570,2.852
-11.559,2.852
-11.549,2.852
-11.539,2.852
-11.529,2.852
-11.519,2.852
-11.509,2.852
-11.498,2.852
-11.489,2.852
-11.479,2.852
-11.469,2.852
-11.459,2.852
-11.449,2.852
-11.439,2.852
-11.429,2.852
-11.419,2.852
-11.410,2.852
-11.397,2.852
-11.388,2.852
-11.378,2.852
-11.369,2.852
-11.359,2.852
-11.348,2.852
-11.339,2.852
-11.328,2.852
-11.320,2.852
-11.309,2.852
-11.297,2.852
-11.288,2.852
-11.279,2.852
-11.269,2.852
-11.258,2.852
-11.249,2.852
-11.238,2.852
-11.229,2.852
-11.219,2.852
-11.209,2.852
-11.198,2.852
-11.189,2.852
-11.178,2.852
-11.169,2.852
-11.158,2.852
-11.148,2.852
-11.140,2.852
-11.129,2.852
-11.119,2.852
-11.109,2.852
-11.098,2.852
-11.089,2.852
-11.079,2.852
-11.069,2.852
-11.058,2.852
-11.049,2.846
-11.039,2.852
-11.029,2.852
-11.019,2.852
-11.009,2.852
-10.998,2.852
-10.989,2.852
-10.980,2.852
-10.970,2.852
-10.959,2.852
-10.949,2.852
-10.939,2.852
-10.929,2.846
-10.918,2.852
-10.909,2.852
-10.897,2.852
-10.887,2.852
-10.879,2.846
-10.869,2.852
-10.859,2.852
-10.845,2.852
-10.833,2.846
-10.826,2.846
-10.819,2.852
-10.809,2.846
-10.798,2.852
-10.789,2.852
-10.779,2.852
-10.769,2.852
-10.759,2.852
-10.745,2.846
-10.733,2.852
-10.727,2.852
-10.718,2.852
-10.710,2.852
-10.697,2.852
-10.689,2.852
-10.679,2.852
-10.669,2.852
-10.659,2.852
-10.648,2.852
-10.638,2.852
-10.630,2.852
-10.618,2.852
-10.608,2.846
-10.596,2.852
-10.589,2.852
-10.579,2.852
-10.569,2.852
-10.559,2.852
-10.549,2.852
-10.538,2.846
-10.528,2.852
-10.518,2.852
-10.509,2.852
-10.496,2.852
-10.489,2.852
-10.479,2.852
-10.469,2.852
-10.459,2.852
-10.449,2.852
-10.439,2.852
-10.429,2.852
-10.418,2.852
-10.409,2.846
-10.396,2.846
-10.388,2.852
-10.379,2.852
-10.369,2.852
-10.359,2.852
-10.349,2.852
-10.339,2.852
-10.329,2.846
-10.319,2.846
-10.309,2.846
-10.297,2.852
-10.288,2.852
-10.278,2.846
-10.269,2.846
-10.259,2.846
-10.249,2.846
-10.239,2.852
-10.229,2.852
-10.219,2.852
-10.209,2.846
-10.198,2.846
-10.189,2.846
-10.179,2.846
-10.169,2.846
-10.158,2.852
-10.149,2.846
-10.139,2.846
-10.130,2.846
-10.119,2.846
-10.109,2.846
-10.098,2.846
-10.089,2.846
-10.079,2.852
-10.069,2.846
-10.059,2.846
-10.049,2.846
-10.039,2.846
-10.030,2.846
-10.019,2.846
-10.009,2.846
-9.998,2.846
-9.989,2.846
-9.977,2.846
-9.969,2.846
-9.958,2.846
-9.948,2.846
-9.937,2.846
-9.929,2.846
-9.917,2.846
-9.909,2.846
-9.898,2.846
-9.889,2.846
-9.879,2.846
-9.869,2.846
-9.860,2.846
-9.848,2.846
-9.838,2.846
-9.829,2.846
-9.819,2.846
-9.809,2.846
-9.798,2.846
-9.789,2.846
-9.779,2.846
-9.768,2.846
-9.758,2.852
-9.749,2.846
-9.739,2.846
-9.729,2.846
-9.719,2.852
-9.709,2.846
-9.698,2.846
-9.689,2.846
-9.679,2.846
-9.668,2.846
-9.659,2.846
-9.649,2.846
-9.639,2.846
-9.629,2.846
-9.619,2.846
-9.609,2.846
-9.597,2.846
-9.589,2.852
-9.579,2.846
-9.569,2.846
-9.559,2.846
-9.549,2.846
-9.539,2.846
-9.529,2.846
-9.519,2.846
-9.508,2.846
-9.497,2.846
-9.489,2.846
-9.479,2.846
-9.469,2.846
-9.459,2.846
-9.448,2.846
-9.438,2.846
-9.429,2.846
-9.419,2.846
-9.409,2.846
-9.398,2.846
-9.388,2.846
-9.379,2.846
-9.369,2.846
-9.359,2.846
-9.350,2.846
-9.340,2.846
-9.321,2.846
-9.313,2.846
-9.307,2.846
-9.298,2.846
-9.289,2.846
-9.279,2.846
-9.268,2.846
-9.258,2.846
-9.250,2.846
-9.238,2.846
-9.229,2.846
-9.219,2.846
-9.209,2.846
-9.198,2.846
-9.189,2.846
-9.179,2.846
-9.169,2.846
-9.159,2.846
-9.149,2.846
-9.139,2.846
-9.125,2.846
-9.114,2.846
-9.107,2.846
-9.098,2.846
-9.088,2.846
-9.079,2.846
-9.069,2.846
-9.052,2.846
-9.046,2.846
-9.038,2.846
-9.029,2.846
-9.019,2.846
-9.009,2.846
-8.998,2.846
-8.989,2.846
-8.978,2.846
-8.969,2.846
-8.959,2.846
-8.949,2.846
-8.939,2.846
-8.928,2.846
-8.919,2.846
-8.908,2.846
-8.891,2.846
-8.883,2.846
-8.878,2.846
-8.869,2.846
-8.859,2.846
-8.849,2.846
-8.839,2.846
-8.828,2.846
-8.813,2.846
-8.808,2.846
-8.797,2.846
-8.789,2.846
-8.779,2.846
-8.769,2.846
-8.759,2.846
-8.749,2.846
-8.739,2.846
-8.726,2.846
-8.715,2.846
-8.708,2.846
-8.697,2.846
-8.689,2.846
-8.679,2.846
-8.669,2.846
-8.659,2.846
-8.650,2.846
-8.639,2.846
-8.628,2.846
-8.619,2.846
-8.609,2.846
-8.598,2.846
-8.589,2.846
-8.579,2.846
-8.570,2.846
-8.560,2.846
-8.549,2.846
-8.539,2.846
-8.529,2.846
-8.518,2.846
-8.509,2.846
-8.498,2.846
-8.488,2.846
-8.479,2.846
-8.469,2.846
-8.459,2.846
-8.449,2.846
-8.439,2.846
-8.429,2.846
-8.419,2.846
-8.409,2.846
-8.397,2.846
-8.388,2.846
-8.379,2.846
-8.369,2.846
-8.359,2.846
-8.349,2.846
-8.339,2.846
-8.329,2.846
-8.319,2.846
-8.309,2.846
-8.297,2.846
-8.289,2.846
-8.279,2.846
-8.269,2.846
-8.259,2.846
-8.249,2.846
-8.239,2.846
-8.230,2.846
-8.220,2.846
-8.209,2.846
-8.197,2.846
-8.189,2.846
-8.179,2.846
-8.168,2.846
-8.159,2.846
-8.149,2.846
-8.138,2.846
-8.130,2.846
-8.119,2.846
-8.109,2.846
-8.099,2.846
-8.089,2.846
-8.079,2.846
-8.069,2.846
-8.058,2.846
-8.048,2.846
-8.039,2.846
-8.029,2.846
-8.019,2.846
-8.009,2.846
-7.998,2.846
-7.989,2.846
-7.979,2.846
-7.968,2.846
-7.959,2.839
-7.948,2.846
-7.938,2.839
-7.929,2.846
-7.919,2.839
-7.909,2.846
-7.898,2.846
-7.889,2.846
-7.879,2.846
-7.869,2.846
-7.859,2.846
-7.849,2.846
-7.839,2.846
-7.829,2.846
-7.819,2.846
-7.809,2.846
-7.797,2.846
-7.789,2.846
-7.779,2.846
-7.767,2.846
-7.759,2.846
-7.749,2.846
-7.738,2.846
-7.729,2.839
-7.718,2.846
-7.709,2.846
-7.697,2.846
-7.689,2.846
-7.679,2.846
-7.669,2.846
-7.659,2.846
-7.649,2.846
-7.639,2.846
-7.629,2.846
-7.620,2.846
-7.609,2.839
-7.597,2.839
-7.589,2.846
-7.579,2.846
-7.569,2.846
-7.559,2.846
-7.548,2.846
-7.539,2.846
-7.530,2.846
-7.519,2.846
-7.509,2.846
-7.498,2.846
-7.489,2.846
-7.479,2.846
-7.469,2.839
-7.459,2.839
-7.449,2.846
-7.439,2.839
-7.429,2.846
-7.418,2.846
-7.409,2.839
-7.398,2.846
-7.389,2.846
-7.379,2.839
-7.369,2.846
-7.360,2.846
-7.348,2.846
-7.339,2.846
-7.329,2.839
-7.319,2.846
-7.309,2.846
-7.297,2.846
-7.289,2.846
-7.278,2.846
-7.270,2.846
-7.258,2.839
-7.249,2.846
-7.239,2.846
-7.229,2.846
-7.219,2.846
-7.209,2.846
-7.197,2.846
-7.188,2.846
-7.178,2.846
-7.169,2.839
-7.158,2.846
-7.149,2.839
-7.139,2.839
-7.129,2.846
-7.119,2.846
-7.108,2.839
-7.097,2.839
-7.088,2.846
-7.078,2.839
-7.069,2.839
-7.059,2.846
-7.049,2.846
-7.039,2.839
-7.029,2.846
-7.019,2.846
-7.009,2.846
-6.996,2.846
-6.989,2.839
-6.979,2.846
-6.969,2.839
-6.959,2.846
-6.948,2.839
-6.938,2.839
-6.930,2.839
-6.919,2.839
-6.909,2.839
-6.896,2.839
-6.889,2.839
-6.879,2.839
-6.868,2.846
-6.858,2.839
-6.850,2.846
-6.839,2.846
-6.829,2.839
-6.819,2.839
-6.809,2.846
-6.798,2.846
-6.789,2.846
-6.779,2.846
-6.769,2.846
-6.758,2.846
-6.748,2.839
-6.739,2.839
-6.729,2.839
-6.719,2.846
-6.709,2.846
-6.697,2.846
-6.689,2.846
-6.680,2.846
-6.670,2.839
-6.659,2.839
-6.649,2.839
-6.639,2.846
-6.629,2.846
-6.619,2.839
-6.608,2.839
-6.597,2.846
-6.590,2.839
-6.580,2.839
-6.568,2.846
-6.559,2.839
-6.549,2.846
-6.539,2.839
-6.528,2.839
-6.519,2.839
-6.509,2.839
-6.497,2.839
-6.489,2.839
-6.479,2.839
-6.469,2.839
-6.459,2.839
-6.449,2.839
-6.438,2.839
-6.429,2.839
-6.418,2.846
-6.409,2.839
-6.397,2.839
-6.389,2.839
-6.379,2.839
-6.369,2.839
-6.359,2.839
-6.349,2.839
-6.339,2.839
-6.328,2.846
-6.319,2.839
-6.309,2.839
-6.297,2.839
-6.289,2.839
-6.279,2.839
-6.269,2.839
-6.259,2.839
-6.250,2.839
-6.240,2.839
-6.229,2.839
-6.218,2.839
-6.209,2.839
-6.198,2.839
-6.189,2.839
-6.178,2.839
-6.169,2.839
-6.159,2.839
-6.149,2.839
-6.138,2.839
-6.129,2.839
-6.118,2.839
-6.109,2.839
-6.098,2.839
-6.088,2.839
-6.079,2.839
-6.068,2.839
-6.058,2.839
-6.049,2.839
-6.039,2.839
-6.027,2.839
-6.014,2.839
-6.006,2.839
-5.996,2.839
-5.989,2.839
-5.978,2.839
-5.949,2.839
-5.939,2.839
-5.929,2.839
-5.919,2.839
-5.909,2.839
-5.898,2.846
-5.889,2.839
-5.879,2.846
-5.867,2.846
-5.859,2.846
-5.849,2.846
-5.839,2.846
-5.829,2.846
-5.819,2.846
-5.808,2.846
-5.794,2.846
-5.784,2.846
-5.778,2.852
-5.767,2.852
-5.759,2.852
-5.749,2.852
-5.739,2.852
-5.728,2.858
-5.720,2.852
-5.709,2.852
-5.696,2.858
-5.687,2.864
-5.679,2.864
-5.668,2.871
-5.659,2.877
-5.648,2.883
-5.639,2.889
-5.629,2.896
-5.619,2.896
-5.605,2.908
-5.593,2.915
-5.588,2.915
-5.579,2.921
-5.569,2.927
-5.558,2.933
-5.546,2.933
-5.533,2.940
-5.526,2.940
-5.519,2.940
-5.509,2.940
-5.496,2.940
-5.488,2.940
-5.479,2.940
-5.469,2.940
-5.458,2.940
-5.445,2.933
-5.432,2.933
-5.426,2.927
-5.419,2.927
-5.409,2.921
-5.397,2.921
-5.388,2.915
-5.379,2.908
-5.369,2.908
-5.358,2.902
-5.349,2.896
-5.339,2.896
-5.329,2.889
-5.319,2.883
-5.309,2.877
-5.297,2.877
-5.288,2.871
-5.279,2.864
-5.269,2.864
-5.259,2.858
-5.247,2.852
-5.234,2.852
-5.223,2.846
-5.218,2.846
-5.208,2.839
-5.197,2.839
-5.189,2.833
-5.179,2.833
-5.169,2.827
-5.159,2.820
-5.148,2.820
-5.139,2.820
-5.129,2.814
-5.120,2.808
-5.109,2.808
-5.095,2.802
-5.087,2.802
-5.079,2.802
-5.069,2.795
-5.059,2.795
-5.049,2.789
-5.039,2.789
-5.025,2.783
-5.014,2.783
-5.008,2.783
-4.997,2.776
-4.989,2.776
-4.979,2.770
-4.969,2.770
-4.959,2.770
-4.949,2.764
-4.938,2.764
-4.929,2.764
-4.917,2.764
-4.909,2.758
-4.898,2.758
-4.889,2.758
-4.878,2.751
-4.869,2.751
-4.860,2.751
-4.849,2.751
-4.838,2.745
-4.829,2.745
-4.819,2.745
-4.809,2.745
-4.798,2.739
-4.788,2.739
-4.779,2.739
-4.768,2.739
-4.757,2.732
-4.749,2.732
-4.739,2.732
-4.729,2.732
-4.719,2.726
-4.709,2.726
-4.697,2.726
-4.689,2.726
-4.679,2.720
-4.669,2.720
-4.658,2.720
-4.649,2.720
-4.639,2.720
-4.629,2.720
-4.619,2.714
-4.610,2.714
-4.593,2.714
-4.583,2.714
-4.578,2.714
-4.569,2.714
-4.556,2.707
-4.548,2.707
-4.539,2.707
-4.529,2.707
-4.519,2.707
-4.505,2.701
-4.496,2.707
-4.489,2.701
-4.479,2.701
-4.469,2.701
-4.459,2.701
-4.449,2.701
-4.439,2.695
-4.430,2.695
-4.419,2.695
-4.409,2.695
-4.397,2.695
-4.389,2.689
-4.379,2.695
-4.369,2.689
-4.359,2.689
-4.348,2.689
-4.338,2.689
-4.329,2.689
-4.319,2.689
-4.309,2.682
-4.299,2.689
-4.289,2.682
-4.279,2.682
-4.269,2.682
-4.260,2.682
-4.249,2.682
-4.239,2.682
-4.229,2.676
-4.219,2.676
-4.209,2.682
-4.198,2.676
-4.189,2.676
-4.180,2.676
-4.168,2.676
-4.159,2.676
-4.149,2.676
-4.139,2.676
-4.129,2.676
-4.119,2.676
-4.109,2.670
-4.097,2.670
-4.090,2.670
-4.079,2.670
-4.062,2.670
-4.054,2.670
-4.047,2.670
-4.039,2.670
-4.029,2.670
-4.017,2.663
-4.009,2.663
-3.997,2.663
-3.988,2.663
-3.979,2.663
-3.969,2.663
-3.959,2.657
-3.949,2.657
-3.939,2.663
-3.928,2.663
-3.919,2.657
-3.909,2.657
-3.897,2.657
-3.889,2.657
-3.879,2.657
-3.869,2.657
-3.859,2.657
-3.849,2.657
-3.838,2.657
-3.830,2.657
-3.818,2.657
-3.809,2.657
-3.796,2.657
-3.787,2.657
-3.779,2.651
-3.769,2.651
-3.759,2.651
-3.749,2.651
-3.739,2.657
-3.729,2.651
-3.719,2.651
-3.709,2.651
-3.698,2.651
-3.689,2.651
-3.679,2.651
-3.669,2.645
-3.658,2.645
-3.649,2.645
-3.635,2.645
-3.625,2.645
-3.619,2.645
-3.609,2.645
-3.598,2.645
-3.588,2.645
-3.579,2.645
-3.570,2.645
-3.558,2.645
-3.549,2.638
-3.539,2.645
-3.529,2.638
-3.519,2.638
-3.509,2.638
-3.498,2.638
-3.488,2.638
-3.475,2.638
-3.463,2.638
-3.458,2.638
-3.449,2.638
-3.439,2.632
-3.429,2.632
-3.416,2.638
-3.407,2.638
-3.397,2.638
-3.389,2.632
-3.378,2.638
-3.367,2.638
-3.357,2.638
-3.349,2.632
-3.339,2.632
-3.329,2.632
-3.319,2.632
-3.309,2.632
-3.297,2.632
-3.289,2.632
-3.279,2.632
-3.267,2.632
-3.259,2.632
-3.249,2.632
-3.239,2.632
-3.230,2.632
-3.218,2.632
-3.209,2.632
-3.198,2.632
-3.187,2.632
-3.179,2.626
-3.169,2.632
-3.158,2.632
-3.149,2.632
-3.138,2.632
-3.129,2.626
-3.118,2.632
-3.109,2.626
-3.094,2.626
-3.082,2.626
-3.072,2.626
-3.067,2.626
-3.059,2.626
-3.048,2.626
-3.038,2.626
-3.029,2.626
-3.019,2.626
-3.009,2.626
-2.998,2.626
-2.989,2.626
-2.979,2.626
-2.968,2.626
-2.959,2.626
-2.949,2.626
-2.938,2.626
-2.929,2.626
-2.917,2.626
-2.903,2.626
-2.892,2.626
-2.889,2.619
-2.879,2.619
-2.868,2.619
-2.858,2.619
-2.849,2.619
-2.839,2.619
-2.829,2.619
-2.819,2.619
-2.809,2.626
-2.798,2.619
-2.788,2.619
-2.779,2.619
-2.769,2.619
-2.759,2.619
-2.747,2.619
-2.739,2.619
-2.729,2.619
-2.719,2.619
-2.709,2.619
-2.697,2.619
-2.687,2.613
-2.679,2.619
-2.669,2.619
-2.658,2.619
-2.649,2.613
-2.638,2.613
-2.629,2.619
-2.618,2.613
-2.609,2.613
-2.597,2.613
-2.589,2.613
-2.579,2.619
-2.569,2.613
-2.559,2.613
-2.549,2.613
-2.538,2.613
-2.528,2.613
-2.519,2.613
-2.509,2.613
-2.498,2.613
-2.489,2.613
-2.479,2.613
-2.469,2.613
-2.459,2.613
-2.448,2.613
-2.438,2.613
-2.428,2.613
-2.418,2.613
-2.409,2.613
-2.396,2.613
-2.389,2.613
-2.378,2.613
-2.369,2.613
-2.358,2.607
-2.349,2.607
-2.338,2.607
-2.329,2.613
-2.319,2.613
-2.309,2.607
-2.297,2.607
-2.289,2.607
-2.279,2.607
-2.267,2.607
-2.259,2.613
-2.249,2.613
-2.239,2.607
-2.229,2.613
-2.219,2.613
-2.209,2.613
-2.198,2.613
-2.187,2.607
-2.178,2.613
-2.169,2.613
-2.159,2.613
-2.149,2.613
-2.139,2.613
-2.129,2.607
-2.119,2.607
-2.110,2.607
-2.097,2.607
-2.088,2.613
-2.079,2.607
-2.069,2.607
-2.059,2.607
-2.049,2.607
-2.039,2.613
-2.030,2.607
-2.019,2.607
-2.008,2.607
-1.997,2.607
-1.989,2.607
-1.978,2.607
-1.969,2.607
-1.959,2.607
-1.949,2.607
-1.938,2.607
-1.929,2.607
-1.919,2.607
-1.909,2.607
-1.898,2.607
-1.889,2.607
-1.879,2.607
-1.868,2.607
-1.859,2.607
-1.848,2.607
-1.838,2.607
-1.829,2.607
-1.819,2.607
-1.807,2.607
-1.791,2.607
-1.783,2.607
-1.778,2.601
-1.768,2.607
-1.758,2.607
-1.748,2.607
-1.738,2.607
-1.727,2.607
-1.717,2.607
-1.708,2.607
-1.698,2.607
-1.688,2.607
-1.679,2.607
-1.669,2.607
-1.659,2.607
-1.649,2.607
-1.639,2.607
-1.629,2.607
-1.619,2.607
-1.608,2.601
-1.597,2.601
-1.589,2.607
-1.579,2.607
-1.569,2.607
-1.559,2.601
-1.548,2.607
-1.539,2.601
-1.528,2.607
-1.519,2.601
-1.510,2.601
-1.498,2.601
-1.489,2.607
-1.479,2.607
-1.469,2.607
-1.459,2.607
-1.449,2.607
-1.438,2.601
-1.428,2.601
-1.419,2.601
-1.409,2.601
-1.397,2.601
-1.389,2.601
-1.379,2.601
-1.369,2.601
-1.355,2.601
-1.345,2.601
-1.333,2.601
-1.328,2.601
-1.318,2.601
-1.307,2.601
-1.296,2.601
-1.289,2.601
-1.279,2.601
-1.269,2.601
-1.259,2.601
-1.249,2.601
-1.238,2.601
-1.227,2.601
-1.218,2.601
-1.209,2.601
-1.196,2.601
-1.189,2.601
-1.179,2.601
-1.169,2.601
-1.160,2.601
-1.149,2.601
-1.139,2.601
-1.129,2.601
-1.117,2.601
-1.102,2.601
-1.095,2.601
-1.088,2.601
-1.079,2.601
-1.068,2.601
-1.058,2.601
-1.049,2.601
-1.038,2.601
-1.029,2.601
-1.019,2.601
-1.008,2.601
-0.997,2.601
-0.988,2.601
-0.978,2.601
-0.969,2.601
-0.959,2.601
-0.949,2.601
-0.939,2.601
-0.929,2.601
-0.919,2.601
-0.909,2.601
-0.898,2.601
-0.888,2.601
-0.879,2.601
-0.868,2.601
-0.859,2.601
-0.848,2.601
-0.839,2.601
-0.829,2.601
-0.819,2.601
-0.809,2.601
-0.799,2.601
-0.789,2.601
-0.779,2.601
-0.769,2.601
-0.759,2.601
-0.748,2.601
-0.739,2.601
-0.729,2.601
-0.719,2.601
-0.708,2.601
-0.696,2.601
-0.688,2.601
-0.679,2.601
-0.669,2.601
-0.659,2.601
-0.650,2.601
-0.637,2.601
-0.629,2.601
-0.618,2.601
-0.609,2.601
-0.598,2.601
-0.588,2.601
-0.578,2.601
-0.569,2.601
-0.560,2.601
-0.549,2.601
-0.539,2.601
-0.529,2.601
-0.519,2.601
-0.509,2.601
-0.498,2.601
-0.488,2.601
-0.478,2.601
-0.468,2.601
-0.457,2.601
-0.449,2.601
-0.439,2.601
-0.429,2.601
-0.419,2.601
-0.409,2.601
-0.397,2.601
-0.389,2.601
-0.378,2.601
-0.369,2.594
-0.359,2.601
-0.349,2.594
-0.339,2.601
-0.329,2.594
-0.318,2.601
-0.309,2.601
-0.297,2.601
-0.288,2.601
-0.279,2.594
-0.269,2.601
-0.259,2.594
-0.248,2.594
-0.239,2.601
-0.229,2.594
-0.219,2.594
-0.208,2.594
-0.197,2.594
-0.187,2.594
-0.179,2.594
-0.169,2.594
-0.158,2.601
-0.148,2.594
-0.138,2.594
-0.128,2.601
-0.119,2.594
-0.109,2.594
-0.097,2.594
-0.089,2.594
-0.078,2.594
-0.069,2.594
-0.058,2.594
-0.048,2.594
-0.038,2.594
-0.027,2.594
-0.018,2.594
-0.009,2.594
0.002,2.594
0.011,2.594
0.022,2.594
0.031,2.594
0.042,2.594
0.052,2.594
0.061,2.594
0.071,2.594
0.081,2.594
0.091,2.594
0.102,2.588
0.111,2.594
0.122,2.594
0.130,2.588
0.141,2.594
0.151,2.594
0.161,2.588
0.171,2.594
0.181,2.594
0.192,2.594
0.203,2.594
0.212,2.588
0.222,2.588
0.231,2.588
0.241,2.588
0.251,2.588
0.261,2.594
0.271,2.588
0.282,2.588
0.292,2.588
0.303,2.594
0.312,2.588
0.321,2.588
0.331,2.588
0.341,2.588
0.351,2.588
0.361,2.588
0.372,2.588
0.382,2.588
0.392,2.588
0.403,2.588
0.411,2.588
0.422,2.588
0.431,2.588
0.441,2.582
0.451,2.588
0.462,2.588
0.472,2.588
0.485,2.588
0.498,2.588
0.505,2.588
0.511,2.588
0.521,2.582
0.531,2.588
0.541,2.588
0.551,2.582
0.561,2.588
0.573,2.588
0.581,2.582
0.591,2.588
0.606,2.588
0.617,2.588
0.624,2.588
0.631,2.588
0.642,2.582
0.652,2.582
0.662,2.582
0.673,2.582
0.681,2.588
0.691,2.582
0.705,2.582
0.715,2.582
0.723,2.582
0.732,2.582
0.741,2.582
0.751,2.582
0.762,2.588
0.771,2.588
0.781,2.588
0.792,2.588
0.806,2.588
0.815,2.588
0.823,2.594
0.832,2.594
0.843,2.594
0.852,2.594
0.861,2.594
0.871,2.594
0.881,2.594
0.892,2.594
0.903,2.601
0.912,2.601
0.921,2.601
0.931,2.601
0.941,2.601
0.954,2.601
0.969,2.601
0.975,2.607
0.982,2.601
0.991,2.607
1.003,2.607
1.011,2.607
1.021,2.607
1.031,2.607
1.042,2.607
1.051,2.613
1.062,2.613
1.071,2.607
1.082,2.613
1.091,2.613
1.101,2.613
1.111,2.613
1.121,2.619
1.132,2.619
1.141,2.619
1.151,2.619
1.161,2.626
1.172,2.626
1.181,2.626
1.191,2.626
1.203,2.626
1.211,2.626
1.222,2.626
1.231,2.626
1.241,2.632
1.256,2.632
1.267,2.632
1.272,2.632
1.281,2.632
1.291,2.632
1.302,2.632
1.312,2.632
1.321,2.632
1.332,2.638
1.341,2.638
1.351,2.638
1.361,2.638
1.373,2.638
1.381,2.638
1.393,2.645
1.402,2.645
1.412,2.645
1.422,2.645
1.431,2.645
1.442,2.645
1.451,2.645
1.461,2.651
1.473,2.651
1.486,2.651
1.497,2.651
1.503,2.651
1.512,2.651
1.522,2.657
1.531,2.657
1.541,2.651
1.553,2.651
1.566,2.657
1.577,2.657
1.582,2.657
1.591,2.657
1.603,2.663
1.611,2.663
1.621,2.663
1.631,2.663
1.641,2.663
1.652,2.663
1.661,2.663
1.672,2.663
1.681,2.663
1.697,2.663
1.710,2.663
1.715,2.663
1.721,2.663
1.731,2.670
1.741,2.670
1.752,2.670
1.761,2.670
1.772,2.670
1.782,2.670
1.791,2.670
1.804,2.670
1.811,2.670
1.821,2.676
1.831,2.676
1.842,2.676
1.852,2.676
1.861,2.676
1.871,2.682
1.882,2.676
1.891,2.682
1.902,2.676
1.911,2.682
1.921,2.676
1.931,2.682
1.943,2.682
1.952,2.682
1.961,2.682
1.971,2.682
1.981,2.682
1.991,2.689
2.004,2.689
2.012,2.689
2.021,2.689
2.033,2.689
2.043,2.689
2.051,2.689
2.061,2.689
2.071,2.689
2.081,2.695
2.091,2.695
2.102,2.689
2.111,2.695
2.121,2.695
2.131,2.695
2.142,2.695
2.151,2.695
2.161,2.695
2.172,2.695
2.182,2.695
2.191,2.695
2.203,2.701
2.213,2.701
2.222,2.701
2.231,2.701
2.241,2.701
2.251,2.701
2.261,2.701
2.271,2.701
2.281,2.707
2.292,2.701
2.303,2.707
2.311,2.707
2.323,2.707
2.331,2.707
2.341,2.707
2.352,2.707
2.362,2.714
2.372,2.714
2.382,2.714
2.391,2.714
2.404,2.714
2.413,2.714
2.421,2.714
2.431,2.714
2.441,2.714
2.451,2.714
2.462,2.714
2.472,2.714
2.482,2.714
2.493,2.714
2.502,2.714
2.512,2.720
2.521,2.720
2.532,2.714
2.541,2.720
2.552,2.714
2.561,2.720
2.571,2.720
2.581,2.720
2.591,2.720
2.604,2.720
2.612,2.726
2.622,2.720
2.632,2.720
2.642,2.720
2.651,2.720
2.661,2.720
2.671,2.720
2.681,2.726
2.691,2.726
2.702,2.726
2.712,2.726
2.722,2.726
2.732,2.726
2.742,2.726
2.751,2.726
2.761,2.726
2.771,2.726
2.781,2.732
2.792,2.726
2.803,2.732
2.811,2.732
2.821,2.726
2.831,2.732
2.842,2.732
2.851,2.732
2.861,2.732
2.871,2.732
2.880,2.732
2.891,2.732
2.903,2.732
2.913,2.732
2.922,2.732
2.931,2.739
2.941,2.732
2.952,2.732
2.961,2.732
2.970,2.739
2.981,2.739
2.991,2.739
3.003,2.739
3.011,2.739
3.021,2.739
3.031,2.739
3.042,2.739
3.052,2.739
3.063,2.739
3.071,2.739
3.081,2.739
3.091,2.739
3.102,2.745
3.111,2.739
3.121,2.745
3.131,2.745
3.142,2.745
3.151,2.745
3.162,2.745
3.173,2.745
3.182,2.745
3.191,2.745
3.207,2.745
3.216,2.745
3.227,2.745
3.232,2.745
3.242,2.751
3.251,2.745
3.261,2.745
3.271,2.745
3.283,2.751
3.292,2.751
3.303,2.751
3.312,2.751
3.321,2.751
3.331,2.751
3.341,2.751
3.351,2.751
3.361,2.751
3.371,2.751
3.382,2.751
3.392,2.751
3.403,2.751
3.411,2.751
3.421,2.751
3.431,2.751
3.441,2.751
3.451,2.751
3.461,2.751
3.471,2.751
3.482,2.751
3.491,2.758
3.503,2.751
3.513,2.758
3.521,2.758
3.531,2.758
3.541,2.758
3.551,2.758
3.561,2.758
3.571,2.758
3.582,2.758
3.592,2.758
3.603,2.758
3.613,2.758
3.621,2.758
3.631,2.758
3.642,2.758
3.652,2.758
3.662,2.758
3.672,2.758
3.682,2.764
3.691,2.758
3.702,2.758
3.711,2.758
3.721,2.758
3.731,2.764
3.742,2.758
3.751,2.764
3.762,2.764
3.773,2.758
3.781,2.758
3.791,2.764
3.803,2.764
3.811,2.764
3.821,2.758
3.835,2.764
3.848,2.764
3.854,2.764
3.862,2.764
3.871,2.764
3.882,2.764
3.891,2.764
