# T[s],P5[MPa]
-36.545,27.283
-36.534,27.283
-36.524,27.283
-36.515,27.283
-36.505,27.283
-36.495,27.283
-36.485,27.283
-36.474,27.283
-36.464,27.283
-36.454,27.283
-36.444,27.283
-36.435,27.283
-36.425,27.283
-36.415,27.283
-36.403,27.283
-36.395,27.283
-36.385,27.283
-36.374,27.283
-36.364,27.283
-36.354,27.283
-36.343,27.283
-36.335,27.283
-36.325,27.283
-36.314,27.283
-36.305,27.283
-36.294,27.283
-36.285,27.283
-36.274,27.283
-36.264,27.283
-36.254,27.283
-36.245,27.283
-36.235,27.283
-36.225,27.283
-36.215,27.283
-36.204,27.283
-36.195,27.283
-36.185,27.283
-36.174,27.283
-36.165,27.283
-36.155,27.283
-36.144,27.283
-36.134,27.283
-36.124,27.283
-36.114,27.283
-36.105,27.283
-36.095,27.283
-36.085,27.283
-36.075,27.283
-36.065,27.283
-36.053,27.283
-36.045,27.283
-36.035,27.308
-36.024,27.308
-36.014,27.308
-36.005,27.333
-35.995,27.283
-35.984,27.283
-35.975,27.283
-35.965,27.283
-35.955,27.283
-35.944,27.283
-35.935,27.283
-35.924,27.283
-35.914,27.283
-35.904,27.283
-35.895,27.283
-35.884,27.283
-35.875,27.283
-35.864,27.283
-35.855,27.283
-35.844,27.283
-35.835,27.283
-35.825,27.283
-35.814,27.283
-35.805,27.283
-35.794,27.283
-35.784,27.283
-35.775,27.283
-35.765,27.283
-35.756,27.283
-35.744,27.283
-35.735,27.283
-35.725,27.283
-35.715,27.283
-35.705,27.283
-35.694,27.283
-35.684,27.283
-35.675,27.283
-35.664,27.283
-35.654,27.283
-35.645,27.283
-35.635,27.283
-35.625,27.283
-35.614,27.283
-35.605,27.283
-35.594,27.283
-35.584,27.283
-35.573,27.283
-35.564,27.283
-35.555,27.283
-35.545,27.283
-35.535,27.283
-35.524,27.283
-35.515,27.283
-35.504,27.283
-35.494,27.283
-35.483,27.283
-35.474,27.283
-35.464,27.283
-35.455,27.283
-35.445,27.283
-35.435,27.283
-35.420,27.283
-35.412,27.283
-35.400,27.283
-35.394,27.283
-35.383,27.283
-35.375,27.283
-35.365,27.283
-35.353,27.283
-35.345,27.283
-35.335,27.308
-35.324,27.308
-35.314,27.333
-35.305,27.333
-35.295,27.283
-35.285,27.283
-35.275,27.283
-35.264,27.283
-35.254,27.283
-35.244,27.283
-35.234,27.283
-35.225,27.283
-35.215,27.283
-35.205,27.283
-35.195,27.283
-35.185,27.283
-35.174,27.283
-35.165,27.283
-35.154,27.283
-35.144,27.283
-35.133,27.283
-35.125,27.283
-35.114,27.283
-35.105,27.283
-35.094,27.283
-35.085,27.283
-35.075,27.283
-35.064,27.283
-35.055,27.283
-35.045,27.283
-35.035,27.283
-35.025,27.283
-35.015,27.283
-35.004,27.283
-34.995,27.283
-34.985,27.283
-34.975,27.283
-34.963,27.283
-34.955,27.283
-34.945,27.283
-34.934,27.283
-34.924,27.283
-34.914,27.283
-34.904,27.283
-34.894,27.283
-34.884,27.283
-34.875,27.283
-34.865,27.283
-34.854,27.283
-34.845,27.283
-34.834,27.283
-34.825,27.283
-34.811,27.283
-34.797,27.283
-34.790,27.258
-34.784,27.283
-34.775,27.283
-34.763,27.283
-34.755,27.283
-34.745,27.283
-34.734,27.283
-34.724,27.283
-34.715,27.283
-34.705,27.283
-34.695,27.283
-34.685,27.283
-34.675,27.283
-34.665,27.283
-34.655,27.283
-34.644,27.283
-34.634,27.308
-34.624,27.308
-34.614,27.333
-34.605,27.308
-34.595,27.308
-34.585,27.283
-34.575,27.283
-34.564,27.283
-34.555,27.283
-34.545,27.283
-34.534,27.283
-34.525,27.283
-34.515,27.283
-34.501,27.283
-34.489,27.283
-34.484,27.283
-34.474,27.283
-34.464,27.283
-34.454,27.283
-34.445,27.283
-34.435,27.283
-34.425,27.283
-34.415,27.283
-34.404,27.283
-34.395,27.283
-34.385,27.283
-34.374,27.283
-34.365,27.283
-34.355,27.283
-34.345,27.283
-34.335,27.283
-34.325,27.283
-34.314,27.283
-34.304,27.283
-34.294,27.283
-34.285,27.283
-34.275,27.283
-34.265,27.283
-34.254,27.283
-34.245,27.283
-34.235,27.283
-34.225,27.283
-34.214,27.283
-34.204,27.283
-34.193,27.283
-34.185,27.283
-34.175,27.283
-34.165,27.283
-34.154,27.283
-34.145,27.283
-34.134,27.283
-34.122,27.283
-34.108,27.283
-34.102,27.283
-34.094,27.283
-34.083,27.283
-34.074,27.283
-34.063,27.283
-34.055,27.283
-34.044,27.283
-34.034,27.283
-34.024,27.283
-34.014,27.283
-34.005,27.283
-33.995,27.283
-33.985,27.283
-33.974,27.283
-33.964,27.283
-33.955,27.283
-33.944,27.283
-33.935,27.283
-33.925,27.333
-33.914,27.308
-33.895,27.333
-33.889,27.308
-33.884,27.283
-33.874,27.283
-33.864,27.283
-33.854,27.283
-33.846,27.283
-33.835,27.283
-33.825,27.283
-33.815,27.283
-33.805,27.283
-33.795,27.283
-33.784,27.283
-33.771,27.283
-33.761,27.283
-33.753,27.283
-33.745,27.283
-33.735,27.283
-33.725,27.283
-33.714,27.283
-33.705,27.283
-33.694,27.283
-33.684,27.283
-33.675,27.283
-33.665,27.283
-33.655,27.283
-33.640,27.283
-33.630,27.283
-33.624,27.283
-33.615,27.283
-33.606,27.283
-33.594,27.283
-33.583,27.283
-33.575,27.283
-33.565,27.258
-33.555,27.283
-33.544,27.283
-33.534,27.283
-33.525,27.283
-33.514,27.283
-33.505,27.283
-33.495,27.283
-33.484,27.283
-33.475,27.283
-33.465,27.283
-33.454,27.283
-33.445,27.283
-33.434,27.283
-33.424,27.258
-33.415,27.283
-33.405,27.258
-33.395,27.258
-33.385,27.258
-33.375,27.283
-33.364,27.258
-33.355,27.258
-33.344,27.258
-33.336,27.283
-33.325,27.258
-33.315,27.283
-33.305,27.258
-33.294,27.283
-33.285,27.283
-33.275,27.283
-33.265,27.283
-33.256,27.283
-33.246,27.283
-33.235,27.258
-33.225,27.308
-33.215,27.308
-33.204,27.308
-33.195,27.308
-33.185,27.308
-33.175,27.283
-33.164,27.283
-33.155,27.283
-33.145,27.283
-33.135,27.283
-33.124,27.283
-33.115,27.258
-33.104,27.283
-33.094,27.258
-33.085,27.283
-33.075,27.283
-33.065,27.283
-33.055,27.283
-33.045,27.283
-33.035,27.283
-33.025,27.283
-33.014,27.283
-33.006,27.283
-32.994,27.258
-32.986,27.283
-32.975,27.283
-32.965,27.283
-32.955,27.283
-32.945,27.283
-32.935,27.283
-32.925,27.283
-32.915,27.283
-32.905,27.283
-32.893,27.283
-32.885,27.283
-32.874,27.283
-32.865,27.283
-32.855,27.283
-32.845,27.283
-32.834,27.283
-32.825,27.258
-32.816,27.283
-32.805,27.283
-32.795,27.283
-32.785,27.258
-32.775,27.283
-32.764,27.258
-32.755,27.283
-32.744,27.283
-32.736,27.283
-32.726,27.258
-32.715,27.283
-32.705,27.283
-32.695,27.283
-32.685,27.283
-32.674,27.283
-32.664,27.283
-32.655,27.258
-32.644,27.283
-32.635,27.283
-32.625,27.258
-32.615,27.283
-32.605,27.283
-32.594,27.283
-32.585,27.283
-32.575,27.283
-32.564,27.258
-32.554,27.258
-32.545,27.283
-32.535,27.258
-32.525,27.283
-32.514,27.283
-32.505,27.283
-32.494,27.283
-32.485,27.258
-32.475,27.258
-32.464,27.283
-32.455,27.283
-32.445,27.258
-32.435,27.283
-32.425,27.283
-32.414,27.283
-32.405,27.258
-32.395,27.283
-32.384,27.283
-32.375,27.283
-32.365,27.283
-32.355,27.283
-32.345,27.283
-32.335,27.283
-32.325,27.283
-32.315,27.283
-32.306,27.283
-32.294,27.283
-32.285,27.283
-32.275,27.283
-32.265,27.258
-32.254,27.283
-32.244,27.258
-32.235,27.283
-32.226,27.283
-32.216,27.258
-32.205,27.283
-32.195,27.283
-32.185,27.258
-32.175,27.283
-32.165,27.283
-32.155,27.258
-32.144,27.283
-32.134,27.258
-32.126,27.258
-32.114,27.283
-32.105,27.258
-32.095,27.283
-32.085,27.283
-32.074,27.283
-32.065,27.283
-32.055,27.283
-32.045,27.283
-32.035,27.283
-32.025,27.283
-32.015,27.258
-32.005,27.283
-31.995,27.283
-31.984,27.283
-31.975,27.283
-31.964,27.283
-31.956,27.283
-31.944,27.258
-31.935,27.283
-31.925,27.283
-31.914,27.283
-31.905,27.258
-31.895,27.283
-31.885,27.283
-31.876,27.283
-31.866,27.283
-31.855,27.283
-31.845,27.283
-31.835,27.283
-31.825,27.283
-31.814,27.283
-31.804,27.283
-31.794,27.283
-31.786,27.258
-31.774,27.258
-31.765,27.283
-31.755,27.283
-31.745,27.283
-31.735,27.283
-31.724,27.258
-31.715,27.258
-31.706,27.283
-31.694,27.283
-31.685,27.283
-31.675,27.283
-31.665,27.258
-31.655,27.283
-31.645,27.283
-31.635,27.283
-31.625,27.258
-31.614,27.283
-31.605,27.283
-31.593,27.283
-31.585,27.283
-31.575,27.283
-31.565,27.283
-31.555,27.283
-31.545,27.283
-31.532,27.283
-31.522,27.283
-31.512,27.283
-31.505,27.283
-31.494,27.283
-31.484,27.283
-31.474,27.258
-31.464,27.283
-31.455,27.283
-31.446,27.283
-31.436,27.283
-31.425,27.283
-31.415,27.283
-31.405,27.283
-31.395,27.283
-31.385,27.283
-31.375,27.283
-31.364,27.283
-31.356,27.283
-31.345,27.283
-31.335,27.283
-31.325,27.258
-31.315,27.283
-31.305,27.283
-31.295,27.283
-31.284,27.283
-31.276,27.283
-31.266,27.283
-31.255,27.283
-31.245,27.283
-31.235,27.283
-31.225,27.283
-31.215,27.283
-31.205,27.258
-31.194,27.283
-31.184,27.283
-31.175,27.283
-31.165,27.283
-31.155,27.283
-31.145,27.258
-31.135,27.283
-31.125,27.258
-31.115,27.308
-31.106,27.308
-31.094,27.308
-31.085,27.333
-31.075,27.308
-31.065,27.283
-31.055,27.283
-31.044,27.283
-31.034,27.258
-31.026,27.283
-31.015,27.283
-31.004,27.283
-30.995,27.258
-30.985,27.283
-30.975,27.283
-30.965,27.283
-30.955,27.283
-30.945,27.283
-30.934,27.283
-30.924,27.283
-30.916,27.258
-30.905,27.258
-30.895,27.258
-30.885,27.283
-30.874,27.283
-30.865,27.283
-30.855,27.258
-30.846,27.283
-30.834,27.283
-30.823,27.283
-30.815,27.283
-30.805,27.283
-30.795,27.283
-30.785,27.283
-30.774,27.283
-30.766,27.283
-30.755,27.283
-30.746,27.283
-30.734,27.283
-30.725,27.283
-30.714,27.283
-30.704,27.283
-30.694,27.283
-30.685,27.283
-30.675,27.283
-30.665,27.258
-30.655,27.283
-30.645,27.283
-30.635,27.258
-30.625,27.258
-30.615,27.283
-30.604,27.283
-30.594,27.283
-30.585,27.283
-30.576,27.283
-30.565,27.258
-30.555,27.283
-30.545,27.283
-30.531,27.283
-30.519,27.283
-30.511,27.258
-30.505,27.258
-30.494,27.283
-30.484,27.283
-30.475,27.283
-30.465,27.283
-30.454,27.283
-30.445,27.258
-30.435,27.258
-30.425,27.283
-30.414,27.283
-30.406,27.308
-30.395,27.333
-30.383,27.308
-30.375,27.308
-30.365,27.283
-30.354,27.283
-30.345,27.258
-30.335,27.258
-30.326,27.283
-30.316,27.283
-30.305,27.283
-30.295,27.283
-30.285,27.283
-30.275,27.258
-30.264,27.283
-30.255,27.283
-30.244,27.283
-30.234,27.283
-30.226,27.258
-30.215,27.283
-30.205,27.283
-30.195,27.283
-30.184,27.283
-30.175,27.283
-30.165,27.283
-30.156,27.283
-30.146,27.283
-30.135,27.283
-30.125,27.283
-30.115,27.283
-30.104,27.283
-30.095,27.258
-30.086,27.258
-30.075,27.283
-30.066,27.258
-30.054,27.258
-30.045,27.258
-30.035,27.283
-30.025,27.283
-30.015,27.283
-30.005,27.283
-29.994,27.283
-29.986,27.258
-29.976,27.258
-29.965,27.283
-29.955,27.258
-29.945,27.258
-29.935,27.258
-29.925,27.258
-29.915,27.258
-29.903,27.258
-29.888,27.258
-29.881,27.258
-29.875,27.258
-29.865,27.258
-29.855,27.283
-29.844,27.283
-29.835,27.258
-29.824,27.258
-29.815,27.258
-29.806,27.258
-29.795,27.258
-29.785,27.283
-29.774,27.258
-29.765,27.283
-29.755,27.258
-29.745,27.283
-29.732,27.283
-29.720,27.283
-29.712,27.283
-29.705,27.308
-29.694,27.333
-29.685,27.308
-29.675,27.308
-29.665,27.283
-29.655,27.258
-29.646,27.258
-29.634,27.258
-29.625,27.283
-29.615,27.283
-29.605,27.283
-29.594,27.283
-29.585,27.258
-29.575,27.283
-29.564,27.283
-29.556,27.283
-29.546,27.283
-29.535,27.283
-29.521,27.258
-29.510,27.283
-29.501,27.283
-29.494,27.258
-29.485,27.283
-29.475,27.283
-29.464,27.283
-29.455,27.283
-29.445,27.283
-29.435,27.283
-29.425,27.283
-29.415,27.283
-29.404,27.283
-29.394,27.258
-29.386,27.283
-29.376,27.283
-29.366,27.283
-29.355,27.283
-29.345,27.283
-29.335,27.283
-29.324,27.283
-29.314,27.283
-29.305,27.283
-29.294,27.258
-29.286,27.283
-29.275,27.283
-29.265,27.283
-29.255,27.283
-29.245,27.283
-29.235,27.258
-29.225,27.283
-29.215,27.283
-29.204,27.283
-29.194,27.283
-29.185,27.283
-29.175,27.258
-29.165,27.283
-29.154,27.283
-29.144,27.283
-29.135,27.283
-29.125,27.283
-29.116,27.258
-29.105,27.283
-29.094,27.283
-29.085,27.283
-29.075,27.283
-29.066,27.283
-29.055,27.258
-29.045,27.283
-29.035,27.283
-29.026,27.283
-29.015,27.283
-29.005,27.283
-28.995,27.283
-28.984,27.283
-28.975,27.283
-28.965,27.283
-28.956,27.283
-28.946,27.258
-28.934,27.283
-28.925,27.283
-28.915,27.283
-28.905,27.283
-28.895,27.283
-28.885,27.283
-28.874,27.283
-28.866,27.283
-28.856,27.283
-28.845,27.283
-28.835,27.283
-28.825,27.283
-28.815,27.283
-28.805,27.283
-28.792,27.283
-28.778,27.283
-28.773,27.283
-28.764,27.258
-28.755,27.283
-28.745,27.283
-28.735,27.258
-28.725,27.283
-28.714,27.258
-28.706,27.283
-28.694,27.283
-28.686,27.283
-28.675,27.283
-28.665,27.283
-28.655,27.283
-28.645,27.283
-28.635,27.258
-28.625,27.283
-28.615,27.283
-28.606,27.283
-28.595,27.283
-28.585,27.283
-28.575,27.258
-28.565,27.258
-28.555,27.283
-28.545,27.283
-28.535,27.258
-28.526,27.283
-28.515,27.283
-28.504,27.283
-28.489,27.258
-28.479,27.258
-28.475,27.258
-28.465,27.283
-28.455,27.258
-28.445,27.258
-28.432,27.258
-28.422,27.258
-28.413,27.258
-28.405,27.258
-28.395,27.283
-28.385,27.283
-28.375,27.283
-28.365,27.283
-28.355,27.283
-28.345,27.283
-28.336,27.283
-28.323,27.283
-28.315,27.283
-28.305,27.258
-28.295,27.308
-28.285,27.308
-28.275,27.308
-28.265,27.308
-28.256,27.283
-28.246,27.283
-28.235,27.283
-28.224,27.283
-28.215,27.283
-28.205,27.283
-28.195,27.258
-28.185,27.283
-28.175,27.283
-28.166,27.258
-28.155,27.258
-28.145,27.283
-28.135,27.258
-28.124,27.283
-28.115,27.258
-28.104,27.258
-28.094,27.258
-28.086,27.258
-28.076,27.258
-28.065,27.283
-28.054,27.258
-28.045,27.258
-28.035,27.258
-28.025,27.258
-28.015,27.258
-28.004,27.258
-27.994,27.283
-27.984,27.283
-27.975,27.283
-27.965,27.283
-27.955,27.258
-27.944,27.283
-27.935,27.258
-27.925,27.258
-27.915,27.283
-27.906,27.258
-27.895,27.258
-27.885,27.258
-27.875,27.283
-27.864,27.283
-27.855,27.258
-27.843,27.283
-27.827,27.258
-27.816,27.258
-27.811,27.258
-27.805,27.283
-27.795,27.283
-27.785,27.258
-27.774,27.258
-27.765,27.258
-27.755,27.258
-27.745,27.283
-27.735,27.258
-27.725,27.258
-27.714,27.258
-27.705,27.258
-27.694,27.258
-27.685,27.258
-27.675,27.258
-27.664,27.258
-27.655,27.258
-27.644,27.283
-27.635,27.283
-27.625,27.283
-27.615,27.258
-27.605,27.258
-27.595,27.308
-27.583,27.308
-27.571,27.308
-27.561,27.308
-27.554,27.308
-27.545,27.258
-27.535,27.258
-27.525,27.283
-27.515,27.258
-27.505,27.258
-27.494,27.258
-27.485,27.258
-27.476,27.258
-27.465,27.258
-27.451,27.258
-27.438,27.258
-27.432,27.258
-27.424,27.258
-27.415,27.283
-27.406,27.283
-27.396,27.283
-27.386,27.258
-27.375,27.258
-27.365,27.258
-27.355,27.283
-27.345,27.283
-27.334,27.258
-27.325,27.258
-27.316,27.258
-27.306,27.258
-27.293,27.258
-27.285,27.258
-27.275,27.258
-27.265,27.258
-27.254,27.258
-27.244,27.258
-27.234,27.283
-27.225,27.283
-27.216,27.258
-27.205,27.258
-27.195,27.258
-27.185,27.258
-27.175,27.283
-27.165,27.258
-27.155,27.283
-27.144,27.283
-27.136,27.283
-27.125,27.283
-27.115,27.283
-27.105,27.258
-27.095,27.258
-27.085,27.258
-27.075,27.258
-27.066,27.258
-27.056,27.258
-27.044,27.258
-27.035,27.258
-27.025,27.258
-27.014,27.258
-27.005,27.258
-26.995,27.258
-26.985,27.283
-26.974,27.258
-26.965,27.258
-26.956,27.283
-26.944,27.258
-26.935,27.258
-26.925,27.258
-26.915,27.258
-26.905,27.258
-26.894,27.258
-26.886,27.258
-26.874,27.258
-26.865,27.283
-26.855,27.258
-26.845,27.258
-26.835,27.258
-26.825,27.258
-26.815,27.258
-26.804,27.258
-26.794,27.258
-26.785,27.283
-26.775,27.258
-26.761,27.258
-26.749,27.258
-26.743,27.258
-26.735,27.258
-26.725,27.258
-26.716,27.258
-26.704,27.283
-26.695,27.258
-26.685,27.283
-26.675,27.283
-26.661,27.283
-26.650,27.283
-26.643,27.283
-26.634,27.258
-26.626,27.283
-26.615,27.283
-26.605,27.283
-26.595,27.283
-26.585,27.283
-26.575,27.258
-26.565,27.258
-26.555,27.283
-26.546,27.283
-26.534,27.258
-26.526,27.283
-26.515,27.283
-26.505,27.283
-26.495,27.283
-26.485,27.283
-26.475,27.283
-26.465,27.283
-26.455,27.258
-26.446,27.283
-26.434,27.283
-26.425,27.258
-26.415,27.283
-26.405,27.258
-26.395,27.258
-26.385,27.258
-26.375,27.258
-26.366,27.283
-26.355,27.283
-26.345,27.258
-26.335,27.258
-26.325,27.283
-26.315,27.283
-26.305,27.283
-26.294,27.283
-26.286,27.258
-26.275,27.258
-26.266,27.283
-26.255,27.283
-26.245,27.283
-26.235,27.283
-26.225,27.258
-26.214,27.258
-26.204,27.258
-26.194,27.258
-26.186,27.308
-26.175,27.308
-26.165,27.308
-26.155,27.308
-26.145,27.308
-26.135,27.283
-26.124,27.283
-26.115,27.283
-26.104,27.283
-26.095,27.283
-26.085,27.283
-26.075,27.283
-26.065,27.283
-26.055,27.283
-26.043,27.258
-26.031,27.283
-26.018,27.258
-26.010,27.258
-26.005,27.258
-25.994,27.283
-25.985,27.283
-25.975,27.283
-25.965,27.258
-25.955,27.258
-25.946,27.258
-25.935,27.258
-25.926,27.258
-25.915,27.258
-25.905,27.283
-25.894,27.283
-25.885,27.283
-25.872,27.283
-25.859,27.283
-25.851,27.283
-25.845,27.283
-25.834,27.258
-25.825,27.258
-25.815,27.258
-25.805,27.258
-25.794,27.283
-25.785,27.283
-25.774,27.283
-25.764,27.283
-25.756,27.283
-25.745,27.283
-25.735,27.283
-25.725,27.283
-25.715,27.283
-25.705,27.283
-25.694,27.283
-25.686,27.283
-25.675,27.283
-25.664,27.283
-25.655,27.283
-25.645,27.283
-25.635,27.258
-25.625,27.283
-25.615,27.283
-25.603,27.283
-25.589,27.283
-25.581,27.258
-25.575,27.283
-25.565,27.283
-25.555,27.283
-25.545,27.283
-25.534,27.283
-25.525,27.283
-25.515,27.283
-25.505,27.283
-25.495,27.283
-25.485,27.283
-25.475,27.283
-25.465,27.258
-25.455,27.283
-25.444,27.283
-25.434,27.283
-25.426,27.283
-25.416,27.283
-25.405,27.258
-25.395,27.283
-25.385,27.283
-25.375,27.283
-25.365,27.283
-25.355,27.258
-25.345,27.283
-25.334,27.283
-25.324,27.283
-25.315,27.283
-25.305,27.283
-25.295,27.283
-25.285,27.258
-25.275,27.283
-25.265,27.283
-25.255,27.283
-25.244,27.283
-25.235,27.283
-25.225,27.283
-25.215,27.283
-25.205,27.283
-25.195,27.283
-25.185,27.283
-25.175,27.283
-25.165,27.283
-25.155,27.258
-25.145,27.283
-25.135,27.283
-25.125,27.283
-25.115,27.258
-25.104,27.283
-25.094,27.283
-25.085,27.258
-25.076,27.283
-25.066,27.283
-25.055,27.283
-25.045,27.283
-25.035,27.283
-25.025,27.283
-25.015,27.283
-25.006,27.258
-24.994,27.258
-24.986,27.258
-24.976,27.283
-24.965,27.283
-24.955,27.283
-24.945,27.283
-24.934,27.283
-24.925,27.283
-24.914,27.283
-24.904,27.283
-24.895,27.283
-24.884,27.283
-24.875,27.283
-24.865,27.283
-24.855,27.283
-24.845,27.283
-24.835,27.283
-24.825,27.283
-24.815,27.283
-24.805,27.283
-24.794,27.283
-24.785,27.283
-24.775,27.308
-24.765,27.333
-24.754,27.308
-24.745,27.308
-24.734,27.283
-24.726,27.283
-24.716,27.283
-24.705,27.283
-24.695,27.283
-24.685,27.283
-24.675,27.283
-24.664,27.258
-24.655,27.283
-24.645,27.283
-24.636,27.283
-24.625,27.283
-24.614,27.258
-24.605,27.283
-24.594,27.258
-24.585,27.283
-24.575,27.283
-24.565,27.283
-24.554,27.283
-24.546,27.283
-24.535,27.283
-24.525,27.283
-24.515,27.283
-24.504,27.283
-24.495,27.283
-24.485,27.283
-24.474,27.283
-24.466,27.283
-24.455,27.283
-24.445,27.283
-24.434,27.258
-24.425,27.283
-24.415,27.283
-24.405,27.283
-24.394,27.283
-24.385,27.283
-24.374,27.283
-24.365,27.283
-24.354,27.283
-24.345,27.283
-24.335,27.283
-24.325,27.283
-24.312,27.283
-24.301,27.283
-24.293,27.283
-24.286,27.283
-24.275,27.283
-24.265,27.283
-24.255,27.283
-24.245,27.283
-24.235,27.283
-24.226,27.283
-24.214,27.283
-24.206,27.283
-24.195,27.283
-24.185,27.283
-24.175,27.283
-24.165,27.283
-24.155,27.283
-24.145,27.283
-24.135,27.258
-24.125,27.258
-24.115,27.283
-24.105,27.258
-24.094,27.283
-24.085,27.283
-24.075,27.308
-24.064,27.308
-24.053,27.308
-24.039,27.308
-24.031,27.308
-24.024,27.258
-24.015,27.283
-24.004,27.283
-23.995,27.283
-23.985,27.283
-23.975,27.283
-23.965,27.283
-23.956,27.258
-23.946,27.283
-23.935,27.283
-23.925,27.258
-23.915,27.283
-23.905,27.258
-23.894,27.283
-23.885,27.258
-23.876,27.258
-23.866,27.283
-23.854,27.283
-23.845,27.258
-23.835,27.283
-23.825,27.283
-23.815,27.283
-23.805,27.283
-23.794,27.283
-23.785,27.258
-23.776,27.283
-23.765,27.283
-23.755,27.283
-23.745,27.283
-23.735,27.283
-23.725,27.283
-23.715,27.283
-23.706,27.283
-23.694,27.283
-23.684,27.283
-23.675,27.258
-23.661,27.258
-23.651,27.283
-23.645,27.283
-23.634,27.283
-23.624,27.283
-23.615,27.283
-23.606,27.283
-23.593,27.283
-23.585,27.283
-23.575,27.283
-23.564,27.283
-23.555,27.283
-23.545,27.283
-23.535,27.283
-23.526,27.283
-23.516,27.258
-23.505,27.258
-23.495,27.258
-23.485,27.283
-23.475,27.283
-23.464,27.283
-23.454,27.283
-23.446,27.283
-23.435,27.258
-23.426,27.283
-23.415,27.283
-23.405,27.283
-23.395,27.283
-23.385,27.283
-23.375,27.283
-23.364,27.283
-23.355,27.283
-23.344,27.283
-23.335,27.283
-23.325,27.283
-23.315,27.283
-23.305,27.283
-23.295,27.283
-23.285,27.283
-23.275,27.283
-23.264,27.283
-23.256,27.283
-23.245,27.283
-23.234,27.283
-23.225,27.283
-23.215,27.283
-23.205,27.258
-23.194,27.283
-23.185,27.283
-23.175,27.283
-23.165,27.283
-23.155,27.258
-23.145,27.283
-23.135,27.283
-23.124,27.283
-23.115,27.283
-23.106,27.283
-23.095,27.283
-23.086,27.283
-23.075,27.283
-23.063,27.283
-23.055,27.283
-23.045,27.283
-23.033,27.283
-23.021,27.283
-23.011,27.283
-23.005,27.283
-22.992,27.283
-22.985,27.283
-22.971,27.283
-22.959,27.283
-22.953,27.283
-22.945,27.283
-22.934,27.283
-22.925,27.283
-22.914,27.258
-22.905,27.283
-22.893,27.283
-22.885,27.283
-22.875,27.283
-22.865,27.283
-22.855,27.258
-22.846,27.283
-22.836,27.283
-22.825,27.283
-22.815,27.283
-22.805,27.283
-22.794,27.258
-22.785,27.283
-22.772,27.283
-22.760,27.283
-22.750,27.283
-22.744,27.283
-22.735,27.283
-22.725,27.283
-22.714,27.283
-22.705,27.283
-22.695,27.283
-22.684,27.283
-22.675,27.283
-22.665,27.283
-22.656,27.283
-22.645,27.283
-22.631,27.283
-22.618,27.283
-22.612,27.283
-22.605,27.283
-22.594,27.283
-22.584,27.283
-22.575,27.283
