# T[s],gimbal_a_enable,gimbal_a_target[enc],gimbal_b_enable,gimbal_b_target[enc],gasjet
-29.013,0,0,0,0,0
-29.004,0,0,0,0,0
-28.992,0,0,0,0,0
-28.984,0,0,0,0,0
-28.974,0,0,0,0,0
-28.963,0,0,0,0,0
-28.954,0,0,0,0,0
-28.943,0,0,0,0,0
-28.933,0,0,0,0,0
-28.923,0,0,0,0,0
-28.914,0,0,0,0,0
-28.902,0,0,0,0,0
-28.894,0,0,0,0,0
-28.884,0,0,0,0,0
-28.873,0,0,0,0,0
-28.863,0,0,0,0,0
-28.853,0,0,0,0,0
-28.843,0,0,0,0,0
-28.833,0,0,0,0,0
-28.824,0,0,0,0,0
-28.814,0,0,0,0,0
-28.803,0,0,0,0,0
-28.790,0,0,0,0,0
-28.778,0,0,0,0,0
-28.771,0,0,0,0,0
-28.763,0,0,0,0,0
-28.754,0,0,0,0,0
-28.742,0,0,0,0,0
-28.734,0,0,0,0,0
-28.723,0,0,0,0,0
-28.713,0,0,0,0,0
-28.703,0,0,0,0,0
-28.693,0,0,0,0,0
-28.683,0,0,0,0,0
-28.674,0,0,0,0,0
-28.663,0,0,0,0,0
-28.654,0,0,0,0,0
-28.644,0,0,0,0,0
-28.633,0,0,0,0,0
-28.624,0,0,0,0,0
-28.614,0,0,0,0,0
-28.603,0,0,0,0,0
-28.593,0,0,0,0,0
-28.583,0,0,0,0,0
-28.574,0,0,0,0,0
-28.564,0,0,0,0,0
-28.554,0,0,0,0,0
-28.544,0,0,0,0,0
-28.534,0,0,0,0,0
-28.523,0,0,0,0,0
-28.513,0,0,0,0,0
-28.503,0,0,0,0,0
-28.489,0,0,0,0,0
-28.479,0,0,0,0,0
-28.472,0,0,0,0,0
-28.463,0,0,0,0,0
-28.453,0,0,0,0,0
-28.444,0,0,0,0,0
-28.429,0,0,0,0,0
-28.420,0,0,0,0,0
-28.412,0,0,0,0,0
-28.402,0,0,0,0,0
-28.393,0,0,0,0,0
-28.383,0,0,0,0,0
-28.374,0,0,0,0,0
-28.364,0,0,0,0,0
-28.354,0,0,0,0,0
-28.344,0,0,0,0,0
-28.333,0,0,0,0,0
-28.323,0,0,0,0,0
-28.314,0,0,0,0,0
-28.302,0,0,0,0,0
-28.292,0,0,0,0,0
-28.284,0,0,0,0,0
-28.274,0,0,0,0,0
-28.264,0,0,0,0,0
-28.253,0,0,0,0,0
-28.243,0,0,0,0,0
-28.234,0,0,0,0,0
-28.224,0,0,0,0,0
-28.212,0,0,0,0,0
-28.204,0,0,0,0,0
-28.193,0,0,0,0,0
-28.184,0,0,0,0,0
-28.174,0,0,0,0,0
-28.163,0,0,0,0,0
-28.153,0,0,0,0,0
-28.144,0,0,0,0,0
-28.134,0,0,0,0,0
-28.123,0,0,0,0,0
-28.112,0,0,0,0,0
-28.104,0,0,0,0,0
-28.093,0,0,0,0,0
-28.083,0,0,0,0,0
-28.073,0,0,0,0,0
-28.062,0,0,0,0,0
-28.054,0,0,0,0,0
-28.044,0,0,0,0,0
-28.034,0,0,0,0,0
-28.024,0,0,0,0,0
-28.014,0,0,0,0,0
-28.004,0,0,0,0,0
-27.993,0,0,0,0,0
-27.983,0,0,0,0,0
-27.974,0,0,0,0,0
-27.964,0,0,0,0,0
-27.952,0,0,0,0,0
-27.942,0,0,0,0,0
-27.933,0,0,0,0,0
-27.924,0,0,0,0,0
-27.913,0,0,0,0,0
-27.903,0,0,0,0,0
-27.893,0,0,0,0,0
-27.883,0,0,0,0,0
-27.873,0,0,0,0,0
-27.862,0,0,0,0,0
-27.853,0,0,0,0,0
-27.840,0,0,0,0,0
-27.826,0,0,0,0,0
-27.815,0,0,0,0,0
-27.809,0,0,0,0,0
-27.803,0,0,0,0,0
-27.794,0,0,0,0,0
-27.783,0,0,0,0,0
-27.774,0,0,0,0,0
-27.763,0,0,0,0,0
-27.754,0,0,0,0,0
-27.743,0,0,0,0,0
-27.733,0,0,0,0,0
-27.723,0,0,0,0,0
-27.714,0,0,0,0,0
-27.704,0,0,0,0,0
-27.693,0,0,0,0,0
-27.684,0,0,0,0,0
-27.674,0,0,0,0,0
-27.663,0,0,0,0,0
-27.653,0,0,0,0,0
-27.643,0,0,0,0,0
-27.633,0,0,0,0,0
-27.624,0,0,0,0,0
-27.612,0,0,0,0,0
-27.604,0,0,0,0,0
-27.594,0,0,0,0,0
-27.579,0,0,0,0,0
-27.568,0,0,0,0,0
-27.561,0,0,0,0,0
-27.553,0,0,0,0,0
-27.543,0,0,0,0,0
-27.532,0,0,0,0,0
-27.524,0,0,0,0,0
-27.514,0,0,0,0,0
-27.504,0,0,0,0,0
-27.493,0,0,0,0,0
-27.483,0,0,0,0,0
-27.473,0,0,0,0,0
-27.463,0,0,0,0,0
-27.450,0,0,0,0,0
-27.438,0,0,0,0,0
-27.430,0,0,0,0,0
-27.422,0,0,0,0,0
-27.414,0,0,0,0,0
-27.404,0,0,0,0,0
-27.393,0,0,0,0,0
-27.383,0,0,0,0,0
-27.373,0,0,0,0,0
-27.364,0,0,0,0,0
-27.354,0,0,0,0,0
-27.344,0,0,0,0,0
-27.333,0,0,0,0,0
-27.323,0,0,0,0,0
-27.313,0,0,0,0,0
-27.303,0,0,0,0,0
-27.293,0,0,0,0,0
-27.283,0,0,0,0,0
-27.274,0,0,0,0,0
-27.264,0,0,0,0,0
-27.253,0,0,0,0,0
-27.244,0,0,0,0,0
-27.233,0,0,0,0,0
-27.223,0,0,0,0,0
-27.213,0,0,0,0,0
-27.203,0,0,0,0,0
-27.193,0,0,0,0,0
-27.184,0,0,0,0,0
-27.174,0,0,0,0,0
-27.164,0,0,0,0,0
-27.154,0,0,0,0,0
-27.144,0,0,0,0,0
-27.133,0,0,0,0,0
-27.123,0,0,0,0,0
-27.114,0,0,0,0,0
-27.102,0,0,0,0,0
-27.092,0,0,0,0,0
-27.084,0,0,0,0,0
-27.074,0,0,0,0,0
-27.063,0,0,0,0,0
-27.054,0,0,0,0,0
-27.043,0,0,0,0,0
-27.033,0,0,0,0,0
-27.024,0,0,0,0,0
-27.014,0,0,0,0,0
-27.003,0,0,0,0,0
-26.994,0,0,0,0,0
-26.983,0,0,0,0,0
-26.974,0,0,0,0,0
-26.963,0,0,0,0,0
-26.953,0,0,0,0,0
-26.943,0,0,0,0,0
-26.934,0,0,0,0,0
-26.924,0,0,0,0,0
-26.914,0,0,0,0,0
-26.904,0,0,0,0,0
-26.893,0,0,0,0,0
-26.883,0,0,0,0,0
-26.873,0,0,0,0,0
-26.863,0,0,0,0,0
-26.854,0,0,0,0,0
-26.842,0,0,0,0,0
-26.833,0,0,0,0,0
-26.824,0,0,0,0,0
-26.813,0,0,0,0,0
-26.804,0,0,0,0,0
-26.793,0,0,0,0,0
-26.783,0,0,0,0,0
-26.770,0,0,0,0,0
-26.758,0,0,0,0,0
-26.749,0,0,0,0,0
-26.742,0,0,0,0,0
-26.733,0,0,0,0,0
-26.724,0,0,0,0,0
-26.713,0,0,0,0,0
-26.703,0,0,0,0,0
-26.694,0,0,0,0,0
-26.683,0,0,0,0,0
-26.673,0,0,0,0,0
-26.656,0,0,0,0,0
-26.648,0,0,0,0,0
-26.643,0,0,0,0,0
-26.633,0,0,0,0,0
-26.623,0,0,0,0,0
-26.613,0,0,0,0,0
-26.603,0,0,0,0,0
-26.593,0,0,0,0,0
-26.583,0,0,0,0,0
-26.574,0,0,0,0,0
-26.563,0,0,0,0,0
-26.554,0,0,0,0,0
-26.544,0,0,0,0,0
-26.533,0,0,0,0,0
-26.523,0,0,0,0,0
-26.513,0,0,0,0,0
-26.503,0,0,0,0,0
-26.494,0,0,0,0,0
-26.483,0,0,0,0,0
-26.474,0,0,0,0,0
-26.463,0,0,0,0,0
-26.454,0,0,0,0,0
-26.443,0,0,0,0,0
-26.433,0,0,0,0,0
-26.423,0,0,0,0,0
-26.413,0,0,0,0,0
-26.404,0,0,0,0,0
-26.394,0,0,0,0,0
-26.384,0,0,0,0,0
-26.373,0,0,0,0,0
-26.363,0,0,0,0,0
-26.353,0,0,0,0,0
-26.344,0,0,0,0,0
-26.334,0,0,0,0,0
-26.323,0,0,0,0,0
-26.313,0,0,0,0,0
-26.304,0,0,0,0,0
-26.293,0,0,0,0,0
-26.283,0,0,0,0,0
-26.273,0,0,0,0,0
-26.263,0,0,0,0,0
-26.254,0,0,0,0,0
-26.244,0,0,0,0,0
-26.234,0,0,0,0,0
-26.223,0,0,0,0,0
-26.214,0,0,0,0,0
-26.203,0,0,0,0,0
-26.193,0,0,0,0,0
-26.183,0,0,0,0,0
-26.174,0,0,0,0,0
-26.163,0,0,0,0,0
-26.154,0,0,0,0,0
-26.144,0,0,0,0,0
-26.134,0,0,0,0,0
-26.124,0,0,0,0,0
-26.114,0,0,0,0,0
-26.103,0,0,0,0,0
-26.093,0,0,0,0,0
-26.083,0,0,0,0,0
-26.072,0,0,0,0,0
-26.064,0,0,0,0,0
-26.054,0,0,0,0,0
-26.041,0,0,0,0,0
-26.028,0,0,0,0,0
-26.016,0,0,0,0,0
-26.010,0,0,0,0,0
-26.003,0,0,0,0,0
-25.993,0,0,0,0,0
-25.984,0,0,0,0,0
-25.974,0,0,0,0,0
-25.962,0,0,0,0,0
-25.954,0,0,0,0,0
-25.944,0,0,0,0,0
-25.934,0,0,0,0,0
-25.923,0,0,0,0,0
-25.914,0,0,0,0,0
-25.904,0,0,0,0,0
-25.894,0,0,0,0,0
-25.882,0,0,0,0,0
-25.872,0,0,0,0,0
-25.856,0,0,0,0,0
-25.850,0,0,0,0,0
-25.843,0,0,0,0,0
-25.833,0,0,0,0,0
-25.823,0,0,0,0,0
-25.813,0,0,0,0,0
-25.802,0,0,0,0,0
-25.793,0,0,0,0,0
-25.782,0,0,0,0,0
-25.774,0,0,0,0,0
-25.762,0,0,0,0,0
-25.753,0,0,0,0,0
-25.743,0,0,0,0,0
-25.733,0,0,0,0,0
-25.723,0,0,0,0,0
-25.714,0,0,0,0,0
-25.704,0,0,0,0,0
-25.693,0,0,0,0,0
-25.682,0,0,0,0,0
-25.673,0,0,0,0,0
-25.663,0,0,0,0,0
-25.653,0,0,0,0,0
-25.643,0,0,0,0,0
-25.632,0,0,0,0,0
-25.624,0,0,0,0,0
-25.614,0,0,0,0,0
-25.600,0,0,0,0,0
-25.589,0,0,0,0,0
-25.581,0,0,0,0,0
-25.573,0,0,0,0,0
-25.563,0,0,0,0,0
-25.554,0,0,0,0,0
-25.542,0,0,0,0,0
-25.533,0,0,0,0,0
-25.522,0,0,0,0,0
-25.514,0,0,0,0,0
-25.503,0,0,0,0,0
-25.493,0,0,0,0,0
-25.483,0,0,0,0,0
-25.474,0,0,0,0,0
-25.463,0,0,0,0,0
-25.454,0,0,0,0,0
-25.443,0,0,0,0,0
-25.433,0,0,0,0,0
-25.423,0,0,0,0,0
-25.413,0,0,0,0,0
-25.403,0,0,0,0,0
-25.392,0,0,0,0,0
-25.384,0,0,0,0,0
-25.374,0,0,0,0,0
-25.364,0,0,0,0,0
-25.354,0,0,0,0,0
-25.343,0,0,0,0,0
-25.334,0,0,0,0,0
-25.323,0,0,0,0,0
-25.313,0,0,0,0,0
-25.304,0,0,0,0,0
-25.293,0,0,0,0,0
-25.284,0,0,0,0,0
-25.273,0,0,0,0,0
-25.263,0,0,0,0,0
-25.254,0,0,0,0,0
-25.243,0,0,0,0,0
-25.233,0,0,0,0,0
-25.223,0,0,0,0,0
-25.213,0,0,0,0,0
-25.203,0,0,0,0,0
-25.192,0,0,0,0,0
-25.184,0,0,0,0,0
-25.174,0,0,0,0,0
-25.163,0,0,0,0,0
-25.153,0,0,0,0,0
-25.143,0,0,0,0,0
-25.133,0,0,0,0,0
-25.123,0,0,0,0,0
-25.114,0,0,0,0,0
-25.104,0,0,0,0,0
-25.093,0,0,0,0,0
-25.083,0,0,0,0,0
-25.073,0,0,0,0,0
-25.063,0,0,0,0,0
-25.054,0,0,0,0,0
-25.044,0,0,0,0,0
-25.034,0,0,0,0,0
-25.024,0,0,0,0,0
-25.014,0,0,0,0,0
-25.004,0,0,0,0,0
-24.993,0,0,0,0,0
-24.983,0,0,0,0,0
-24.973,0,0,0,0,0
-24.963,0,0,0,0,0
-24.954,0,0,0,0,0
-24.942,0,0,0,0,0
-24.934,0,0,0,0,0
-24.924,0,0,0,0,0
-24.914,0,0,0,0,0
-24.903,0,0,0,0,0
-24.893,0,0,0,0,0
-24.883,0,0,0,0,0
-24.873,0,0,0,0,0
-24.862,0,0,0,0,0
-24.854,0,0,0,0,0
-24.844,0,0,0,0,0
-24.833,0,0,0,0,0
-24.824,0,0,0,0,0
-24.813,0,0,0,0,0
-24.803,0,0,0,0,0
-24.794,0,0,0,0,0
-24.782,0,0,0,0,0
-24.772,0,0,0,0,0
-24.763,0,0,0,0,0
-24.753,0,0,0,0,0
-24.743,0,0,0,0,0
-24.733,0,0,0,0,0
-24.723,0,0,0,0,0
-24.713,0,0,0,0,0
-24.703,0,0,0,0,0
-24.693,0,0,0,0,0
-24.683,0,0,0,0,0
-24.674,0,0,0,0,0
-24.664,0,0,0,0,0
-24.653,0,0,0,0,0
-24.643,0,0,0,0,0
-24.633,0,0,0,0,0
-24.623,0,0,0,0,0
-24.613,0,0,0,0,0
-24.602,0,0,0,0,0
-24.594,0,0,0,0,0
-24.583,0,0,0,0,0
-24.574,0,0,0,0,0
-24.563,0,0,0,0,0
-24.553,0,0,0,0,0
-24.543,0,0,0,0,0
-24.532,0,0,0,0,0
-24.523,0,0,0,0,0
-24.514,0,0,0,0,0
-24.504,0,0,0,0,0
-24.494,0,0,0,0,0
-24.482,0,0,0,0,0
-24.474,0,0,0,0,0
-24.463,0,0,0,0,0
-24.453,0,0,0,0,0
-24.443,0,0,0,0,0
-24.434,0,0,0,0,0
-24.423,0,0,0,0,0
-24.414,0,0,0,0,0
-24.404,0,0,0,0,0
-24.393,0,0,0,0,0
-24.383,0,0,0,0,0
-24.373,0,0,0,0,0
-24.363,0,0,0,0,0
-24.354,0,0,0,0,0
-24.342,0,0,0,0,0
-24.334,0,0,0,0,0
-24.322,0,0,0,0,0
-24.309,0,0,0,0,0
-24.299,0,0,0,0,0
-24.293,0,0,0,0,0
-24.283,0,0,0,0,0
-24.273,0,0,0,0,0
-24.263,0,0,0,0,0
-24.254,0,0,0,0,0
-24.244,0,0,0,0,0
-24.234,0,0,0,0,0
-24.224,0,0,0,0,0
-24.214,0,0,0,0,0
-24.203,0,0,0,0,0
-24.193,0,0,0,0,0
-24.185,0,0,0,0,0
-24.175,0,0,0,0,0
-24.164,0,0,0,0,0
-24.155,0,0,0,0,0
-24.143,0,0,0,0,0
-24.134,0,0,0,0,0
-24.123,0,0,0,0,0
-24.113,0,0,0,0,0
-24.104,0,0,0,0,0
-24.094,0,0,0,0,0
-24.082,0,0,0,0,0
-24.073,0,0,0,0,0
-24.064,0,0,0,0,0
-24.050,0,0,0,0,0
-24.039,0,0,0,0,0
-24.028,0,0,0,0,0
-24.023,0,0,0,0,0
-24.013,0,0,0,0,0
-24.003,0,0,0,0,0
-23.993,0,0,0,0,0
-23.984,0,0,0,0,0
-23.974,0,0,0,0,0
-23.964,0,0,0,0,0
-23.953,0,0,0,0,0
-23.943,0,0,0,0,0
-23.933,0,0,0,0,0
-23.924,0,0,0,0,0
-23.914,0,0,0,0,0
-23.904,0,0,0,0,0
-23.894,0,0,0,0,0
-23.884,0,0,0,0,0
-23.874,0,0,0,0,0
-23.864,0,0,0,0,0
-23.854,0,0,0,0,0
-23.843,0,0,0,0,0
-23.835,0,0,0,0,0
-23.823,0,0,0,0,0
-23.813,0,0,0,0,0
-23.804,0,0,0,0,0
-23.794,0,0,0,0,0
-23.784,0,0,0,0,0
-23.773,0,0,0,0,0
-23.762,0,0,0,0,0
-23.755,0,0,0,0,0
-23.745,0,0,0,0,0
-23.734,0,0,0,0,0
-23.725,0,0,0,0,0
-23.714,0,0,0,0,0
-23.704,0,0,0,0,0
-23.694,0,0,0,0,0
-23.683,0,0,0,0,0
-23.675,0,0,0,0,0
-23.660,0,0,0,0,0
-23.649,0,0,0,0,0
-23.644,0,0,0,0,0
-23.634,0,0,0,0,0
-23.624,0,0,0,0,0
-23.614,0,0,0,0,0
-23.605,0,0,0,0,0
-23.593,0,0,0,0,0
-23.584,0,0,0,0,0
-23.575,0,0,0,0,0
-23.564,0,0,0,0,0
-23.554,0,0,0,0,0
-23.544,0,0,0,0,0
-23.534,0,0,0,0,0
-23.523,0,0,0,0,0
-23.515,0,0,0,0,0
-23.504,0,0,0,0,0
-23.495,0,0,0,0,0
-23.485,0,0,0,0,0
-23.474,0,0,0,0,0
-23.464,0,0,0,0,0
-23.453,0,0,0,0,0
-23.443,0,0,0,0,0
-23.434,0,0,0,0,0
-23.425,0,0,0,0,0
-23.415,0,0,0,0,0
-23.403,0,0,0,0,0
-23.395,0,0,0,0,0
-23.384,0,0,0,0,0
-23.374,0,0,0,0,0
-23.364,0,0,0,0,0
-23.354,0,0,0,0,0
-23.344,0,0,0,0,0
-23.333,0,0,0,0,0
-23.323,0,0,0,0,0
-23.315,0,0,0,0,0
-23.303,0,0,0,0,0
-23.294,0,0,0,0,0
-23.284,0,0,0,0,0
-23.274,0,0,0,0,0
-23.263,0,0,0,0,0
-23.255,0,0,0,0,0
-23.243,0,0,0,0,0
-23.234,0,0,0,0,0
-23.223,0,0,0,0,0
-23.215,0,0,0,0,0
-23.204,0,0,0,0,0
-23.194,0,0,0,0,0
-23.184,0,0,0,0,0
-23.174,0,0,0,0,0
-23.165,0,0,0,0,0
-23.154,0,0,0,0,0
-23.145,0,0,0,0,0
-23.134,0,0,0,0,0
-23.123,0,0,0,0,0
-23.114,0,0,0,0,0
-23.104,0,0,0,0,0
-23.095,0,0,0,0,0
-23.085,0,0,0,0,0
-23.075,0,0,0,0,0
-23.063,0,0,0,0,0
-23.055,0,0,0,0,0
-23.044,0,0,0,0,0
-23.031,0,0,0,0,0
-23.018,0,0,0,0,0
-23.011,0,0,0,0,0
-23.003,0,0,0,0,0
-22.992,0,0,0,0,0
-22.985,0,0,0,0,0
-22.971,0,0,0,0,0
-22.957,0,0,0,0,0
-22.953,0,0,0,0,0
-22.944,0,0,0,0,0
-22.934,0,0,0,0,0
-22.925,0,0,0,0,0
-22.913,0,0,0,0,0
-22.905,0,0,0,0,0
-22.893,0,0,0,0,0
-22.884,0,0,0,0,0
-22.875,0,0,0,0,0
-22.864,0,0,0,0,0
-22.854,0,0,0,0,0
-22.844,0,0,0,0,0
-22.834,0,0,0,0,0
-22.825,0,0,0,0,0
-22.815,0,0,0,0,0
-22.805,0,0,0,0,0
-22.794,0,0,0,0,0
-22.784,0,0,0,0,0
-22.772,0,0,0,0,0
-22.760,0,0,0,0,0
-22.750,0,0,0,0,0
-22.744,0,0,0,0,0
-22.735,0,0,0,0,0
-22.725,0,0,0,0,0
-22.714,0,0,0,0,0
-22.705,0,0,0,0,0
-22.694,0,0,0,0,0
-22.684,0,0,0,0,0
-22.674,0,0,0,0,0
-22.664,0,0,0,0,0
-22.654,0,0,0,0,0
-22.645,0,0,0,0,0
-22.631,0,0,0,0,0
-22.618,0,0,0,0,0
-22.612,0,0,0,0,0
-22.604,0,0,0,0,0
-22.594,0,0,0,0,0
-22.584,0,0,0,0,0
-22.574,0,0,0,0,0
-22.563,0,0,0,0,0
-22.555,0,0,0,0,0
-22.545,0,0,0,0,0
-22.535,0,0,0,0,0
-22.525,0,0,0,0,0
-22.514,0,0,0,0,0
-22.501,0,0,0,0,0
-22.489,0,0,0,0,0
-22.477,0,0,0,0,0
-22.471,0,0,0,0,0
-22.463,0,0,0,0,0
-22.454,0,0,0,0,0
-22.445,0,0,0,0,0
-22.435,0,0,0,0,0
-22.424,0,0,0,0,0
-22.414,0,0,0,0,0
-22.405,0,0,0,0,0
-22.395,0,0,0,0,0
-22.385,0,0,0,0,0
-22.375,0,0,0,0,0
-22.364,0,0,0,0,0
-22.354,0,0,0,0,0
-22.344,0,0,0,0,0
-22.334,0,0,0,0,0
-22.324,0,0,0,0,0
-22.315,0,0,0,0,0
-22.305,0,0,0,0,0
-22.291,0,0,0,0,0
-22.279,0,0,0,0,0
-22.274,0,0,0,0,0
-22.264,0,0,0,0,0
-22.254,0,0,0,0,0
-22.244,0,0,0,0,0
-22.233,0,0,0,0,0
-22.225,0,0,0,0,0
-22.214,0,0,0,0,0
-22.204,0,0,0,0,0
-22.194,0,0,0,0,0
-22.185,0,0,0,0,0
-22.175,0,0,0,0,0
-22.164,0,0,0,0,0
-22.154,0,0,0,0,0
-22.145,0,0,0,0,0
-22.134,0,0,0,0,0
-22.125,0,0,0,0,0
-22.111,0,0,0,0,0
-22.098,0,0,0,0,0
-22.090,0,0,0,0,0
-22.083,0,0,0,0,0
-22.074,0,0,0,0,0
-22.064,0,0,0,0,0
-22.054,0,0,0,0,0
-22.045,0,0,0,0,0
-22.034,0,0,0,0,0
-22.024,0,0,0,0,0
-22.014,0,0,0,0,0
-22.005,0,0,0,0,0
-21.994,0,0,0,0,0
-21.984,0,0,0,0,0
-21.974,0,0,0,0,0
-21.964,0,0,0,0,0
-21.955,0,0,0,0,0
-21.945,0,0,0,0,0
-21.934,0,0,0,0,0
-21.924,0,0,0,0,0
-21.914,0,0,0,0,0
-21.904,0,0,0,0,0
-21.894,0,0,0,0,0
-21.884,0,0,0,0,0
-21.874,0,0,0,0,0
-21.864,0,0,0,0,0
-21.855,0,0,0,0,0
-21.844,0,0,0,0,0
-21.835,0,0,0,0,0
-21.824,0,0,0,0,0
-21.814,0,0,0,0,0
-21.804,0,0,0,0,0
-21.793,0,0,0,0,0
-21.785,0,0,0,0,0
-21.775,0,0,0,0,0
-21.764,0,0,0,0,0
-21.755,0,0,0,0,0
-21.744,0,0,0,0,0
-21.734,0,0,0,0,0
-21.724,0,0,0,0,0
-21.715,0,0,0,0,0
-21.703,0,0,0,0,0
-21.695,0,0,0,0,0
-21.679,0,0,0,0,0
-21.667,0,0,0,0,0
-21.660,0,0,0,0,0
-21.654,0,0,0,0,0
-21.644,0,0,0,0,0
-21.631,0,0,0,0,0
-21.622,0,0,0,0,0
-21.614,0,0,0,0,0
-21.603,0,0,0,0,0
-21.594,0,0,0,0,0
-21.583,0,0,0,0,0
-21.574,0,0,0,0,0
-21.564,0,0,0,0,0
-21.554,0,0,0,0,0
-21.544,0,0,0,0,0
-21.533,0,0,0,0,0
-21.523,0,0,0,0,0
-21.514,0,0,0,0,0
-21.505,0,0,0,0,0
-21.494,0,0,0,0,0
-21.484,0,0,0,0,0
-21.474,0,0,0,0,0
-21.464,0,0,0,0,0
-21.455,0,0,0,0,0
-21.443,0,0,0,0,0
-21.434,0,0,0,0,0
-21.425,0,0,0,0,0
-21.414,0,0,0,0,0
-21.405,0,0,0,0,0
-21.393,0,0,0,0,0
-21.384,0,0,0,0,0
-21.374,0,0,0,0,0
-21.364,0,0,0,0,0
-21.353,0,0,0,0,0
-21.344,0,0,0,0,0
-21.335,0,0,0,0,0
-21.325,0,0,0,0,0
-21.314,0,0,0,0,0
-21.304,0,0,0,0,0
-21.294,0,0,0,0,0
-21.284,0,0,0,0,0
-21.275,0,0,0,0,0
-21.265,0,0,0,0,0
-21.255,0,0,0,0,0
-21.243,0,0,0,0,0
-21.235,0,0,0,0,0
-21.224,0,0,0,0,0
-21.214,0,0,0,0,0
-21.205,0,0,0,0,0
-21.195,0,0,0,0,0
-21.185,0,0,0,0,0
-21.175,0,0,0,0,0
-21.163,0,0,0,0,0
-21.154,0,0,0,0,0
-21.144,0,0,0,0,0
-21.134,0,0,0,0,0
-21.124,0,0,0,0,0
-21.114,0,0,0,0,0
-21.105,0,0,0,0,0
-21.095,0,0,0,0,0
-21.085,0,0,0,0,0
-21.074,0,0,0,0,0
-21.064,0,0,0,0,0
-21.054,0,0,0,0,0
-21.044,0,0,0,0,0
-21.034,0,0,0,0,0
-21.025,0,0,0,0,0
-21.015,0,0,0,0,0
-21.003,0,0,0,0,0
-20.995,0,0,0,0,0
-20.985,0,0,0,0,0
-20.974,0,0,0,0,0
-20.964,0,0,0,0,0
-20.954,0,0,0,0,0
-20.943,0,0,0,0,0
-20.935,0,0,0,0,0
-20.925,0,0,0,0,0
-20.914,0,0,0,0,0
-20.905,0,0,0,0,0
-20.895,0,0,0,0,0
-20.884,0,0,0,0,0
-20.874,0,0,0,0,0
-20.864,0,0,0,0,0
-20.855,0,0,0,0,0
-20.843,0,0,0,0,0
-20.835,0,0,0,0,0
-20.824,0,0,0,0,0
-20.814,0,0,0,0,0
-20.804,0,0,0,0,0
-20.794,0,0,0,0,0
-20.784,0,0,0,0,0
-20.774,0,0,0,0,0
-20.764,0,0,0,0,0
-20.755,0,0,0,0,0
-20.745,0,0,0,0,0
-20.735,0,0,0,0,0
-20.724,0,0,0,0,0
-20.714,0,0,0,0,0
-20.704,0,0,0,0,0
-20.693,0,0,0,0,0
-20.684,0,0,0,0,0
-20.675,0,0,0,0,0
-20.664,0,0,0,0,0
-20.655,0,0,0,0,0
-20.644,0,0,0,0,0
-20.635,0,0,0,0,0
-20.624,0,0,0,0,0
-20.614,0,0,0,0,0
-20.604,0,0,0,0,0
-20.594,0,0,0,0,0
-20.583,0,0,0,0,0
-20.575,0,0,0,0,0
-20.564,0,0,0,0,0
-20.555,0,0,0,0,0
-20.545,0,0,0,0,0
-20.534,0,0,0,0,0
-20.524,0,0,0,0,0
-20.514,0,0,0,0,0
-20.505,0,0,0,0,0
-20.493,0,0,0,0,0
-20.483,0,0,0,0,0
-20.474,0,0,0,0,0
-20.463,0,0,0,0,0
-20.455,0,0,0,0,0
-20.444,0,0,0,0,0
-20.434,0,0,0,0,0
-20.424,0,0,0,0,0
-20.415,0,0,0,0,0
-20.405,0,0,0,0,0
-20.395,0,0,0,0,0
-20.383,0,0,0,0,0
-20.374,0,0,0,0,0
-20.364,0,0,0,0,0
-20.354,0,0,0,0,0
-20.343,0,0,0,0,0
-20.335,0,0,0,0,0
-20.325,0,0,0,0,0
-20.315,0,0,0,0,0
-20.305,0,0,0,0,0
-20.295,0,0,0,0,0
-20.285,0,0,0,0,0
-20.274,0,0,0,0,0
-20.264,0,0,0,0,0
-20.254,0,0,0,0,0
-20.245,0,0,0,0,0
-20.233,0,0,0,0,0
-20.225,0,0,0,0,0
-20.215,0,0,0,0,0
-20.205,0,0,0,0,0
-20.194,0,0,0,0,0
-20.184,0,0,0,0,0
-20.174,0,0,0,0,0
-20.163,0,0,0,0,0
-20.153,0,0,0,0,0
-20.143,0,0,0,0,0
-20.134,0,0,0,0,0
-20.125,0,0,0,0,0
-20.115,0,0,0,0,0
-20.102,0,0,0,0,0
-20.094,0,0,0,0,0
-20.084,0,0,0,0,0
-20.074,0,0,0,0,0
-20.063,0,0,0,0,0
-20.054,0,0,0,0,0
-20.045,0,0,0,0,0
-20.034,0,0,0,0,0
-20.024,0,0,0,0,0
-20.014,0,0,0,0,0
-20.004,0,0,0,0,0
-19.993,0,0,0,0,0
-19.985,0,0,0,0,0
-19.975,0,0,0,0,0
-19.963,0,0,0,0,0
-19.955,0,0,0,0,0
-19.944,0,0,0,0,0
-19.934,0,0,0,0,0
-19.924,0,0,0,0,0
-19.914,0,0,0,0,0
-19.905,0,0,0,0,0
-19.895,0,0,0,0,0
-19.885,0,0,0,0,0
-19.875,0,0,0,0,0
-19.862,0,0,0,0,0
-19.855,0,0,0,0,0
-19.844,0,0,0,0,0
-19.834,0,0,0,0,0
-19.824,0,0,0,0,0
-19.813,0,0,0,0,0
-19.805,0,0,0,0,0
-19.789,0,0,0,0,0
-19.779,0,0,0,0,0
-19.773,0,0,0,0,0
-19.764,0,0,0,0,0
-19.750,0,0,0,0,0
-19.740,0,0,0,0,0
-19.729,0,0,0,0,0
