# T[s],gimbal_a_enable,gimbal_a_target[enc],gimbal_b_enable,gimbal_b_target[enc],gasjet
-19.723,0,0,0,0,0
-19.714,0,0,0,0,0
-19.705,0,0,0,0,0
-19.695,0,0,0,0,0
-19.684,0,0,0,0,0
-19.674,0,0,0,0,0
-19.663,0,0,0,0,0
-19.654,0,0,0,0,0
-19.645,0,0,0,0,0
-19.634,0,0,0,0,0
-19.623,0,0,0,0,0
-19.615,0,0,0,0,0
-19.604,0,0,0,0,0
-19.593,0,0,0,0,0
-19.584,0,0,0,0,0
-19.574,0,0,0,0,0
-19.564,0,0,0,0,0
-19.554,0,0,0,0,0
-19.544,0,0,0,0,0
-19.534,0,0,0,0,0
-19.525,0,0,0,0,0
-19.515,0,0,0,0,0
-19.504,0,0,0,0,0
-19.494,0,0,0,0,0
-19.485,0,0,0,0,0
-19.473,0,0,0,0,0
-19.463,0,0,0,0,0
-19.455,0,0,0,0,0
-19.444,0,0,0,0,0
-19.434,0,0,0,0,0
-19.425,0,0,0,0,0
-19.414,0,0,0,0,0
-19.404,0,0,0,0,0
-19.394,0,0,0,0,0
-19.385,0,0,0,0,0
-19.374,0,0,0,0,0
-19.365,0,0,0,0,0
-19.355,0,0,0,0,0
-19.345,0,0,0,0,0
-19.334,0,0,0,0,0
-19.324,0,0,0,0,0
-19.314,0,0,0,0,0
-19.305,0,0,0,0,0
-19.293,0,0,0,0,0
-19.285,0,0,0,0,0
-19.275,0,0,0,0,0
-19.263,0,0,0,0,0
-19.255,0,0,0,0,0
-19.244,0,0,0,0,0
-19.234,0,0,0,0,0
-19.224,0,0,0,0,0
-19.213,0,0,0,0,0
-19.204,0,0,0,0,0
-19.195,0,0,0,0,0
-19.183,0,0,0,0,0
-19.174,0,0,0,0,0
-19.164,0,0,0,0,0
-19.154,0,0,0,0,0
-19.144,0,0,0,0,0
-19.134,0,0,0,0,0
-19.125,0,0,0,0,0
-19.114,0,0,0,0,0
-19.105,0,0,0,0,0
-19.091,0,0,0,0,0
-19.079,0,0,0,0,0
-19.073,0,0,0,0,0
-19.064,0,0,0,0,0
-19.054,0,0,0,0,0
-19.044,0,0,0,0,0
-19.035,0,0,0,0,0
-19.025,0,0,0,0,0
-19.014,0,0,0,0,0
-19.005,0,0,0,0,0
-18.994,0,0,0,0,0
-18.984,0,0,0,0,0
-18.970,0,0,0,0,0
-18.956,0,0,0,0,0
-18.948,0,0,0,0,0
-18.943,0,0,0,0,0
-18.933,0,0,0,0,0
-18.925,0,0,0,0,0
-18.913,0,0,0,0,0
-18.904,0,0,0,0,0
-18.894,0,0,0,0,0
-18.884,0,0,0,0,0
-18.874,0,0,0,0,0
-18.864,0,0,0,0,0
-18.853,0,0,0,0,0
-18.840,0,0,0,0,0
-18.828,0,0,0,0,0
-18.823,0,0,0,0,0
-18.814,0,0,0,0,0
-18.804,0,0,0,0,0
-18.794,0,0,0,0,0
-18.784,0,0,0,0,0
-18.774,0,0,0,0,0
-18.765,0,0,0,0,0
-18.755,0,0,0,0,0
-18.743,0,0,0,0,0
-18.734,0,0,0,0,0
-18.724,0,0,0,0,0
-18.714,0,0,0,0,0
-18.704,0,0,0,0,0
-18.693,0,0,0,0,0
-18.685,0,0,0,0,0
-18.669,0,0,0,0,0
-18.658,0,0,0,0,0
-18.653,0,0,0,0,0
-18.644,0,0,0,0,0
-18.634,0,0,0,0,0
-18.624,0,0,0,0,0
-18.614,0,0,0,0,0
-18.604,0,0,0,0,0
-18.594,0,0,0,0,0
-18.583,0,0,0,0,0
-18.575,0,0,0,0,0
-18.564,0,0,0,0,0
-18.554,0,0,0,0,0
-18.544,0,0,0,0,0
-18.534,0,0,0,0,0
-18.524,0,0,0,0,0
-18.513,0,0,0,0,0
-18.505,0,0,0,0,0
-18.493,0,0,0,0,0
-18.485,0,0,0,0,0
-18.474,0,0,0,0,0
-18.464,0,0,0,0,0
-18.454,0,0,0,0,0
-18.444,0,0,0,0,0
-18.435,0,0,0,0,0
-18.424,0,0,0,0,0
-18.415,0,0,0,0,0
-18.405,0,0,0,0,0
-18.393,0,0,0,0,0
-18.384,0,0,0,0,0
-18.374,0,0,0,0,0
-18.364,0,0,0,0,0
-18.353,0,0,0,0,0
-18.345,0,0,0,0,0
-18.335,0,0,0,0,0
-18.321,0,0,0,0,0
-18.309,0,0,0,0,0
-18.304,0,0,0,0,0
-18.294,0,0,0,0,0
-18.284,0,0,0,0,0
-18.273,0,0,0,0,0
-18.264,0,0,0,0,0
-18.255,0,0,0,0,0
-18.245,0,0,0,0,0
-18.231,0,0,0,0,0
-18.218,0,0,0,0,0
-18.213,0,0,0,0,0
-18.204,0,0,0,0,0
-18.194,0,0,0,0,0
-18.183,0,0,0,0,0
-18.174,0,0,0,0,0
-18.163,0,0,0,0,0
-18.155,0,0,0,0,0
-18.145,0,0,0,0,0
-18.135,0,0,0,0,0
-18.124,0,0,0,0,0
-18.114,0,0,0,0,0
-18.104,0,0,0,0,0
-18.094,0,0,0,0,0
-18.083,0,0,0,0,0
-18.074,0,0,0,0,0
-18.062,0,0,0,0,0
-18.053,0,0,0,0,0
-18.044,0,0,0,0,0
-18.034,0,0,0,0,0
-18.024,0,0,0,0,0
-18.014,0,0,0,0,0
-18.004,0,0,0,0,0
-17.993,0,0,0,0,0
-17.985,0,0,0,0,0
-17.974,0,0,0,0,0
-17.964,0,0,0,0,0
-17.954,0,0,0,0,0
-17.943,0,0,0,0,0
-17.934,0,0,0,0,0
-17.924,0,0,0,0,0
-17.913,0,0,0,0,0
-17.904,0,0,0,0,0
-17.893,0,0,0,0,0
-17.883,0,0,0,0,0
-17.874,0,0,0,0,0
-17.863,0,0,0,0,0
-17.854,0,0,0,0,0
-17.844,0,0,0,0,0
-17.833,0,0,0,0,0
-17.824,0,0,0,0,0
-17.815,0,0,0,0,0
-17.805,0,0,0,0,0
-17.794,0,0,0,0,0
-17.784,0,0,0,0,0
-17.774,0,0,0,0,0
-17.764,0,0,0,0,0
-17.754,0,0,0,0,0
-17.743,0,0,0,0,0
-17.734,0,0,0,0,0
-17.724,0,0,0,0,0
-17.711,0,0,0,0,0
-17.698,0,0,0,0,0
-17.690,0,0,0,0,0
-17.684,0,0,0,0,0
-17.674,0,0,0,0,0
-17.663,0,0,0,0,0
-17.655,0,0,0,0,0
-17.645,0,0,0,0,0
-17.631,0,0,0,0,0
-17.618,0,0,0,0,0
-17.610,0,0,0,0,0
-17.602,0,0,0,0,0
-17.594,0,0,0,0,0
-17.584,0,0,0,0,0
-17.574,0,0,0,0,0
-17.564,0,0,0,0,0
-17.555,0,0,0,0,0
-17.543,0,0,0,0,0
-17.533,0,0,0,0,0
-17.524,0,0,0,0,0
-17.514,0,0,0,0,0
-17.504,0,0,0,0,0
-17.493,0,0,0,0,0
-17.484,0,0,0,0,0
-17.473,0,0,0,0,0
-17.463,0,0,0,0,0
-17.455,0,0,0,0,0
-17.444,0,0,0,0,0
-17.434,0,0,0,0,0
-17.424,0,0,0,0,0
-17.414,0,0,0,0,0
-17.404,0,0,0,0,0
-17.393,0,0,0,0,0
-17.385,0,0,0,0,0
-17.375,0,0,0,0,0
-17.363,0,0,0,0,0
-17.354,0,0,0,0,0
-17.344,0,0,0,0,0
-17.334,0,0,0,0,0
-17.324,0,0,0,0,0
-17.315,0,0,0,0,0
-17.303,0,0,0,0,0
-17.295,0,0,0,0,0
-17.283,0,0,0,0,0
-17.274,0,0,0,0,0
-17.263,0,0,0,0,0
-17.254,0,0,0,0,0
-17.244,0,0,0,0,0
-17.235,0,0,0,0,0
-17.224,0,0,0,0,0
-17.213,0,0,0,0,0
-17.204,0,0,0,0,0
-17.193,0,0,0,0,0
-17.184,0,0,0,0,0
-17.174,0,0,0,0,0
-17.164,0,0,0,0,0
-17.153,0,0,0,0,0
-17.145,0,0,0,0,0
-17.133,0,0,0,0,0
-17.125,0,0,0,0,0
-17.113,0,0,0,0,0
-17.105,0,0,0,0,0
-17.094,0,0,0,0,0
-17.084,0,0,0,0,0
-17.074,0,0,0,0,0
-17.063,0,0,0,0,0
-17.055,0,0,0,0,0
-17.045,0,0,0,0,0
-17.034,0,0,0,0,0
-17.024,0,0,0,0,0
-17.015,0,0,0,0,0
-17.004,0,0,0,0,0
-16.994,0,0,0,0,0
-16.984,0,0,0,0,0
-16.973,0,0,0,0,0
-16.965,0,0,0,0,0
-16.954,0,0,0,0,0
-16.945,0,0,0,0,0
-16.934,0,0,0,0,0
-16.924,0,0,0,0,0
-16.914,0,0,0,0,0
-16.903,0,0,0,0,0
-16.895,0,0,0,0,0
-16.885,0,0,0,0,0
-16.874,0,0,0,0,0
-16.864,0,0,0,0,0
-16.854,0,0,0,0,0
-16.844,0,0,0,0,0
-16.834,0,0,0,0,0
-16.824,0,0,0,0,0
-16.814,0,0,0,0,0
-16.804,0,0,0,0,0
-16.793,0,0,0,0,0
-16.785,0,0,0,0,0
-16.775,0,0,0,0,0
-16.764,0,0,0,0,0
-16.754,0,0,0,0,0
-16.744,0,0,0,0,0
-16.734,0,0,0,0,0
-16.724,0,0,0,0,0
-16.715,0,0,0,0,0
-16.705,0,0,0,0,0
-16.695,0,0,0,0,0
-16.684,0,0,0,0,0
-16.675,0,0,0,0,0
-16.664,0,0,0,0,0
-16.654,0,0,0,0,0
-16.644,0,0,0,0,0
-16.634,0,0,0,0,0
-16.623,0,0,0,0,0
-16.613,0,0,0,0,0
-16.605,0,0,0,0,0
-16.592,0,0,0,0,0
-16.584,0,0,0,0,0
-16.574,0,0,0,0,0
-16.564,0,0,0,0,0
-16.553,0,0,0,0,0
-16.545,0,0,0,0,0
-16.535,0,0,0,0,0
-16.525,0,0,0,0,0
-16.509,0,0,0,0,0
-16.500,0,0,0,0,0
-16.493,0,0,0,0,0
-16.484,0,0,0,0,0
-16.474,0,0,0,0,0
-16.464,0,0,0,0,0
-16.455,0,0,0,0,0
-16.445,0,0,0,0,0
-16.431,0,0,0,0,0
-16.418,0,0,0,0,0
-16.413,0,0,0,0,0
-16.404,0,0,0,0,0
-16.394,0,0,0,0,0
-16.384,0,0,0,0,0
-16.374,0,0,0,0,0
-16.365,0,0,0,0,0
-16.355,0,0,0,0,0
-16.345,0,0,0,0,0
-16.335,0,0,0,0,0
-16.324,0,0,0,0,0
-16.312,0,0,0,0,0
-16.300,0,0,0,0,0
-16.292,0,0,0,0,0
-16.284,0,0,0,0,0
-16.274,0,0,0,0,0
-16.264,0,0,0,0,0
-16.255,0,0,0,0,0
-16.245,0,0,0,0,0
-16.234,0,0,0,0,0
-16.224,0,0,0,0,0
-16.214,0,0,0,0,0
-16.205,0,0,0,0,0
-16.194,0,0,0,0,0
-16.183,0,0,0,0,0
-16.175,0,0,0,0,0
-16.164,0,0,0,0,0
-16.155,0,0,0,0,0
-16.144,0,0,0,0,0
-16.134,0,0,0,0,0
-16.123,0,0,0,0,0
-16.115,0,0,0,0,0
-16.105,0,0,0,0,0
-16.094,0,0,0,0,0
-16.085,0,0,0,0,0
-16.074,0,0,0,0,0
-16.064,0,0,0,0,0
-16.054,0,0,0,0,0
-16.044,0,0,0,0,0
-16.035,0,0,0,0,0
-16.023,0,0,0,0,0
-16.015,0,0,0,0,0
-16.003,0,0,0,0,0
-15.995,0,0,0,0,0
-15.984,0,0,0,0,0
-15.974,0,0,0,0,0
-15.964,0,0,0,0,0
-15.954,0,0,0,0,0
-15.945,0,0,0,0,0
-15.933,0,0,0,0,0
-15.925,0,0,0,0,0
-15.914,0,0,0,0,0
-15.905,0,0,0,0,0
-15.894,0,0,0,0,0
-15.884,0,0,0,0,0
-15.873,0,0,0,0,0
-15.863,0,0,0,0,0
-15.853,0,0,0,0,0
-15.843,0,0,0,0,0
-15.835,0,0,0,0,0
-15.823,0,0,0,0,0
-15.815,0,0,0,0,0
-15.804,0,0,0,0,0
-15.794,0,0,0,0,0
-15.784,0,0,0,0,0
-15.773,0,0,0,0,0
-15.763,0,0,0,0,0
-15.755,0,0,0,0,0
-15.744,0,0,0,0,0
-15.734,0,0,0,0,0
-15.725,0,0,0,0,0
-15.713,0,0,0,0,0
-15.704,0,0,0,0,0
-15.693,0,0,0,0,0
-15.685,0,0,0,0,0
-15.675,0,0,0,0,0
-15.663,0,0,0,0,0
-15.655,0,0,0,0,0
-15.644,0,0,0,0,0
-15.634,0,0,0,0,0
-15.624,0,0,0,0,0
-15.614,0,0,0,0,0
-15.605,0,0,0,0,0
-15.594,0,0,0,0,0
-15.585,0,0,0,0,0
-15.573,0,0,0,0,0
-15.564,0,0,0,0,0
-15.555,0,0,0,0,0
-15.544,0,0,0,0,0
-15.534,0,0,0,0,0
-15.523,0,0,0,0,0
-15.515,0,0,0,0,0
-15.503,0,0,0,0,0
-15.495,0,0,0,0,0
-15.485,0,0,0,0,0
-15.474,0,0,0,0,0
-15.463,0,0,0,0,0
-15.454,0,0,0,0,0
-15.444,0,0,0,0,0
-15.434,0,0,0,0,0
-15.424,0,0,0,0,0
-15.414,0,0,0,0,0
-15.403,0,0,0,0,0
-15.395,0,0,0,0,0
-15.383,0,0,0,0,0
-15.374,0,0,0,0,0
-15.363,0,0,0,0,0
-15.354,0,0,0,0,0
-15.343,0,0,0,0,0
-15.333,0,0,0,0,0
-15.325,0,0,0,0,0
-15.315,0,0,0,0,0
-15.304,0,0,0,0,0
-15.294,0,0,0,0,0
-15.284,0,0,0,0,0
-15.274,0,0,0,0,0
-15.264,0,0,0,0,0
-15.254,0,0,0,0,0
-15.243,0,0,0,0,0
-15.235,0,0,0,0,0
-15.225,0,0,0,0,0
-15.214,0,0,0,0,0
-15.204,0,0,0,0,0
-15.194,0,0,0,0,0
-15.184,0,0,0,0,0
-15.174,0,0,0,0,0
-15.165,0,0,0,0,0
-15.154,0,0,0,0,0
-15.144,0,0,0,0,0
-15.134,0,0,0,0,0
-15.123,0,0,0,0,0
-15.114,0,0,0,0,0
-15.104,0,0,0,0,0
-15.094,0,0,0,0,0
-15.083,0,0,0,0,0
-15.075,0,0,0,0,0
-15.065,0,0,0,0,0
-15.054,0,0,0,0,0
-15.045,0,0,0,0,0
-15.034,0,0,0,0,0
-15.024,0,0,0,0,0
-15.014,0,0,0,0,0
-15.004,0,0,0,0,0
-14.993,0,0,0,0,0
-14.985,0,0,0,0,0
-14.975,0,0,0,0,0
-14.964,0,0,0,0,0
-14.954,0,0,0,0,0
-14.944,0,0,0,0,0
-14.934,0,0,0,0,0
-14.923,0,0,0,0,0
-14.914,0,0,0,0,0
-14.905,0,0,0,0,0
-14.893,0,0,0,0,0
-14.884,0,0,0,0,0
-14.874,0,0,0,0,0
-14.863,0,0,0,0,0
-14.854,0,0,0,0,0
-14.844,0,0,0,0,0
-14.834,0,0,0,0,0
-14.823,0,0,0,0,0
-14.815,0,0,0,0,0
-14.805,0,0,0,0,0
-14.793,0,0,0,0,0
-14.784,0,0,0,0,0
-14.774,0,0,0,0,0
-14.764,0,0,0,0,0
-14.754,0,0,0,0,0
-14.744,0,0,0,0,0
-14.733,0,0,0,0,0
-14.725,0,0,0,0,0
-14.715,0,0,0,0,0
-14.705,0,0,0,0,0
-14.694,0,0,0,0,0
-14.684,0,0,0,0,0
-14.674,0,0,0,0,0
-14.663,0,0,0,0,0
-14.654,0,0,0,0,0
-14.643,0,0,0,0,0
-14.635,0,0,0,0,0
-14.624,0,0,0,0,0
-14.613,0,0,0,0,0
-14.600,0,0,0,0,0
-14.588,0,0,0,0,0
-14.580,0,0,0,0,0
-14.574,0,0,0,0,0
-14.563,0,0,0,0,0
-14.553,0,0,0,0,0
-14.543,0,0,0,0,0
-14.533,0,0,0,0,0
-14.525,0,0,0,0,0
-14.514,0,0,0,0,0
-14.503,0,0,0,0,0
-14.494,0,0,0,0,0
-14.484,0,0,0,0,0
-14.474,0,0,0,0,0
-14.463,0,0,0,0,0
-14.455,0,0,0,0,0
-14.445,0,0,0,0,0
-14.434,0,0,0,0,0
-14.424,0,0,0,0,0
-14.412,0,0,0,0,0
-14.397,0,0,0,0,0
-14.389,0,0,0,0,0
-14.383,0,0,0,0,0
-14.373,0,0,0,0,0
-14.363,0,0,0,0,0
-14.355,0,0,0,0,0
-14.344,0,0,0,0,0
-14.329,0,0,0,0,0
-14.320,0,0,0,0,0
-14.310,0,0,0,0,0
-14.303,0,0,0,0,0
-14.295,0,0,0,0,0
-14.281,0,0,0,0,0
-14.273,0,0,0,0,0
-14.264,0,0,0,0,0
-14.254,0,0,0,0,0
-14.244,0,0,0,0,0
-14.234,0,0,0,0,0
-14.225,0,0,0,0,0
-14.214,0,0,0,0,0
-14.205,0,0,0,0,0
-14.193,0,0,0,0,0
-14.183,0,0,0,0,0
-14.174,0,0,0,0,0
-14.162,0,0,0,0,0
-14.154,0,0,0,0,0
-14.144,0,0,0,0,0
-14.134,0,0,0,0,0
-14.125,0,0,0,0,0
-14.115,0,0,0,0,0
-14.105,0,0,0,0,0
-14.094,0,0,0,0,0
-14.084,0,0,0,0,0
-14.074,0,0,0,0,0
-14.064,0,0,0,0,0
-14.054,0,0,0,0,0
-14.043,0,0,0,0,0
-14.033,0,0,0,0,0
-14.025,0,0,0,0,0
-14.009,0,0,0,0,0
-13.999,0,0,0,0,0
-13.993,0,0,0,0,0
-13.984,0,0,0,0,0
-13.972,0,0,0,0,0
-13.960,0,0,0,0,0
-13.954,0,0,0,0,0
-13.944,0,0,0,0,0
-13.935,0,0,0,0,0
-13.923,0,0,0,0,0
-13.914,0,0,0,0,0
-13.904,0,0,0,0,0
-13.894,0,0,0,0,0
-13.884,0,0,0,0,0
-13.873,0,0,0,0,0
-13.864,0,0,0,0,0
-13.854,0,0,0,0,0
-13.844,0,0,0,0,0
-13.830,0,0,0,0,0
-13.818,0,0,0,0,0
-13.810,0,0,0,0,0
-13.804,0,0,0,0,0
-13.794,0,0,0,0,0
-13.784,0,0,0,0,0
-13.774,0,0,0,0,0
-13.763,0,0,0,0,0
-13.754,0,0,0,0,0
-13.743,0,0,0,0,0
-13.734,0,0,0,0,0
-13.724,0,0,0,0,0
-13.714,0,0,0,0,0
-13.703,0,0,0,0,0
-13.694,0,0,0,0,0
-13.685,0,0,0,0,0
-13.675,0,0,0,0,0
-13.664,0,0,0,0,0
-13.654,0,0,0,0,0
-13.644,0,0,0,0,0
-13.634,0,0,0,0,0
-13.624,0,0,0,0,0
-13.613,0,0,0,0,0
-13.605,0,0,0,0,0
-13.594,0,0,0,0,0
-13.584,0,0,0,0,0
-13.574,0,0,0,0,0
-13.564,0,0,0,0,0
-13.553,0,0,0,0,0
-13.544,0,0,0,0,0
-13.534,0,0,0,0,0
-13.523,0,0,0,0,0
-13.511,0,0,0,0,0
-13.495,0,0,0,0,0
-13.490,0,0,0,0,0
-13.484,0,0,0,0,0
-13.474,0,0,0,0,0
-13.463,0,0,0,0,0
-13.454,0,0,0,0,0
-13.444,0,0,0,0,0
-13.435,0,0,0,0,0
-13.421,0,0,0,0,0
-13.412,0,0,0,0,0
-13.405,0,0,0,0,0
-13.394,0,0,0,0,0
-13.384,0,0,0,0,0
-13.374,0,0,0,0,0
-13.364,0,0,0,0,0
-13.354,0,0,0,0,0
-13.343,0,0,0,0,0
-13.335,0,0,0,0,0
-13.325,0,0,0,0,0
-13.314,0,0,0,0,0
-13.304,0,0,0,0,0
-13.294,0,0,0,0,0
-13.284,0,0,0,0,0
-13.274,0,0,0,0,0
-13.265,0,0,0,0,0
-13.255,0,0,0,0,0
-13.243,0,0,0,0,0
-13.234,0,0,0,0,0
-13.224,0,0,0,0,0
-13.214,0,0,0,0,0
-13.204,0,0,0,0,0
-13.193,0,0,0,0,0
-13.184,0,0,0,0,0
-13.174,0,0,0,0,0
-13.165,0,0,0,0,0
-13.154,0,0,0,0,0
-13.145,0,0,0,0,0
-13.134,0,0,0,0,0
-13.124,0,0,0,0,0
-13.114,0,0,0,0,0
-13.105,0,0,0,0,0
-13.095,0,0,0,0,0
-13.083,0,0,0,0,0
-13.075,0,0,0,0,0
-13.064,0,0,0,0,0
-13.054,0,0,0,0,0
-13.044,0,0,0,0,0
-13.034,0,0,0,0,0
-13.025,0,0,0,0,0
-13.014,0,0,0,0,0
-13.004,0,0,0,0,0
-12.994,0,0,0,0,0
-12.984,0,0,0,0,0
-12.974,0,0,0,0,0
-12.964,0,0,0,0,0
-12.954,0,0,0,0,0
-12.944,0,0,0,0,0
-12.933,0,0,0,0,0
-12.923,0,0,0,0,0
-12.914,0,0,0,0,0
-12.905,0,0,0,0,0
-12.893,0,0,0,0,0
-12.885,0,0,0,0,0
-12.874,0,0,0,0,0
-12.863,0,0,0,0,0
-12.854,0,0,0,0,0
-12.844,0,0,0,0,0
-12.834,0,0,0,0,0
-12.823,0,0,0,0,0
-12.815,0,0,0,0,0
-12.803,0,0,0,0,0
-12.794,0,0,0,0,0
-12.784,0,0,0,0,0
-12.774,0,0,0,0,0
-12.764,0,0,0,0,0
-12.753,0,0,0,0,0
-12.745,0,0,0,0,0
-12.735,0,0,0,0,0
-12.723,0,0,0,0,0
-12.714,0,0,0,0,0
-12.704,0,0,0,0,0
-12.694,0,0,0,0,0
-12.684,0,0,0,0,0
-12.674,0,0,0,0,0
-12.663,0,0,0,0,0
-12.654,0,0,0,0,0
-12.643,0,0,0,0,0
-12.633,0,0,0,0,0
-12.624,0,0,0,0,0
-12.614,0,0,0,0,0
-12.604,0,0,0,0,0
-12.593,0,0,0,0,0
-12.584,0,0,0,0,0
-12.575,0,0,0,0,0
-12.564,0,0,0,0,0
-12.554,0,0,0,0,0
-12.544,0,0,0,0,0
-12.534,0,0,0,0,0
-12.524,0,0,0,0,0
-12.514,0,0,0,0,0
-12.503,0,0,0,0,0
-12.494,0,0,0,0,0
-12.485,0,0,0,0,0
-12.474,0,0,0,0,0
-12.464,0,0,0,0,0
-12.455,0,0,0,0,0
-12.444,0,0,0,0,0
-12.434,0,0,0,0,0
-12.423,0,0,0,0,0
-12.415,0,0,0,0,0
-12.403,0,0,0,0,0
-12.395,0,0,0,0,0
-12.385,0,0,0,0,0
-12.373,0,0,0,0,0
-12.364,0,0,0,0,0
-12.354,0,0,0,0,0
-12.344,0,0,0,0,0
-12.334,0,0,0,0,0
-12.324,0,0,0,0,0
-12.313,0,0,0,0,0
-12.303,0,0,0,0,0
-12.295,0,0,0,0,0
-12.285,0,0,0,0,0
-12.274,0,0,0,0,0
-12.264,0,0,0,0,0
-12.254,0,0,0,0,0
-12.245,0,0,0,0,0
-12.233,0,0,0,0,0
-12.223,0,0,0,0,0
-12.215,0,0,0,0,0
-12.203,0,0,0,0,0
-12.194,0,0,0,0,0
-12.184,0,0,0,0,0
-12.174,0,0,0,0,0
-12.163,0,0,0,0,0
-12.155,0,0,0,0,0
-12.143,0,0,0,0,0
-12.135,0,0,0,0,0
-12.121,0,0,0,0,0
-12.107,0,0,0,0,0
-12.101,0,0,0,0,0
-12.094,0,0,0,0,0
-12.084,0,0,0,0,0
-12.074,0,0,0,0,0
-12.063,0,0,0,0,0
-12.055,0,0,0,0,0
-12.041,0,0,0,0,0
-12.029,0,0,0,0,0
-12.024,0,0,0,0,0
-12.014,0,0,0,0,0
-12.004,0,0,0,0,0
-11.993,0,0,0,0,0
-11.983,0,0,0,0,0
-11.974,0,0,0,0,0
-11.964,0,0,0,0,0
-11.955,0,0,0,0,0
-11.945,0,0,0,0,0
-11.934,0,0,0,0,0
-11.924,0,0,0,0,0
-11.913,0,0,0,0,0
-11.904,0,0,0,0,0
-11.894,0,0,0,0,0
-11.884,0,0,0,0,0
-11.873,0,0,0,0,0
-11.863,0,0,0,0,0
-11.855,0,0,0,0,0
-11.844,0,0,0,0,0
-11.834,0,0,0,0,0
-11.824,0,0,0,0,0
-11.815,0,0,0,0,0
-11.804,0,0,0,0,0
-11.794,0,0,0,0,0
-11.784,0,0,0,0,0
-11.774,0,0,0,0,0
-11.764,0,0,0,0,0
-11.754,0,0,0,0,0
-11.744,0,0,0,0,0
-11.735,0,0,0,0,0
-11.724,0,0,0,0,0
-11.714,0,0,0,0,0
-11.705,0,0,0,0,0
-11.695,0,0,0,0,0
-11.683,0,0,0,0,0
-11.674,0,0,0,0,0
-11.659,0,0,0,0,0
-11.648,0,0,0,0,0
-11.639,0,0,0,0,0
-11.634,0,0,0,0,0
-11.624,0,0,0,0,0
-11.615,0,0,0,0,0
-11.605,0,0,0,0,0
-11.594,0,0,0,0,0
-11.584,0,0,0,0,0
-11.574,0,0,0,0,0
-11.564,0,0,0,0,0
-11.554,0,0,0,0,0
-11.544,0,0,0,0,0
-11.534,0,0,0,0,0
-11.525,0,0,0,0,0
-11.513,0,0,0,0,0
-11.504,0,0,0,0,0
-11.494,0,0,0,0,0
-11.484,0,0,0,0,0
-11.475,0,0,0,0,0
-11.464,0,0,0,0,0
-11.453,0,0,0,0,0
-11.445,0,0,0,0,0
-11.433,0,0,0,0,0
-11.424,0,0,0,0,0
-11.414,0,0,0,0,0
-11.403,0,0,0,0,0
-11.394,0,0,0,0,0
-11.384,0,0,0,0,0
-11.374,0,0,0,0,0
-11.365,0,0,0,0,0
-11.355,0,0,0,0,0
-11.343,0,0,0,0,0
-11.334,0,0,0,0,0
-11.324,0,0,0,0,0
-11.314,0,0,0,0,0
-11.304,0,0,0,0,0
-11.293,0,0,0,0,0
-11.285,0,0,0,0,0
-11.275,0,0,0,0,0
-11.263,0,0,0,0,0
-11.254,0,0,0,0,0
-11.244,0,0,0,0,0
-11.234,0,0,0,0,0
-11.224,0,0,0,0,0
-11.214,0,0,0,0,0
-11.204,0,0,0,0,0
-11.195,0,0,0,0,0
-11.185,0,0,0,0,0
-11.174,0,0,0,0,0
-11.164,0,0,0,0,0
-11.154,0,0,0,0,0
-11.144,0,0,0,0,0
-11.134,0,0,0,0,0
-11.123,0,0,0,0,0
-11.113,0,0,0,0,0
-11.103,0,0,0,0,0
-11.095,0,0,0,0,0
-11.084,0,0,0,0,0
-11.074,0,0,0,0,0
-11.063,0,0,0,0,0
-11.054,0,0,0,0,0
-11.044,0,0,0,0,0
-11.035,0,0,0,0,0
-11.025,0,0,0,0,0
-11.015,0,0,0,0,0
-11.003,0,0,0,0,0
-10.994,0,0,0,0,0
-10.984,0,0,0,0,0
-10.974,0,0,0,0,0
-10.963,0,0,0,0,0
-10.954,0,0,0,0,0
-10.945,0,0,0,0,0
-10.934,0,0,0,0,0
-10.925,0,0,0,0,0
-10.915,0,0,0,0,0
-10.904,0,0,0,0,0
-10.894,0,0,0,0,0
-10.884,0,0,0,0,0
-10.874,0,0,0,0,0
-10.863,0,0,0,0,0
-10.855,0,0,0,0,0
-10.841,0,0,0,0,0
-10.830,0,0,0,0,0
-10.823,0,0,0,0,0
-10.813,0,0,0,0,0
-10.804,0,0,0,0,0
-10.794,0,0,0,0,0
-10.784,0,0,0,0,0
-10.773,0,0,0,0,0
-10.763,0,0,0,0,0
-10.755,0,0,0,0,0
-10.740,0,0,0,0,0
-10.729,0,0,0,0,0
-10.724,0,0,0,0,0
-10.714,0,0,0,0,0
-10.704,0,0,0,0,0
-10.694,0,0,0,0,0
-10.683,0,0,0,0,0
-10.675,0,0,0,0,0
-10.663,0,0,0,0,0
-10.654,0,0,0,0,0
-10.644,0,0,0,0,0
-10.634,0,0,0,0,0
-10.624,0,0,0,0,0
-10.614,0,0,0,0,0
-10.605,0,0,0,0,0
-10.593,0,0,0,0,0
-10.583,0,0,0,0,0
-10.575,0,0,0,0,0
-10.564,0,0,0,0,0
-10.553,0,0,0,0,0
-10.544,0,0,0,0,0
-10.534,0,0,0,0,0
-10.524,0,0,0,0,0
-10.514,0,0,0,0,0
-10.504,0,0,0,0,0
-10.494,0,0,0,0,0
-10.485,0,0,0,0,0
-10.472,0,0,0,0,0
-10.464,0,0,0,0,0
-10.454,0,0,0,0,0
-10.443,0,0,0,0,0
